,quinault-atys,quinault-isis,Cost,Operation Type
316,"('#cybele #celaenus', ""C'est peu de nous trahir, vous nous bravez, ingrats ?"")",,1.0,Insertion
317,"('#atys #sangaride', 'Serez-vous sans pitié ?')","('#io', 'Favorisez mes voeux, Déesses souveraines Qui réglez du Destin immuables lois, Finissez mes jours et mes peines,  Ne me condamnez pas à mourir mille fois.')",0.8,Substitution
318,"('#cybele #celaenus', 'Perdez toute espérance.')",,1.0,Insertion
319,"('#atys #sangaride', ""L'amour nous a forcés à vous faire une offense, Il demande grâce pour nous."")",,1.0,Insertion
320,"('#cybele #celaenus', ""L'amour en courroux Demande vengeance."")","('#les-parques', 'Le fil de la vie  De tous les humains Suivant notre envie Tourne dans nos mains. Suivant notre envie.')",1.22,Substitution
321,"('#cybele', ""Toi, qui portes partout et la rage et l'horreur, Cesse de tourmenter les criminelles ombres, Viens, cruelle Alecton, sors des royaumes sombres, Inspire au coeur d'Atys ta barbare fureur."")",,1.0,Insertion
322,"('#atys', ""Ciel ! Quelle vapeur m'environne ! Tous mes sens sont troublés, je frémis, je frissonne, Je tremble, et tout_à_coup, une infernale ardeur Vient enflammer mon sang, et dévorer mon coeur. Dieux ! Que vois-je ? Le ciel s'arme contre la terre ? Quel désordre ! Quel bruit ! Quel éclat de tonnerre ! Quels abîmes profonds sous mes pas sont ouverts ! Que de fantômes vains sont sortis des enfers ! Sangaride, ah fuyez la mort que vous prépare Une divinité barbare : C'est votre seul péril qui cause ma terreur. Il parle à Cybèle, qu'il prend pour Sangaride."")","('#io', ""Tranchez mon triste sort d'un coup qui me délivre  Des tourments que Junon me contraint à souffrir; Chacun vous fait des voeux pour vivre Et je vous en fais pour mourir."")",0.62,Substitution
323,"('#sangaride', ""Atys reconnaissez votre funeste erreur. Quel monstre vient à nous ! Quelle fureur le guide ! Ah respecte, cruel, l'aimable Sangaride. Atys prenant Sangaride pour un monstre."")","('#la-furie', ""Jupiter l'a soumise aux lois de son épouse ; Elle a rendu Junon jalouse; L'amour d'un Dieu puissant a trop su la charme. Elle est trop punie encore."")",0.72,Substitution
324,"('#sangaride', 'Atys, mon cher Atys.')","('#io', ""Est ce si grand crime d'aimer Ce que tout l'Univers adore ?"")",1.43,Substitution
325,"('#atys', 'Quels hurlements affreux !')","('#les-parques', ""Nymphe, apaise Junon si tu veux voir la fin  De ton sort déplorable ; C'est l'arrêt du Destin  Il est irrévocable."")",1.37,Substitution
326,"('#celaenus', 'Fuyez, sauvez-vous de sa rage.')",,1.0,Insertion
327,"('#atys', 'Il faut combattre ; amour, seconde mon courage. Atys court après Sangaride qui fuit dans un des côtés du théâtre.')","('#io', 'Hélas ! comment fléchir une haine implacable !')",0.95,Substitution
328,"('#celaenus #choeur', 'Arrête, arrête malheureux. Celaenus court après Atys.')",,1.0,Insertion
329,"('#sangaride', 'Atys !')",,1.0,Insertion
330,"('#choeur', 'Ô ciel !')",,1.0,Insertion
331,"('#sangaride', 'Je meurs.')",,1.0,Insertion
332,"('#choeur', ""Atys, Atys lui-même, Fait périr ce qu'il aime !"")","('#parques #furie #choeur', ""C'est l'arrêt du Destin, Il est irrévocable."")",1.34,Substitution
333,"('#celaenus', ""Je n'ai pu retenir ses efforts furieux, Sangaride expire à vos yeux."")","('#io', ""Terminez mes tourments, puissant maître du monde, Sans vous, sans votre amour hélas ! Je ne souffrirais pas. Réduite au désespoir, mourante, vagabonde, J'ai porté mon supplice en mille affreux climats ; Une horrible Furie attachée à mes pas, M'a suivie au travers du vaste sein de l'onde; Voyez de quels maux ici bas, Votre épouse punit mes malheureux appas Délivrez moi de ma douleur profonde, Ouvrez-moi par pitié, les portes du trépas. Terminez mes tourments puissant maître du monde. Sans vous, sans votre amour, hélas ! Je ne souffrirais pas. C'est Jupiter qui m'aime ! Eh ! Qui le pourrait croire ? Je ne suis plus dans sa mémoire, Il n'entend point mes cris, Il ne voit point mes pleurs Après m'avoir livré aux plus cruels malheurs,  Il est tranquille au comble de la gloire Il m'abandonne au milieu des douleurs. À la fin je succombe heureuse si je meurs. Io tombe accablée de ses tourments, et Jupiter touché de piété, descend du ciel."")",0.62,Substitution
334,"('#cybele', ""Atys me sacrifie une indigne rivale. Partagez avec moi la douceur sans égale, Que l'on goûte en vengeant un amour outragé. Je vous l'avais promis."")","('#jupiter', ""Il ne m'est pas permis de finir votre peine Et ma puissance souveraine Doit suivre du Destin l'irrévocable loi : C'est tout ce que je puis par un amour extrême Que de quitter le Ciel et ma gloire suprême Pour prendre part aux maux que vous souffrez pour moi."")",0.25,Substitution
335,"('#celaenus', ""Ô promesse fatale ! Sangaride n'est plus, et je suis trop vengé. Celaenus se retire au côté du théâtre, où est Sangaride morte."")",,1.0,Insertion
336,"('#atys', ""Que je viens d'immoler une grande victime ! Sangaride est sauvée, et c'est par ma valeur."")","('#io', 'Ah ! mon supplice augmente encore ! Tout le feu des Enfers me brûle et me dévore; Mourrai-je tant de fois, sans voir finir mon sort ?')",1.05,Substitution
337,"('#cybele', 'Achève ma vengeance, Atys, connais ton crime, Et reprends ta raison pour sentir ton malheur.')","('#jupiter', 'Ma tendresse pour vous rend Junon inflexible Elle voit mon amour il lui paraît trop fort; Son courroux se redouble et devient invincible.')",0.97,Substitution
338,"('#atys', ""Un calme heureux succède aux troubles de mon coeur. Sangaride, nymphe charmante, Qu'êtes-vous devenue ? Où puis-je avoir recours ? Divinité toute puissante, Cybèle, ayez pitié de nos tendres amours, Rendez-moi, Sangaride, épargnez ses beaux jours. Tu la peux voir, regarde. Cybèle montrant à Atys Sangaride morte."")","('#io', ""N'importe en ma faveur soyez toujours sensible."")",1.48,Substitution
339,"('#atys', 'Ah quelle barbarie ! Sangaride a perdu la vie ! Ah quelle main cruelle ! Ah quel coeur inhumain !...')",,1.0,Insertion
340,"('#cybele', 'Les coups dont elle meurt sont de ta propre main.')",,1.0,Insertion
341,"('#atys', ""Moi, j'aurais immolé la beauté qui m'enchante ? Ô ciel ! Ma main sanglante Est de ce crime horrible un témoin trop certain !"")","('#jupiter', ""C'est trop vous exposer à son jaloux transport, J'irrite en vous aimant sa vengeance terrible."")",0.5,Substitution
342,"('#choeur', ""Atys, Atys lui-même, Fait périr ce qu'il aime."")","('#io', ""Aimez moi, s'il vous est possible Assez pour la forcer à me donner la mort. Junon descend sur la terre."")",1.12,Substitution
343,"('#atys', ""Quoi, Sangaride est morte ? Atys est son bourreau ! Quelle vengeance ô dieux ! Quel supplice nouveau ! Quelles horreurs sont comparables Aux horreurs que je sens ? Dieux cruels, dieux impitoyables, N'êtes-vous tout-puissants Que pour faire des misérables ?"")","('#jupiter', ""Venez, venez Déesse impitoyable  Venez, voyez, reconnaissez Cette Nymphe mourante autrefois trop aimable. C'est assez la punir, c'est vous venger assez; L'éclat de sa beauté ne la rend plus coupable,  Par la cruelle horreur du tourment qui l'accable, Son crime et ses appas sont ensemble effacés. Sans jalousie et sans alarmes Voyez ses yeux noyés de larmes Que l'ombre de la mort commence de couvrir."")",0.0,Match
344,"('#cybele', 'Atys, je vous ai trop aimé : Cet amour par vous-même en courroux transformé Fait voir encor sa violence : Jugez, ingrat, jugez en ce funeste jour, De la grandeur de mon amour Par la grandeur de ma vengeance.')","('#junon', ""Ils n'ont encor que trop de charmes Puisqu'ils savent attendrir."")",0.86,Substitution
345,"('#atys', ""Barbare ! Quel amour qui prend soin d'inventer Les plus horribles maux que la rage peut faire ! Bienheureux qui peut éviter Le malheur de vous plaire. Ô dieux ! Injustes dieux ! Que n'êtes-vous mortels ? Faut-il que pour vous seuls vous gardiez la vengeance ? C'est trop, c'est trop souffrir leur cruelle puissance, Chassons-les d'ici bas, renversons leurs autels. Quoi, Sangaride est morte ? Atys, Atys lui-même Fait périr ce qu'il aime."")","('#jupiter', ""Une juste pitié peut elle vous aigrir ? Votre courroux fatal ne doit-il pas s'éteindre ?"")",0.52,Substitution
346,"('#choeur', ""Atys, Atys lui-même Fait périr ce qu'il aime."")",,1.0,Insertion
347,"('#cybele', 'Ôtez ce triste objet.')",,1.0,Insertion
348,"('#atys', ""Ah ! Ne m'arrachez pas Ce qui reste de tant d'appas : En fussiez-vous jalouse encore, Il faut que je l'adore Jusques dans l'horreur du trépas."")","('#junon', ""Ah ! vous la plaignez trop, elle n'est pas à plaindre  Non elle ne peut trop souffrir."")",1.31,Substitution
349,"('#cybele', ""Je commence à trouver sa peine trop cruelle, Une tendre pitié rappelle L'amour que mon courroux croyait avoir banni, Ma rivale n'est plus, Atys n'est plus coupable, Qu'il est aisé d'aimer un criminel aimable Après l'avoir puni. Que son désespoir m'épouvante ! Ses jours sont en péril, et j'en frémis d'effroi : Je veux d'un soin si cher ne me fier qu'à moi, Allons... mais quel spectacle à mes yeux se présente ? C'est Atys mourant que je vois !"")","('#jupiter', ""Je sais que c'est de vous que son sort doit dépendre. Ce n'est qu'à vos bontés qu'elle doit recourir. Il n'est rien que de moi vous ne deviez attendre, Si je puis obliger votre haine à se rendre."")",0.0,Match
350,"('#idas', ""Il s'est percé le sein, et mes soins pour sa vie N'ont pu prévenir sa fureur."")",,1.0,Insertion
351,"('#cybele', ""Ah ! C'est ma barbarie, C'est moi, qui lui perce le coeur."")",,1.0,Insertion
352,"('#atys', ""Je meurs, l'amour me guide Dans la nuit du trépas ; Je vais où sera Sangaride, Inhumaine, je vais où vous ne serez pas."")","('#io', 'Ah ! Laissez moi mourir.')",0.73,Substitution
353,,"('#junon', 'Prenez soin de la secourir.')",1.0,Deletion
354,"('#cybele', 'Atys, il est trop vrai, ma rigueur est extrême, Plaignez-vous, je veux tout souffrir. Pourquoi suis-je immortelle en vous voyant périr ?')","('#io', ""Vous l'aimez d'un amour trop tendre Non elle ne peut trop souffrir."")",0.55,Substitution
355,"('#atys #cybele', ""Il est doux de mourir Avec ce que l'on aime."")","('#jupiter', ""Quoi ! Le coeur de Junon quelque grand qu'il puisse être  Ne saurait triompher d'une injuste fureur"")",1.15,Substitution
356,,"('#junon', ""De la terre et du Ciel Jupiter est le maître Et Jupiter n'est pas le maître de son coeur ?"")",1.0,Deletion
357,"('#cybele', 'Que mon amour funeste armé contre moi-même, Ne peut-il vous venger de toutes mes rigueurs.')","('#jupiter', 'Hé bien ! il faut que je commence À me vaincre en ce jour.')",0.7,Substitution
358,"('#atys', ""Je suis assez vengé, vous m'aimez, et je meurs."")","('#junon', ""Vous m'apprendrez à me vaincre à mon tour."")",1.43,Substitution
359,"('#cybele', ""Malgré le destin implacable Qui rend de ton trépas l'arrêt irrévocable, Atys, sois à jamais l'objet de mes amours : Reprends un sort nouveau, deviens un arbre aimable Que Cybèle aimera toujours. Atys prend la forme de l'arbre aimé de la déesse Cybèle, que l'on appelle pin."")","('#jupiter #junon', ""Abandonnez votre vengeance Je vous rends mon amour . J'abandonnerai ma vengeance,  Rendez moi votre amour. Jupiter. Junon."")",1.27,Substitution
360,"('#cybele', 'Venez furieux corybantes, Venez joindre à mes cris vos clameurs éclatantes ; Venez, nymphes des eaux, venez dieux des forêts, Par vos plaintes les plus touchantes Secondez mes tristes regrets.')","('#jupiter', ""Noires Ondes du Styx, c'est par vous que je jure. Fleuve affreux écoutez le serment que je fais. Si cette Nymphe, enfin, reprend tous ses attraits, Si Junon fait cesser les tourments qu'elle endure, Je jure que ses yeux ne troubleront jamais De nos coeurs réunis la bienheureuse paix. Noires Ondes du Styx, c'est par vous que je jure. Fleuve affreux écoutez le serment que je fais."")",0.19,Substitution
361,"('#cybele', ""Atys, l'aimable Atys, malgré tous ses attraits, Descend dans la nuit éternelle ; Mais malgré la mort cruelle, L'amour de Cybèle Ne mourra jamais. Sous une nouvelle figure, Atys est ranimé par mon pouvoir divin ; Célébrez son nouveau destin ; Mais malgré la mort cruelle, L'amour de Cybèle Ne mourra jamais. Sous une nouvelle figure, Atys est ranimé par mon pouvoir divin ; Célébrez son nouveau destin ; Mais malgré la mort cruelle, L'amour de Cybèle Ne mourra jamais. Sous une nouvelle figure, Atys est ranimé par mon pouvoir divin ; Célébrez son nouveau destin, Pleurez sa funeste aventure."")","('#junon', ""Nymphe, je veux finir votre peine éternelle Que la Furie emporte aux Enfers avec elle Le trouble et les horreurs dont vos sens sont saisis ! Après un rigoureux supplice  Goûtez les biens parfaits que les Dieux ont choisis :  Et sous le nouveau nom d'Isis Jouissez d'un bonheur qui jamais ne finisse. La Furie s'enfonce dans les Enfers et Io se trouve délivrée de ses peines."")",0.22,Substitution
362,"('#nymphes #bois', 'Célébrons son nouveau destin, Pleurons sa funeste aventure.')",,1.0,Insertion
363,"('#cybele', ""Que cet arbre sacré Soit révéré De toute la nature. Qu'il s'élève au dessus des arbres les plus beaux : Qu'il soit voisin des cieux, qu'il règne sur les eaux ; Qu'il ne puisse brûler que d'une flamme pure. Que cet arbre sacré Soit révéré De toute la nature. Le choeur répète ces trois derniers vers."")","('#jupiter #junon', ""Dieux, recevez Isis au rang des immortels ! Peuples voisins du Nil, dressez lui des Autels ! Les divinités du Ciel descendent pour recevoir Isis; les peuples d'Egypte lui dressent un autel et la reconnaissent pour la Divinité qui les doit protéger. Divinités qui descendent du Ciel dans la gloire, Peuples d'Egypte chantants, quatre égyptiens chantants, peuples d'Egypte dansants."")",0.22,Substitution
364,"('#cybele', ""Que ses rameaux soient toujours verts : Que les plus rigoureux hivers Ne leur fassent jamais d'injure, Que cet arbre sacré Soit révéré De toute la nature. Le choeur répète ces trois derniers vers."")","('#choeur #divinites', 'Venez, venez, Divinités nouvelle,')",1.6,Substitution
365,"('#cybele #bois #eaux', 'Quelle douleur !')",,1.0,Insertion
366,"('#cybele #corybantes', 'Ah ! Quelle rage !')","('#choeur #peuples #egypte', ""Isis, Tournez sur nous vos yeux Voyez l'ardeur de notre zèle."")",1.59,Substitution
367,"('#cybele #choeurs', 'Ah ! Quel malheur !')",,1.0,Insertion
368,"('#cybele', ""Atys au printemps de son âge Périt comme une fleur Qu'un soudain orage Renverse et ravage."")","('#choeur #divinites', 'La céleste Cour vous appelle')",1.4,Substitution
369,"('#cybele #bois #eaux', 'Quelle douleur !')",,1.0,Insertion
370,"('#cybele #corybantes', 'Ah ! Quelle rage !')",,1.0,Insertion
371,"('#cybele #choeurs', 'Ah ! Quel malheur ! Les divinités des bois et des eaux, avec les corybantes, honorent le nouvel arbre, et le consacrent à Cybèle. Les regrets des divinités des bois et des eaux, et les cris des corybantes, sont secondés et terminés par des tremblements de terre, par des éclairs, et par des éclats de tonnerre.')","('#jupiter #junon', ""Isis est immortelle Isis va briller dans les Cieux. Isis jouit avec les Dieux  D'une gloire éternelle. Jupiter et Junon et les Divinités montent au ciel, et y conduisent Isis, dans le char des choeurs des Divinités et des Parques. Ils répètent ces quatre vers."")",0.26,Substitution
372,"('#cybele #bois #eaux', ""Que le malheur d'Atys afflige tout le monde."")",,1.0,Insertion
373,"('#cybele #corybantes', ""Que tout sente, ici bas, L'horreur d'un si cruel trépas."")",,1.0,Insertion
374,"('#cybele #bois #eaux', ""Pénétrons tous les coeurs d'une douleur profonde : Que les bois, que les eaux, perdent tous leurs appas."")",,1.0,Insertion
375,"('#cybele #corybantes', 'Que le tonnerre nous réponde : Que la terre frémisse, et tremble sous nos pas.')",,1.0,Insertion
376,"('#cybele #bois #eaux', ""Que le malheur d'Atys afflige tout le monde."")",,1.0,Insertion
377,"('#ensemble', ""Que tout sente, ici bas, L'horreur d'un si cruel trépas."")",,1.0,Insertion
