,diderot-est-il-bon-est-il-mechant,diderot-piece-prologue,Cost,Operation Type
1017,"('#madame-bertrand', 'Est-ce que Monsieur Poultier aurait donné quelque interprétation bizarre, au vif intérêt que vous avez daigné prendre à mon sort, et à celui de mon enfant ?  Soupçonnerait-il ?')","('#madame-bertrand', ""Est-ce qu'il aurait quelque soupçon bizarre sur le vif intérêt que vous avez daigné prendre à mon sort et à celui de mon enfant ?  En agissant pour nous, est-ce qu'il vous soupçonnerait d'avoir travaillé pour votre fils ?"")",0.0,Match
1018,"('#monsieur-hardouin', 'Il ne soupçonne pas.  Il est convaincu.')","('#monsieur-hardouin', 'Il ne soupçonne pas ; il est convaincu.')",0.0,Match
1019,"('#madame-bertrand', 'Tâchez, monsieur, de me débrouiller cette énigme.')","('#madame-bertrand', 'Tâchez, monsieur, de me débrouiller cette énigme.')",0.0,Match
1020,"('#monsieur-hardouin', ""Il n'y a point là d'énigme.  Vous rappelleriez-vous ce qui s'est dit entre nous, lorsque je me suis chargé de votre affaire ?  Ne vous ai-je pas prévenue qu'un des moyens, le seul moyen de réussir, c'était de se rendre la chose personnelle ?  N'en êtes-vous pas convenue ?  Ne m'avez-vous pas permis expressément d'en user ?  Et quel intérêt plus vif et plus personnel que celui d'un père pour son enfant ?"")","('#monsieur-hardouin', ""Elle n'est pas fort obscure.  Vous rappelleriez-vous ce qui s'est dit entre nous, lorsque je me suis chargé de votre affaire ?  Ne vous ai-je pas prévenue qu'un des moyens de réussir, c'était de se rendre la chose personnelle ?  N'en êtes-vous pas convenue ?  Ne m'avez-vous, pas permis expressément d'en user ?  Et quel intérêt plus vif et plus personnel que celui d'un père pour son enfant !"")",0.0,Match
1021,"('#madame-bertrand', ""Qu'entends-je !  Ainsi votre ami me croit...  Vous croit..."")","('#madame-bertrand', ""Qu'entends-je ?  Ainsi votre ami me croit... vous croit..."")",0.0,Match
1022,"('#monsieur-hardouin', ""J'avoue que cela me fait un peu trop d'honneur ; mais, madame, quel si grand inconvénient y a-t-il à cela ?"")","('#monsieur-hardouin', ""J'avoue que cela me fait un peu trop d'honneur ; mais, Madame, quel si grand inconvénient y a-t-il à cela?"")",0.0,Match
1023,"('#madame-bertrand', ""Vous êtes un indigne, un infâme, un scélérat !  Et vous m'avez crue assez vile pour accepter une pension à ce prix ?  Vous vous êtes trompé, je saurai vivre de pain et d'eau ; je saurai mourir de faim, s'il le faut ; j'irai chez le ministre ; je foulerai aux pieds, devant lui, cet odieux brevet ; je lui demanderai justice d'un insigne calomniateur, et je l'obtiendrai."")","('#madame-bertrand', ""Vous êtes un indigne, un infâme, un scélérat ; et vous m'avez crue assez vile pour accepter une pension à ce prix ! Vous vous êtes trompé. Je saurai vivre d'eau et de pain ; je saurai mourir de faim, s'il le faut.  Mais j'irai chez le ministre ; je foulerai aux pieds, devant lui, cet odieux brevet; je lui demanderai justice d'un insigne calomniateur et je l'obtiendrai."")",0.0,Match
1024,"('#monsieur-hardouin', ""Il me semble que madame fait bien du bruit pour peu de chose...  Elle ne songe pas qu'il n'y a que Poultier, le ministre et sa femme qui le sachent ; et je vous réponds de la discrétion des deux premiers."")","('#monsieur-hardouin', ""Il me semble que madame fait bien du bruit pour peu de chose : elle ne songe pas qu'il n'y a que Poultier, le ministre et sa femme qui le sachent; et je vous réponds de la discrétion des deux premiers."")",0.0,Match
1025,"('#madame-bertrand', ""J'en ai trouvé de bien méchants ; voilà le plus méchant de tous.  Je suis perdue !  Je suis déshonorée !"")","('#madame-bertrand', ""J'en ai trouvé de bien méchants ; voilà le plus méchant de tous.  Je suis perdue, je suis déshonorée."")",0.0,Match
1026,"('#monsieur-hardouin', ""Mettons la chose au pis.  Le mal est fait, et il n'y a plus de remède.  Plus vos cris seront aigus, plus cette histoire aura d'éclat.  Ne serait-il pas mieux d'en recueillir paisiblement le fruit que d'apprêter à rire à toute la ville.  Songez, madame, que le ridicule ne sera pas également partagé."")","('#monsieur-hardouin', ""Mettons la chose au pis, le mal est fait; et il n'y a plus de remède.  Plus vous ferez de cris, plus cette histoire aura d'éclat.  Ne serait-il pas plus sage d'en recueillir paisiblement le fruit, que d'apprêter à rire à toute la ville ? Songez, madame, que le ridicule ne sera pas également partagé."")",0.0,Match
1027,"('#madame-bertrand', ""Ce sens froid me met en fureur ; et si je m'en croyais, je lui arracherais, les deux yeux."")","('#madame-bertrand', ""Ce sang-froid me met en fureur; et, si je m'en croyais, je lui arracherais les deux yeux."")",0.0,Match
1028,"('#monsieur-hardouin', 'Ah, madame, avec ces jolies mains-là ! Il veut lui baiser les mains.')","('#monsieur-hardouin', 'Ah !  Madame, avec ces deux jolies mains-là ?')",0.0,Match
1029,"('#monsieur-des-renardeaux', ""Qu'est-ce ceci ?  D'un côté un homme interdit ; de l'autre, une femme qui se désole.  L'ami, est-ce une délaissée."")","('#monsieur-renardeau', ""Qu'est-ce ceci ?  D'un côté un homme interdit ; de l'autre une femme qui se désole.  L'ami, est-ce une délaissée ?"")",0.0,Match
1030,"('#monsieur-hardouin', 'Non.')","('#monsieur-hardouin', 'Non.')",0.0,Match
1031,"('#monsieur-des-renardeaux', 'Elle est trop aimable, et vous êtes trop jeune pour que ce soit une mécontente.')","('#monsieur-renardeau', 'Elle est trop aimable, et vous êtes trop jeune, pour que ce soit une mécontente.')",0.0,Match
1032,"('#madame-bertrand', ""Vous êtes un impertinent ; vous êtes un sot ; et cet homme-là est un scélérat avec lequel je ne vous conseille pas d'avoir quelque chose à démêler. Puis elle se remet dans son fauteuil."")","('#madame-bertrand', ""Vous êtes un impertinent, vous êtes un sot ; et cet homme-là est un scélérat avec lequel je ne vous conseille pas d'avoir quelque chose à démêler. Puis elle se remet dans son fauteuil."")",0.0,Match
1033,"('#monsieur-des-renardeaux', ""Elle a de l'humeur.  Et notre affaire ?"")","('#monsieur-renardeau', ""Elle a de l'humeur. Et notre affaire?"")",0.0,Match
1034,"('#monsieur-hardouin', 'Finie.')","('#monsieur-hardouin', 'Finie.')",0.0,Match
1035,"('#monsieur-des-renardeaux', 'Et vous avez mis la dame Servin à la raison ?')","('#monsieur-renardeau', 'Et vous avez mis cette femme à la raison ?')",0.0,Match
1036,"('#monsieur-hardouin', 'Dix mille francs, et tous les frais de procédure payés.')","('#monsieur-hardouin', 'Dix mille francs, et tous les frais de procédure payés.')",0.0,Match
1037,"('#monsieur-des-renardeaux', ""J'aurais pu porter mes demandes jusqu'où il m'aurait plu.  La loi est formelle.  Celui qui admire...  Mais dix mille francs, cela est honnête.  Et la chaise à porteur."")","('#monsieur-renardeau', ""J'aurais pu porter mes demandes jusqu'où il m'aurait plu, la loi est formelle.  Celui qui adire...  Mais dix mille francs, cela est honnête.  Et la chaise à porteurs ?"")",0.0,Match
1038,"('#monsieur-hardouin', 'Et la chaise à porteur.')","('#monsieur-hardouin', 'Et la chaise à porteurs.')",0.0,Match
1039,"('#monsieur-des-renardeaux', ""Fort bien.  Mais tandis que vous terminiez mon affaire, je m'occupais de la vôtre.  Je persiste dans mon premier avis.  Je ne plaiderais pas.  Mais si vous avez résolu le contraire ; je crois qu'il y auroit un biais à prendre."")",,1.0,Insertion
1040,"('#monsieur-hardouin', 'Que voulez-vous dire avec votre biais ?  Je ne vous entends pas.')",,1.0,Insertion
1041,"('#monsieur-des-renardeaux', ""N'avez-vous pas perdu votre soeur ?"")","('#monsieur-renardeau', 'Vous avez donc perdu votre soeur ?')",0.0,Match
1042,"('#monsieur-hardouin', ""Moi !  J'ai perdu ma soeur ; et qui est-ce qui vous a fait ce mauvais conte-là."")","('#monsieur-hardouin', ""Moi, j'ai perdu ma soeur ?  Et qui est-ce qui vous a fait ce conte-là ?"")",0.0,Match
1043,"('#monsieur-des-renardeaux', ""Pardieu ; c'est vous."")","('#monsieur-renardeau', ""Pardieu, c'est vous."")",0.0,Match
1044,"('#monsieur-hardouin', 'Ma soeur est pleine de vie.')","('#monsieur-hardouin', 'Ma soeur est pleine de vie.')",0.0,Match
1045,"('#monsieur-des-renardeaux', ""Quoi, vous ne m'avez pas dit que son amie..."")","('#monsieur-renardeau', ""Quoi !  Vous ne m'avez pas dit que son amie..."")",0.0,Match
1046,,"('#monsieur-hardouin', 'Chansons, chansons.')",1.0,Deletion
1047,"('#monsieur-hardouin', ""Chansons, chansons.  Est-ce qu'on fait de ces chansons-là à un vieil avocat, bas-normand, et qui est quelquefois délié ?"")","('#monsieur-renardeau', ""Est-ce qu'on fait de ces chansons-là à un vieil avocat bas-normand !"")",0.0,Match
1048,,"('#monsieur-hardouin', 'Et qui est quelquefois délié !')",1.0,Deletion
1049,"('#monsieur-des-renardeaux', 'Vous êtes un fripon ; un fieffé fripon.  Je gagerais que, quand je vous ai donné ma procuration ; vous aviez en poche la procuration de la dame.')","('#monsieur-renardeau', 'Vous êtes un fripon, un fieffé fripon.  Je gagerais que, quand je vous ai donné ma procuration, vous aviez dans votre poche la procuration de la dame.')",0.0,Match
1050,"('#monsieur-hardouin', 'Et vous devinez cela ?')","('#monsieur-hardouin', 'Et vous devinez cela ?')",0.0,Match
1051,"('#monsieur-des-renardeaux', 'Madame, joignez-vous à moi et étranglons-le.')","('#monsieur-renardeau', 'Madame, joignez-vous à moi, et étranglons-le.')",0.0,Match
1052,"('#madame-bertrand', 'Et deux.')","('#madame-bertrand', 'Et deux.')",0.0,Match
1053,"('#monsieur-des-renardeaux', ""Ah si j'avais su...  J'y perds dix mille francs...  Oui dix mille francs...  Vous avez été l'ami de la dame Servin ; mais non le mien."")",,1.0,Insertion
1054,"('#monsieur-hardouin', ""Je ne désespère pas qu'elle ne m'en dise autant."")",,1.0,Insertion
1055,"('#monsieur-des-renardeaux', ""Mais nous verrons...  Mais nous verrons...  Il y a lésion ; il y a lésion d'outre moitié...  Il y a la voie d'appel.  Il y a la voie de rescision."")","('#monsieur-renardeau', ""Ah !  Si j'avais su...  J'y perds dix mille francs...  Mais nous verrons...  Il y a lésion, lésion d'outre-moitié...  Il y a la voie d'appel, il y a la voie de rescision."")",0.0,Match
1056,"('#monsieur-hardouin', 'En faveur des innocents. Monsieur des Renardeaux se jette dans un autre fauteuil.')","('#monsieur-hardouin', ""En faveur des innocents. Renardeau s'est jeté dans un autre fauteuil."")",0.0,Match
1057,"('#madame-de-chepy', ""Puisque Monsieur donne ses audiences chez moi, aurait-il la bonté de m'y admettre, et de m'apprendre s'il est bien satisfait de la manière dont il oblige ses amis."")","('#madame-de-chepy', ""Puisque monsieur donne ses audiences chez moi, aurait-il la bonté de m'y admettre, et de me dire s'il est bien satisfait de la manière dont il oblige ses amis?"")",0.0,Match
1058,"('#madame-bertrand', 'Et trois.')","('#madame-bertrand', 'Et trois ; quand nous serons à six nous ferons une croix.')",1.23,Substitution
1059,"('#monsieur-hardouin', ""Pas infiniment, madame ; et cela n'encourage pas à servir.  Mais venons au fait ; de quoi Madame de Chépy se plaint-elle ?"")","('#monsieur-hardouin', ""Pas infiniment, Madame ; et cela n'encourage pas à bien faire ; mais venons au fait.  De quoi Madame de Chepy se plaint-elle?"")",0.0,Match
1060,"('#madame-de-chepy', ""Elle se plaint de ce que Monsieur Hardouin lui permet de le compter au nombre de ses amis ; qu'elle arrive à Paris malade et pour six semaines ; de ce qu'on daigne à peine une fois s'informer de sa santé ; et qu'on choisit tout juste ce tems pour se renfermer dans une campagne, et s'exténuer l'âme et le corps, à quoi faire ?  Peut-être un mécontent."")","('#madame-de-chepy', ""Elle se plaint de ce que Monsieur Hardouin lui permet de le compter au nombre de ses amis ; qu'elle arrive à Paris malade, et pour six semaines ; de ce qu'on daigne à peine une fois s'informer de sa santé, et qu'on choisit tout juste ce temps pour se renfermer dans une campagne, et s'exténuer l'âme et le corps, à quoi faire ?  Peut-être un mécontent."")",0.0,Match
1061,"('#monsieur-hardouin', 'Peut-être deux.  Un autre et moi.')","('#monsieur-hardouin', 'Peut-être deux : un autre et moi.')",0.0,Match
1062,"('#madame-de-chepy', ""Ce n'est pas Monsieur Hardouin qui me cherche ; c'est Madame de Chépy qui court après lui.  À force d'émissaires, enfin elle parvient à le déterrer.  Elle est installée chez une femme charmante qui l'estime et qui l'aime ; elle désire lui témoigner sa sensibilité pour toutes les attentions, par une petite fête.  Elle a recours à son ancien ami Monsieur Hardouin, et ce qu'il a fait pour vingt autres qui ne lui sont rien ; qu'il connaît à peine ; il le refuse à Madame de Chépy pour l'offrir à sa femme de chambre.  Monsieur, madame, qu'en pensez-vous ?"")","('#madame-de-chepy', ""Ce n'est pas Monsieur Hardouin qui me cherche, c'est Madame de Chepy qui court après lui, à force d'émissaires ; enfin elle parvient à le déterrer.  Elle est installée chez une femme charmante qui l'estime et qui l'aime.  Elle désire lui témoigner sa sensibilité pour toutes ses attentions, par une petite fête.  Elle a recours à son ancien ami, Monsieur Hardouin ; et ce qu'il a fait pour vingt autres qui ne lui sont rien, qu'il connaît à peine, ou qu'il méprise peut-être, il le refuse."")",0.0,Match
1063,,"('#madame-de-chepy', ""Monsieur, madame, qu'en pensez-vous ?"")",1.0,Deletion
1064,"('#monsieur-des-renardeaux', ""Ce n'est que cela ?  Et s'il vous en coûtait dix mille francs, comme à moi ?"")","('#monsieur-renardeau', ""Ce n'est que cela ?  Et s'il vous en coûta it dix mille francs, comme à moi ?"")",0.0,Match
1065,"('#madame-bertrand', ""Et s'il vous en coûtait l'honneur comme à moi.  Je les trouve plaisants tous deux, l'un avec sa pièce ; l'autre avec ses dix mille francs."")","('#madame-bertrand', ""Et s'il vous en coûtait l'honneur comme à moi ?  Je les trouve plaisants tous deux, l'une avec sa pièce, l'autre avec ses dix mille francs ?"")",0.0,Match
1066,"('#monsieur-hardouin', 'Mais, madame, si la pièce était faite.')","('#monsieur-hardouin', 'Fort bien, madame; mais si la pièce était faite ?')",0.0,Match
1067,"('#madame-de-chepy', ""Oui, si ?  Mais elle ne l'est pas ; et quand elle le serait, si elle m'est inutile, à présent qu'il n'y a rien d'arrangé, et que tous mes acteurs sont en déroute."")","('#madame-de-chepy', ""Oui, si ; mais si elle ne l'est pas ?  Et, quand elle le serait, si elle m'est inutile, à présent qu'il n'y a rien de prêt, et que tous mes acteurs sont en déroute ?"")",0.0,Match
1068,"('#monsieur-hardouin', ""Ce n'est pas de ma faute."")","('#monsieur-hardouin', ""Ce n'est pas ma faute."")",0.0,Match
1069,"('#madame-de-chepy', ""Et l'humeur enragée ; et la migraine que cela m'a donné ; c'est peut-être de la mienne."")","('#madame-de-chepy', ""Et l'humeur enragée et la migraine que cela m'a données : c'est peut-être la mienne ?"")",0.0,Match
1070,"('#monsieur-hardouin', 'Je suis né, je crois, pour ne rien faire de ce qui me convient, pour faire tout ce que les autres exigent, et pour ne contenter personne, non personne, pas même moi.')","('#monsieur-hardouin', 'Je suis né, je crois, pour ne rien faire de ce qui me convient, pour faire tout ce qui plaît aux autres, et pour ne contenter personne, non, personne, pas même moi.')",0.0,Match
1071,"('#madame-bertrand', ""C'est qu'il ne s'agit pas de servir ; mais de servir chacun à sa manière, sous peine de se tourmenter beaucoup pour n'engendrer que des ingrats."")","('#madame-bertrand', ""C'est qu'il ne s'agit pas de servir, mais de servir chacun à sa manière, sous peine de se tourmenter beaucoup pour n'engendrer que des ingrats."")",0.0,Match
1072,"('#monsieur-des-renardeaux', ""C'est bien dit.  Rien n'est plus vrai."")","('#monsieur-renardeau', ""C'est bien dit."")",0.09,Substitution
1073,"('#madame-de-chepy', 'Et vous attendez peut-être de la reconnaissance de Madame de Vertillac.')",,1.0,Insertion
1074,"('#monsieur-hardouin', 'Pourquoi pas ?')",,1.0,Insertion
1075,"('#madame-de-chepy', 'La voici, je vous en préviens.  Elle va vous le dire.')",,1.0,Insertion
1076,"('#madame-de-vertillac', ""Monsieur, qu'est-ce que ces lettres que vous m'avez montrées ?  Qu'est-ce que ce dédit que monsieur a dressé et que vous m'avez fait signer ?  Répondez.  Répondez."")",,1.0,Insertion
1077,"('#monsieur-hardouin', ""Je n'ai pas trop mémoire de tout cela.  Monsieur de Crancey, ne vous ai-je pas écrit ?  Ne m'avez-vous pas répondu."")",,1.0,Insertion
1078,"('#madame-de-vertillac', ""Vous avez eu avec moi un procédé auquel on ne sait quel nom donner.  Celui d'abominable est trop doux.  Jamais un homme honnête s'est-il permis de pareils expédients ?"")",,1.0,Insertion
1079,"('#monsieur-hardouin', ""Les circonstances et le caractère des personnes n'en laissent pas toujours le choix."")",,1.0,Insertion
1080,"('#monsieur-des-renardeaux', ""Qu'a-t-il donc fait à celle-ci."")",,1.0,Insertion
1081,"('#madame-bertrand', ""Il ne lui aurait pas fait pis qu'à moi.  Je l'en défie."")",,1.0,Insertion
1082,"('#madame-de-vertillac', 'Il me traduit mon enfant comme une fille sans moeurs !')",,1.0,Insertion
1083,"('#monsieur-des-renardeaux', 'Diable.')",,1.0,Insertion
1084,"('#madame-de-vertillac', 'Il traduit monsieur que voilà pour un vil séducteur.')",,1.0,Insertion
1085,"('#monsieur-des-renardeaux', 'Diable !')",,1.0,Insertion
1086,"('#madame-de-vertillac', ""Il me met dans l'alternative ou de perdre une portion considérable de ma fortune ou de disposer de la main de ma fille à son gré."")",,1.0,Insertion
1087,"('#monsieur-des-renardeaux', 'Diable.')",,1.0,Insertion
1088,"('#madame-de-vertillac', ""Il fait pis ; il m'humilie ; après m'avoir plongé un poignard dans le coeur, il s'amuse gaiement à le tourner...  Éloignez-vous monsieur ; éloignez-vous au plus vite ; vous entendriez de moi des choses que je serois peut-être honteuse de vous avoir dites."")",,1.0,Insertion
1089,"('#monsieur-hardouin', ""Voilà l'histoire du moment.  Mais c'est au temps que j'en appelle.  J'ai causé une peine cruelle à madame j'en conviens ; mais j'en ai fait cesser une longue et plus cruelle.  J'en appelle à Monsieur de Crancey et à mademoiselle.  Voilà mes juges.  J'ai ramené madame à l'équité et à sa bonté naturelle.  Et sous quelque face que mon procédé soit considéré, s'il en résultait à l'avenir son propre bonheur, celui de mademoiselle sa fille, celui de Monsieur de Crancey, celui de deux familles."")",,1.0,Insertion
1090,"('#monsieur-de-crancey', ""Cela sera, mon ami ; madame, cela sera, n'en doutez pas."")",,1.0,Insertion
1091,"('#monsieur-hardouin', ""Alors, madame verroit les choses comme elles sont ; se ressouviendrait des reproches amers qu'elle m'adresse ; et j'ose me flatter qu'elle en rougirait."")",,1.0,Insertion
1092,"('#madame-de-chepy', 'En attendant, monsieur, vous vous êtes manqué à vous-même.')",,1.0,Insertion
1093,"('#madame-de-vertillac', ""Vous l'avez dit, mon amie, vous l'avez dit.  Avec tout son esprit, l'imbécile a ignoré ce qu'il avait conservé d'empire sur mon coeur."")",,1.0,Insertion
1094,"('#monsieur-hardouin', ""J'aurai de la peine à me repentir d'une faute à laquelle je dois un aussi doux aveu."")","('#madame-de-chepy', ""Rien n'est plus vrai."")",1.56,Substitution
1095,"('#madame-de-chepy', ""Êtes-vous folle ?  Vous venez pour l'accabler d'injures ; et vous lui dites des douceurs."")",,1.0,Insertion
1096,"('#madame-de-vertillac', 'Et voilà comme nous sommes toutes, avec ces monstres-là !')",,1.0,Insertion
1097,"('#monsieur-hardouin', ""À l'air de celle-ci, je gage que c'est encore une mécontente."")","('#monsieur-hardouin', 'Je gage que voici encore une mécontente.')",0.0,Match
1098,"('#mademoiselle-beaulieu', ""Pourriez-vous m'apprendre, monsieur, quel est l'insolent qui a écrit cela ?"")","('#mademoiselle-beaulieu', ""Pourriez-vous m'apprendre, Monsieur, quel est l'impertinent qui a écrit cela ?"")",0.0,Match
1099,"('#monsieur-hardouin', 'La voilà.')","('#monsieur-hardouin', 'Le voilà.')",0.0,Match
1100,"('#monsieur-de-surmont', ""C'est fait.  Je vous l'apporte.  Cela est gai.  Cela est fou, et pour un amusement de société, j'espère que cela ne sera pas mal...  Voilà nos acteurs apparemment.  La troupe sera charmante. Une, deux, trois...  C'est précisément le nombre qu'il me faut...  mais je les trouve tous diablement tristes...  Mesdames, si je vous ai fait attendre, je vous en demande mille pardons. Il les compte."")","('#monsieur-de-surmont', ""C'est fait, je vous l'apporte.  Cela est gai, cela est fou ; et, pour une de ces pièces de société, j'espère que cela ne sera pas mal...  Voilà nos acteurs, apparemment : je les trouve tous diablement tristes.  Messieurs, mesdames, si je vous ai fait attendre, je vous en demande mille pardons."")",0.0,Match
1101,"('#monsieur-hardouin', 'Voilà un incognito bien gardé.')","('#monsieur-hardouin', 'Voulez-vous vous taire ?  Ne voilà-t-il pas un incognito bien gardé.')",0.0,Match
1102,"('#monsieur-de-surmont', ""Ma foi, je n'y pensais plus.  Messieurs, j'ai travaillé sans relâche.  Il m'a été impossible d'aller plus vite ; encore cette bagatelle était-elle en ébauche dans mon portefeuille.  On copiait les rôles à mesure que j'écrivais...  Il me faut d'abord deux amants, et deux amants bien doux, bien tendres, bien tourmentés par des parents bizarres, et les voilà. Souvenez-vous Monsieur que vous êtes d'une violence dont le Saint-Albin du « Père de famille » n'approche pas... À Crancey."")","('#monsieur-de-surmont', ""Ma foi, je n'y pensais plus, messieurs, mesdames, j'ai travaillé sans relâche ; il m'a été impossible d'aller plus vite.  Encore cette bagatelle était-elle en ébauche dans mon portefeuille.  On a copié les rôles à mesure que j'écrivais. Madame, voilà le vôtre ; il vous ira à merveille, et vous voilà dans le costume que j'aurais désiré...  Vous êtes une jeune et jolie veuve qui joue la douleur de la perte d'un mari bourru qu'elle n'aimait pas. À la veuve."")",0.0,Match
1103,"('#monsieur-de-crancey', 'Cela ne me coûtera rien.')",,1.0,Insertion
1104,"('#monsieur-de-surmont', 'Ensuite une veuve bien emportée, bien têtue, bien folle, bonne pourtant. Ce rôle vous conviendrait-il ? À Madame de Vertillac.')",,1.0,Insertion
1105,"('#madame-de-vertillac', 'Bonne !  Pour mon malheur, je ne le suis que trop.')",,1.0,Insertion
1106,"('#monsieur-de-surmont', ""Hé !  Vous voilà dans le costume que j'aurais désiré.  Vous êtes, madame, une jeune et jolie veuve qui joue la douleur de la perte d'un mari bourru qu'elle n'aimait pas."")",,1.0,Insertion
1107,"('#madame-bertrand', 'Et vous, monsieur, vous êtes...  Laissez-moi en repos.')","('#madame-bertrand', 'Et vous, vous êtes un...  Laissez-moi en repos.')",0.0,Match
1108,"('#monsieur-de-surmont', ""Vous monsieur, vous serez, s'il vous plaît, un vieil avocat."")","('#monsieur-de-surmont', 'Vous, monsieur, vous êtes un vieil avocat.')",0.0,Match
1109,"('#monsieur-des-renardeaux', 'Bas-normand, ridicule et dupé.')","('#monsieur-renardeau', 'Bas-normand, ridicule et dupé.')",0.0,Match
1110,"('#monsieur-de-surmont', ""Tout juste, toute juste.  Je n'avais pas pensé à le faire bas-normand ; mais l'idée est heureuse, et je m'en servirai."")","('#monsieur-de-surmont', ""Tout juste, tout juste.  Je n'avais pas pensé à le faire bas-normand ; mais l'idé0e est heureuse, et je m'en servirai."")",0.0,Match
1111,"('#monsieur-des-renardeaux', ""Ne pourriez-vous pas, monsieur, me dispenser de faire en un jour, deux fois le même personnage ; car je trouve que c'est trop d'une."")","('#monsieur-renardeau', ""Ne pourriez-vous pas, Monsieur, me dispenser de faire en un jour deux fois le même rôle ?  Car je trouve que c'est trop d'une."")",0.0,Match
1112,"('#monsieur-de-surmont', 'Rond, gros, replet, bien épais ; non, non...  je ne pourrais vous remplacer. Ah, mademoiselle, je compte que votre rôle vous aura plu ; car je vous ai faite rusée, silencieuse, discrète surtout. À Mademoiselle Beaulieu.')","('#monsieur-de-surmont', ""Ah !  Mademoiselle, j'espère que votre rôle vous aura plu, car je vous ai faite rusée, silencieuse et discrète, comme vous l'êtes."")",0.0,Match
1113,"('#mademoiselle-beaulieu', ""Mais il ne fallait pas oublier que j'étais honnête et décente."")","('#mademoiselle-beaulieu', ""Mais il ne fallait pas oublier que j'étais honnête et décente."")",0.0,Match
1114,"('#monsieur-de-surmont', ""C'est une licence de théâtre.  Mon ami, j'y suis ; tu y es aussi, et voilà ton rôle.  Il n'est pas court, je t'en préviens.  Tu ne me réponds pas.  Parle donc.  Est-ce que je me serai tué à faire une pièce qu'on ne jouera pas ?"")","('#monsieur-de-surmont', ""Parle donc, l'ami ; est-ce que je me serai tué à faire une pièce qu'on ne jouera pas ?"")",0.0,Match
1115,"('#monsieur-hardouin', ""J'en ai le soupçon."")","('#monsieur-hardouin', ""J'en ai peur."")",1.05,Substitution
1116,"('#monsieur-de-surmont', 'Cela est horrible, abominable.')","('#monsieur-de-surmont', 'Cela est horrible, abominable.')",0.0,Match
1117,"('#monsieur-hardouin', 'Elle est peut-être mauvaise.')","('#monsieur-hardouin', 'Elle est peut-être mauvaise.')",0.0,Match
1118,"('#monsieur-de-surmont', ""Bonne ou mauvaise, elle est faite ; il faut qu'on la joue, ou je la fais imprimer sous ton nom."")","('#monsieur-de-surmont', ""Bonne ou mauvaise, elle est faite ; il faut qu'on la joue, ou je la fais imprimer sous ton nom."")",0.0,Match
1119,"('#monsieur-hardouin', 'Le tour seroit sanglant.')","('#monsieur-hardouin', 'Le tour serait sanglant.')",0.0,Match
1120,"('#monsieur-des-renardeaux', ""Bravo !  Combien sommes-nous ici ; dix, en le comptant, sans ceux qui sont absents et ceux qui surviendront, et pas un seul qu'il n'ait servi et avec lequel il ne soit brouillé."")","('#monsieur-renardeau', ""Ne s'est-il pas fait là de belles affaires ? Nous voilà cinq ici, et pas un avec lequel il ne soit brouillé."")",0.74,Substitution
1121,"('#madame-de-chepy', ""Parlez vrai.  C'est de Madame Servin.  Et ma prédiction s'est accomplie.  J'en suis enchantée."")","('#madame-de-chepy', ""Je gage qu'il est de la dame Servin, et que ma prédiction est accomplie.  J'en suis enchantée."")",0.0,Match
1122,"('#monsieur-des-renardeaux', 'Et ma chaise à porteur ?')","('#monsieur-renardeau', 'Et ma chaise à porteurs ?')",0.0,Match
1123,"('#monsieur-hardouin', ""Vous l'aurez, mais à une condition."")",,1.0,Insertion
1124,"('#monsieur-des-renardeaux', 'Quelle !')",,1.0,Insertion
1125,"('#monsieur-hardouin', ""Vous voyez la récompense que j'obtiens de mes services.  Je suis attaqué de tous côtés et je reste sans défense.  Monsieur l'avocat de Gisors se placera dans ce grand fauteuil à bras.  Chacun des plaignants portera devant lui les griefs ; et il nous jugera."")","('#monsieur-hardouin', ""Vous l'aurez ; mais à la condition que monsieur l'avocat de Gisors se mettra dans ce grand fauteuil à bras, et nous jugera tous."")",0.0,Match
1126,"('#monsieur-des-renardeaux', ""J'y consens.  J'ai fort à propos déposé dans votre antichambre mon bonnet quarré et ma robe de palais."")",,1.0,Insertion
1127,"('#monsieur-des-renardeaux', 'Je vous constitue huissière audiencière.  Appellez les partis.')","('#monsieur-renardeau', ""J'y consens.  Mademoiselle, je vous constitue huissier eaudiencière : appelez les parties."")",0.78,Substitution
1128,"('#mademoiselle-beaulieu', 'Il y a plainte de la veuve Madame Bertrand, contre le Sieur Hardouin.')",,1.0,Insertion
1129,"('#monsieur-des-renardeaux', ""Qu'elle paraisse.  Quels sont vos griefs ?  De quoi vous plaignez-vous."")","('#mademoiselle-beaulieu', 'Madame, paraissez. Quels sont vos griefs? De quoi vous plaignez-vous ?')",0.0,Match
1130,"('#madame-bertrand', 'De ce que le Sieur Hardouin que voilà, se dit père de mon enfant.')","('#madame-bertrand', 'De ce que monsieur, que voilà, se dit père de mon enfant.')",0.0,Match
1131,"('#monsieur-des-renardeaux', ""L'est-il."")","('#monsieur-renardeau', ""L'est-il ?"")",0.49,Substitution
1132,"('#madame-bertrand', 'Non.')",,1.0,Insertion
1133,"('#monsieur-des-renardeaux', 'Levez la main ; et affirmez.')",,1.0,Insertion
1134,"('#madame-bertrand', 'Et de ce que, sous ce titre usurpé, il sollicite une pension.')","('#madame-bertrand', 'Non ; et de ce que, sous ce titre usurpé, il sollicite une pension pour cet enfant.')",0.0,Match
