,corneillet-festin-pierre,moliere-dom-juan,Cost,Operation Type
657,"('#monsieur-dimanche', ""Monsieur, j'y vais toujours."")",,1.0,Insertion
658,"('#don-juan', ""La résistance est vaine ; Vous m'êtes venu voir, je veux qu'on vous remène."")","('#monsieur-dimanche', ""Monsieur, il n'est pas nécessaire, et je m'en irai bien tout seul.  Mais...  Sganarelle ôte les sièges promptement."")",1.56,Substitution
659,"('#monsieur-dimanche', ""J'avais-là..."")",,1.0,Insertion
660,"('#don-juan', 'Tenez-moi pour votre serviteur.')",,1.0,Insertion
661,"('#monsieur-dimanche', 'Je voulais...')",,1.0,Insertion
662,"('#don-juan', 'Je le suis, et votre débiteur.')","('#don-juan', ""Comment ?  Je veux qu'on vous escorte, et je m'intéresse trop à votre personne, je suis votre serviteur, et de plus votre débiteur. "")",0.23,Substitution
663,"('#monsieur-dimanche', 'Ah ! Monsieur.')","('#monsieur-dimanche', 'Ah, Monsieur... ')",0.0,Match
664,"('#don-juan', ""Je n'en fais un secret à personne, Et de ce que je dois j'ai la mémoire bonne."")","('#don-juan', ""C'est une chose que je ne cache pas, et je le dis à tout le monde. "")",0.44,Substitution
665,"('#monsieur-dimanche', 'Si vous me...')","('#monsieur-dimanche', 'Si... ')",1.16,Substitution
666,"('#don-juan', 'Voulez-vous que je descende en bas, Que je vous reconduise ?')","('#don-juan', 'Voulez-vous que je vous reconduise ? ')",0.0,Match
667,,"('#monsieur-dimanche', 'Ah !  Monsieur, vous vous moquez, Monsieur... ')",1.0,Deletion
668,"('#monsieur-dimanche', 'Ah ! Je ne le vaux pas. Mais...')",,1.0,Insertion
669,"('#don-juan', ""Embrassez-moi donc. C'est d'une amitié pure, Qu'une seconde fois ici je vous conjure D'être persuadé qu'envers et contre tous ; Il n'est rien qu'au besoin je ne fisse pour vous. Don Juan se retire. "")","('#don-juan', ""Embrassez-moi donc, s'il vous plaît, je vous prie encore une fois d'être persuadé que je suis tout à vous, et qu'il n'y a rien au monde que je ne fisse pour votre service.  Il sort."")",0.0,Match
670,"('#sganarelle', 'Vous avez en Monsieur un ami véritable, Un...')","('#sganarelle', 'Il faut avouer que vous avez en Monsieur un homme qui vous aime bien. ')",0.0,Match
671,"('#monsieur-dimanche', ""De civilités il est vrai qu'il m'accable, Et j'en suis si confus, que je ne sais comment Lui pouvoir demander ce qu'il me doit."")","('#monsieur-dimanche', ""Il est vrai, il me fait tant de civilités et tant de compliments que je ne saurais jamais lui demander de l'argent. "")",0.74,Substitution
672,"('#sganarelle', ""Vraiment. Quand on parle de vous, il ne faut que l'entendre. Comme lui tous ses Gens ont pour vous le coeur tendre, Et pour vous le montrer, ah ! Que ne nous vient-on Donner quelque nasarde, ou des coups de bâton ! Vous verriez de quel air..."")","('#sganarelle', ""Je vous assure que toute sa maison périrait pour vous ; et je voudrais qu'il vous arrivât quelque chose, que quelqu'un s'avisât de vous donner des coups de bâton, vous verriez de quelle manière... "")",0.76,Substitution
673,"('#monsieur-dimanche', 'Je le crois Sganarelle. Mais pour lui mille écus sont une bagatelle ; Et deux mots dits par vous...')","('#monsieur-dimanche', 'Je le crois, mais, Sganarelle, je vous prie de lui dire un petit mot de mon argent. ')",0.48,Substitution
674,"('#sganarelle', 'Allez, ne craignez rien, Vous en dût-il vingt mille, il vous les payerait bien.')","('#sganarelle', 'Oh, ne vous mettez pas en peine.  Il vous payera le mieux du monde. ')",0.58,Substitution
675,"('#monsieur-dimanche', 'Mais vous, vous me devez aussi pour votre compte...')","('#monsieur-dimanche', 'Mais vous, Sganarelle, vous me devez quelque chose en votre particulier. ')",0.74,Substitution
676,"('#sganarelle', ""Fi, parler de cela ! N'avez-vous point de honte ?"")","('#sganarelle', 'Fi, Ne parlez pas de cela. ')",0.72,Substitution
677,"('#monsieur-dimanche', 'Comment ?')","('#monsieur-dimanche', 'Comment ?  Je... ')",0.59,Substitution
678,"('#sganarelle', 'Ne sais-je pas que je vous dois ?')","('#sganarelle', 'Ne sais-je pas bien que je vous dois ? ')",0.0,Match
679,"('#monsieur-dimanche', 'Si tous...')","('#monsieur-dimanche', 'Oui, mais... ')",1.55,Substitution
680,"('#sganarelle', 'Allez, Monsieur Dimanche, on vous attend chez vous.')","('#sganarelle', 'Allons, Monsieur Dimanche, je vais vous éclairer. ')",0.18,Substitution
681,"('#monsieur-dimanche', 'Mais mon argent ?')","('#monsieur-dimanche', 'Mais mon argent... ')",0.0,Match
682,,"('#sganarelle', 'Vous moquez-vous ? ')",1.0,Deletion
683,"('#sganarelle', ""Et bien, je dois ; qui doit s'oblige."")",,1.0,Insertion
684,"('#monsieur-dimanche', 'Je veux...')","('#monsieur-dimanche', 'Je veux... ')",0.0,Match
685,"('#sganarelle', 'Ah !')","('#sganarelle', 'Eh ! ')",0.0,Match
686,"('#monsieur-dimanche', ""J'entends..."")","('#monsieur-dimanche', ""J'entends... "")",0.0,Match
687,"('#sganarelle', 'Bon.')","('#sganarelle', 'Bagatelles. ')",1.04,Substitution
688,"('#monsieur-dimanche', 'Mais...')","('#monsieur-dimanche', 'Mais... ')",0.0,Match
689,"('#sganarelle', 'Fi,')","('#sganarelle', 'Fi ! ')",0.0,Match
690,"('#monsieur-dimanche', 'Je...')","('#monsieur-dimanche', 'Je... ')",0.0,Match
691,"('#sganarelle', 'Fi, vous dis-je.')","('#sganarelle', 'Fi !  Vous dis-je. ')",0.0,Match
692,,"('#la-violette', 'Monsieur, voilà Monsieur votre père. ')",1.0,Deletion
693,"('#sganarelle', 'Nous en voilà défaits.')",,1.0,Insertion
694,"('#don-juan', ""Et fort civilement. A-t-il lieu de s'en plaindre ?"")",,1.0,Insertion
695,"('#sganarelle', 'Il aurait tort, comment ?')",,1.0,Insertion
696,"('#don-juan', ""N'ai-je pas..."")","('#don-juan', 'Ah, me voici bien, il me fallait cette visite pour me faire enrager.')",1.66,Substitution
697,"('#sganarelle', ""Ceux qui font les fautes, qu'ils les boivent. Est-ce aux Gens comme vous à payer ce qu'ils doivent ?"")","('#don-louis', ""Je vois bien que je vous embarrasse, et que vous vous passeriez fort aisément de ma venue.  À dire vrai, nous nous incommodons étrangement l'un et l'autre, et si vous êtes las de me voir, je suis bien las aussi de vos déportements.  Hélas, que nous savons peu ce que nous faisons quand nous ne laissons pas au Ciel le soin des choses qu'il nous faut, quand nous voulons être plus avisés que lui, et que nous venons à l'importuner par nos souhaits aveugles et nos demandes inconsidérées !  J'ai souhaité un fils avec des ardeurs non pareilles ; je l'ai demandé sans relâche avec des transports incroyables ; et ce fils, que j'obtiens en fatiguant le Ciel de voeux, est le chagrin et le supplice de cette vie même dont je croyais qu'il devait être la joie et la consolation.  De quel oeil, à votre avis, pensez-vous que je puisse voir cet amas d'actions indignes, dont on a peine,= aux yeux du monde d'adoucir le mauvais visage, cette suite continuelle de méchantes affaires, qui nous réduisent à toutes heures à lasser les bontés du Souverain, et qui ont épuisé auprès de lui le mérite de mes services et le crédit de mes amis ?  Ah, quelle bassesse est la vôtre !  Ne rougissez-vous point de mériter si peu votre naissance ?  Êtes-vous en droit, dites-moi, d'en tirer quelque vanité ?  Et qu'avez-vous fait dans le monde pour être gentilhomme ?  Croyez-vous qu'il suffise d'en porter le nom et les armes, et que ce nous soit une gloire d'être sorti d'un sang noble lorsque nous vivons en infâmes ?  Non, non, la naissance n'est rien où la vertu n'est pas.  Aussi nous n'avons part à la gloire de nos ancêtres, qu'autant que nous nous efforçons de leur ressembler, et cet éclat de leurs actions qu'ils répandent sur nous, nous impose un engagement de leur faire le même honneur, de suivre les pas qu'ils nous tracent, et de ne point dégénérer de leurs vertus, si nous voulons être estimés leurs véritables descendants.  Ainsi vous descendez en vain des aïeux dont vous êtes né, ils vous désavouent pour leur sang, et tout ce qu'ils ont fait d'illustre ne vous donne aucun avantage ; au contraire, l'éclat n'en rejaillit sur vous qu'à votre déshonneur, et leur gloire est un flambeau qui éclaire aux yeux d'un chacun la honte de vos actions.  Apprenez enfin qu'un gentilhomme qui vit mal, est un monstre dans la nature, que la vertu est le premier titre de noblesse, que je regarde bien moins au nom qu'on signe qu'aux actions qu'on fait, et que je ferais plus d'état du fils d'un crocheteur qui serait honnête homme, que du fils d'un monarque qui vivrait comme vous. "")",1.4,Substitution
698,"('#don-juan', ""Qu'on sache si bien tôt le dîner sera prêt. Quoi, vous encor, Madame ? En deux mots, s'il vous plaît. J'ai hâte. À Elvire qu'il voit entrer. "")","('#don-juan', 'Monsieur, si vous étiez assis, vous en seriez mieux pour parler. ')",1.43,Substitution
699,"('#elvire', ""Dans l'ennui dont mon âme est atteinte, Vous craignez ma douleur, mais perdez cette crainte. Je ne viens point ici pleine de ce courroux, Que je n'ai que trop fait éclater devant vous. Par un premier hymen une autre vous possède, On m'a tout éclairci, c'est un mal sans remède, Et je me ferais tort de vouloir disputer, Ce que contre les lois je ne puis emporter. J'ai sans doute à rougir malgré mon innocence, D'avoir cru mon amour avec tant d'imprudence, Qu'en vous donnant la main j'ai reçu votre foi, Sans voir si vous étiez en pouvoir d'être à moi. Ce dessein avait beau me sembler téméraire, Je cherchais le secret par la crainte d'un frère, Et le tendre penchant qui me fit tout oser, Sur vos serments trompeurs servit à m'abuser. Le crime est pour vous seul, puisque enfin éclaircie, Je songe à satisfaire à ma gloire noircie, Et que ne vous pouvant conserver pour Époux, J'éteins la folle ardeur qui m'attachait à vous. Non qu'un juste remords l'étouffe dans mon âme, Jusques à n'y laisser aucun reste de flamme ; Mais ce reste n'est plus qu'un amour épuré. C'est un feu dont pour vous mon coeur est éclairé, Un feu purgé de tout, une sainte tendresse, Qu'au commerce des sens nul désir n'intéresse, Qui n'agit que pour vous."")","('#don-louis', ""Non, insolent, je ne veux point m'asseoir, ni parler davantage, et je vois bien que toutes mes paroles ne font rien sur ton âme ; mais sache, fils indigne, que la tendresse paternelle est poussée à bout par tes actions, que je saurai, plus tôt que tu ne penses, mettre une borne à tes dérèglements, prévenir sur toi le courroux du Ciel, et laver par ta punition la honte de t'avoir fait naître.  Il sort."")",0.0,Match
700,,"('#don-juan', ""Eh, mourez le plus tôt que vous pourrez, c'est le mieux que vous puissiez faire.  Il faut que chacun ait son tour, et j'enrage de voir des pères qui vivent autant que leurs fils.  Il se met dans son fauteuil."")",1.0,Deletion
701,,"('#sganarelle', 'Ah, monsieur, vous avez tort. ')",1.0,Deletion
702,,"('#don-juan', ""J'ai tort ? "")",1.0,Deletion
703,"('#sganarelle', 'Ah !')","('#sganarelle', 'Monsieur.')",0.0,Match
704,"('#don-juan', 'Tu pleures, je crois, Ton coeur est attendri.')",,1.0,Insertion
705,"('#sganarelle', 'Monsieur, pardonnez-moi.')","('#don-juan', ""J'ai tort ? "")",1.51,Substitution
706,"('#elvire', ""C'est ce parfait amour qui m'engage à vous dire Ce qu'aujourd'hui le Ciel pour votre bien inspire, Le Ciel dont la bonté cherche à vous secourir, Prêt à choir dans l'abîme où je vous vois courir. Oui, Don Juan, je sais par quel amas de crimes Vos peines qu'il résout lui semblent légitimes, Et je viens de sa part vous dire que pour vous Sa clémence a fait place à son juste courroux ; Que las de vous attendre, il tient la foudre prête, Qui depuis si longtemps menace votre tête ; Qu'il est encor en vous, par un prompt repentir De trouver les moyens de vous en garantir, Et que pour éviter un malheur si funeste, Ce jour, ce jour peut-être est le seul qui vous reste."")","('#sganarelle', ""Oui, Monsieur, vous avez tort d'avoir souffert ce qu'il vous a dit, et vous le deviez mettre dehors par les épaules.  A-t-on jamais rien vu de plus impertinent ?  Un père venir faire des remontrances à son fils, et lui dire de corriger ses actions, de se ressouvenir de sa naissance, de mener une vie d'honnête homme, et cent autres sottises de pareille nature !  Cela se peut-il souffrir à un homme comme vous, qui savez comme il faut vivre ?  J'admire votre patience ; et si j'avais été en votre place, je l'aurais envoyé promener.  Ô complaisance maudite !  À quoi me réduis-tu ?  À part."")",0.4,Substitution
707,,"('#don-juan', 'Me fera-t-on souper bientôt ? ')",1.0,Deletion
708,,"('#ragotin', 'Monsieur, voici une dame voilée qui vient vous parler. ')",1.0,Deletion
709,,"('#don-juan', 'Que pourrait-ce être ? ')",1.0,Deletion
710,"('#sganarelle', 'Monsieur !')","('#sganarelle', 'Il faut voir. ')",1.15,Substitution
711,"('#elvire', ""Pour moi, qui lors de mon aveuglement, Je n'ai plus pour la terre aucun attachement. Ma retraite est conclue, et c'est là que sans cesse Mers larmes tâcheront d'effacer ma faiblesse, Heureuse si je puis par son austérité Obtenir le pardon de ma crédulité. Mais dans cette retraite, où l'on meurt à soi-même, J'aurais, je vous l'avoue, une douleur extrême, Qu'un homme à qui j'ai cru pouvoir innocemment De mes plus tendres voeux donner l'empressement, Devînt par un revers aux méchants redoutable, Des vengeances du Ciel l'exemple épouvantable."")","('#dona-elvire', ""Ne soyez point surpris, Don Juan, de me voir à cette heure et dans cet équipage.  C'est un motif pressant qui m'oblige à cette visite, et ce que j'ai à vous dire ne veut point du tout de retardement.  Je ne viens point ici pleine de ce courroux que j'ai tantôt fait éclater, et vous me voyez bien changée de ce que j'étais ce marin.  Ce n'est plus cette Dona Elvire qui faisait des voeux contre vous, et dont l'âme irritée ne jetait que menaces et ne respirait que vengeance.  Le Ciel a banni de mon âme toutes ces insignes ardeurs que je sentais pour vous, tous ces transports tumultueux d'un attachement criminel, tous ces honteux emportements d'un amour terrestre et grossier, et il n'a laissé dans mon coeur pour vous qu'une flamme épurée de tout le commerce des sens, une tendresse toute sainte, un amour détaché de tout, qui n'agit point pour soi, et ne se met en peine que de votre intérêt. "")",0.01,Substitution
712,,"('#don-juan', 'Tu pleures, je pense. ')",1.0,Deletion
713,"('#sganarelle', 'Monsieur, encor un coup...')","('#sganarelle', 'Pardonnez-moi. ')",1.39,Substitution
714,"('#elvire', ""De grâce, accordez-moi Ce que dois mériter l'état où je me vois. Votre salut fait seul mes plus fortes alarmes. Ne le refusez point à mes voeux, à mes larmes, Et si votre intérêt ne vous saurait toucher, Au crime en ma faveur daignez vous arracher, Et m'épargner l'ennui d'avoir pour vous à craindre Le courroux que jamais le Ciel ne laisse éteindre."")","('#dona-elvire', ""C'est ce parfait et pur amour qui me conduit ici pour votre bien, pour vous faire part d'un avis du Ciel, et tâcher de vous retirer du précipice où vous courez.  Oui, Don Juan, je sais tous les dérèglements de votre vie, et ce même Ciel qui m'a touché le coeur, et fait jeter les yeux sur les égarements de ma conduite, m'a inspiré de vous venir trouver, et de vous dire de sa part, que vos offenses ont épuisé sa miséricorde, que sa colère redoutable est prête de tomber sur vous, qu'il est en vous de l'éviter par un prompt repentir, et que peut-être vous n'avez pas encore un jour à vous pouvoir soustraire au plus grand de tous les malheurs.  Pour moi, je ne tiens plus à vous par aucun attachement du monde. Je suis revenue, grâces au Ciel, de toutes mes folles pensées ; ma retraite est résolue, et je ne demande qu'assez de vie pour pouvoir expier la faute que j'ai faite, et mériter, par une austère pénitence, le pardon de l'aveuglement où m'ont plongée les transports d'une passion condamnable ; mais, dans cette retraite, j'aurais une douleur extrême qu'une personne que j'ai chérie tendrement, devînt un exemple funeste de la justice du Ciel, et ce me sera une joie incroyable, si je puis vous porter à détourner de dessus votre tête, l'épouvantable coup qui vous menace.  De grâce, Don Juan, accordez-moi, pour dernière faveur cette douce consolation, ne me refusez point votre salut, que je vous demande avec larmes, et si vous n'êtes point touché de votre intérêt ; soyez-le au moins de mes prières, et m'épargnez le cruel déplaisir de vous voir condamner à des supplices éternels. "")",0.0,Match
715,"('#sganarelle', 'La pauvre femme ?')","('#sganarelle', 'Pauvre femme ! ')",0.0,Match
716,"('#elvire', ""Enfin si le faux nom d'époux M'a fait tout oublier pour vous vivre toute à vous, Si je vous ai fait voir la plus forte tendresse Qui jamais d'un coeur noble ait été la Maîtresse, Tout le prix que j'en veux, c'est de vous voir songer Au bonheur que pour vous je tâche à ménager."")","('#dona-elvire', ""Je vous ai aimé avec une tendresse extrême, rien au monde ne m'a été si cher que vous, j'ai oublié mon devoir pour vous, j'ai fait toutes choses pour vous, et toute la récompense que je vous en demande, c'est de corriger votre vie, et de prévenir votre perte.  Sauvez-vous, je vous prie, ou pour l'amour de vous, ou pour l'amour de moi.  Encore une fois, Don Juan, je vous le demande avec larmes ; et si ce n'est assez des larmes d'une personne que vous avez aimée, je vous en conjure par tout ce qui est le plus capable de vous toucher. "")",0.11,Substitution
717,"('#sganarelle', 'Cour de Tigre !')","('#sganarelle', 'Coeur de tigre ! ')",0.0,Match
718,"('#elvire', ""Voyez que tout est périssable. Examinez la peine infaillible au coupable, Et de votre salut faites-vous une loi, Ou pour l'amour de vous, ou pour l'amour de moi. C'est à ce but qu'il faut que tous vos désirs tendent, Et ce que de nouveau mes larmes vous demandent. Si ces larmes sont peu, j'ose vous en presser Par tout ce qui jamais vous put intéresser. Après cette prière, adieu, je me retire. Songez à vous, c'est tout ce que j'avais à dire."")","('#dona-elvire', ""Je m'en vais, après ce discours, et voilà tout ce que j'avais à vous dire. "")",0.75,Substitution
719,,"('#don-juan', ""Madame, il est tard, demeurez ici, on vous y logera le mieux qu'on pourra. "")",1.0,Deletion
720,,"('#dona-elvire', 'Non, Don Juan, ne me retenez pas davantage. ')",1.0,Deletion
721,"('#don-juan', ""J'ai fort prêté l'oreille à ce pieux discours, Madame, avecque moi demeurez quelques jours. Peut-être en me parlant vous me toucherez l'âme."")","('#don-juan', 'Madame, vous me ferez plaisir de demeurer, je vous assure. ')",0.03,Substitution
722,"('#elvire', ""Demeurer avec vous n'étant point votre Femme ! Je vous ai découvert de grandes vérités. Don Juan, craignez tout, si vous n'en profitez."")","('#dona-elvire', 'Non, vous dis-je, ne perdons point de temps en discours superflus, laissez-moi vite aller, ne faites aucune instance pour me conduire, et songez seulement à profiter de mon avis. ')",0.54,Substitution
723,"('#sganarelle', 'La laisser partir, sans...')",,1.0,Insertion
724,"('#don-juan', ""Sais-tu bien, Sganarelle, Que mon coeur s'est encor presque senti pour elle ? Ses larmes, son chagrin, sa résolution, Tout cela m'a fait naître un peu d'émotion. Dans son air languissant je l'ai trouvée aimable."")","('#don-juan', ""Sais-tu bien que j'ai encore senti quelque peu d'émotion pour elle, que j'ai trouvé de l'agrément dans cette nouveauté bizarre, et que son habit négligé, son air languissant et ses larmes ont réveillé en moi quelques petits restes d'un feu éteint;"")",0.0,Match
725,"('#sganarelle', ""Et tout ce qu'elle a dit n'a point été capable..."")","('#sganarelle', ""C'est-à-dire que ses paroles n'ont fait aucun effet sur vous. "")",1.04,Substitution
726,"('#don-juan', 'Vite à dîner.')","('#don-juan', 'Vite à souper. ')",0.0,Match
727,"('#sganarelle', 'Fort bien.')","('#sganarelle', 'Fort bien. ')",0.0,Match
728,"('#don-juan', ""Pourquoi me regarder ? Va, va, je vais bientôt songer à m'amender."")","('#don-juan', ""Sganarelle, il faut songer à s'amender pourtant. "")",0.4,Substitution
729,,"('#sganarelle', 'Oui-dea ! ')",1.0,Deletion
730,"('#sganarelle', ""Ma foi, n'en riez point, rien n'est si nécessaire Que de se convertir."")",,1.0,Insertion
731,"('#don-juan', ""C'est ce que je veux faire. Encor vingt ou trente ans des plaisirs les plus doux. Toujours en joie, et puis, nous penserons à nous."")","('#don-juan', ""Oui, ma foi !  Il faut s'amender ; encore vingt ou trente ans de cette vie-ci, et puis nous songerons à nous. "")",0.33,Substitution
732,"('#sganarelle', ""Voilà des Libertins l'ordinaire langage, Mais la mort..."")",,1.0,Insertion
733,"('#don-juan', 'Hem.')","('#sganarelle', 'Oh ! ')",0.67,Substitution
734,,"('#don-juan', ""Qu'en dis-tu ? "")",1.0,Deletion
735,"('#sganarelle', ""Qu'on serve. Ah bon, Monsieur, courage. Grande chère, tandis que nous nous portons bien. Il prend un morceau dans un des plats qu'on apporte, et le met dans sa bouche. "")","('#sganarelle', ""Rien.  Voilà le souper.  Il prend un morceau d'un des plats qu'on apporte et le met dans sa bouche."")",0.04,Substitution
736,"('#don-juan', ""Quelle enflure est-ce là ? Parle, dis, qu'as-tu ?"")","('#don-juan', ""Il me semble que tu as la joue enflée, qu'est-ce que c'est ?  Parle donc, qu'as-tu là ? "")",0.0,Match
737,"('#sganarelle', 'Rien.')","('#sganarelle', 'Rien. ')",0.0,Match
738,"('#don-juan', ""Attends, montre. Sa joue est toute contrefaite, C'est une fluxion ; qu'on cherche une Lancette. Le pauvre Garçon ! Vite ; il faut le secourir, Si cet abcès rentrait, il en pourrait mourir. Qu'on perce, il est mûr. Ah, Coquin que vous êtes, Vous osez donc..."")","('#don-juan', ""Montre un peu, parbleu c'est une fluxion qui lui est tombée sur la joue, vite une lancette pour percer cela.  Le pauvre garçon n'en peut plus, et cet abcès le pourrait étouffer, attends, voyez comme il était mûr.  Ah, coquin que vous êtes ! "")",0.0,Match
739,"('#sganarelle', ""Ma foi, sans chercher de défaites, Je voulais voir, Monsieur, si votre cuisinier N'avait pas trop poivré ce ragoût ; le dernier L'était en diable, aussi vous n'en mangeâtes guère."")","('#sganarelle', ""Ma foi !  Monsieur, je voulais voir si votre cuisinier n'avait point mis trop de sel ou trop de poivre. "")",0.3,Substitution
740,"('#don-juan', ""Puisque la faim te presse, il faut la satisfaire. Fais-toi donner un siège, et mange avecque moi, Aussi bien, cela fait, j'aurai besoin de toi. Mets-toi là."")","('#don-juan', ""Allons, mets-toi là, et mange.  J'ai affaire de toi quand j'aurai soupé, tu as faim, à ce que je vois. "")",0.0,Match
741,"('#sganarelle', ""Volontiers, j'y tiendrai bien ma place."")",,1.0,Insertion
742,"('#don-juan', 'Mange donc.')",,1.0,Insertion
743,"('#sganarelle', ""Vous serez content ; de votre grâce Vous m'avez fait partir sans déjeuner, ainsi J'ai l'appétit, Monsieur, bien ouvert, Dieu merci."")",,1.0,Insertion
744,"('#don-juan', 'Je le vois.')",,1.0,Insertion
745,"('#sganarelle', ""Quand j'ai faim je mange comme trente. Tâtez-moi de cela, la sauce est excellente. Si j'avais ce Chapon je le mènerais loin. Tout doux, petit compère, il n'en est pas besoin, Rengainez ! Vertubleu, pour lever les assiettes, Vous êtes bien soigneux d'en présenter de nettes. Et vous, Monsieur Picard, trêve de compliment, Je n'ai point encor soif. À la Violette qui lui veut donner une assiette blanche. "")","('#sganarelle', ""Je le crois bien, Monsieur, je n'ai point mangé depuis ce matin.  Tâtez de cela, voilà qui est le meilleur du monde.  Mon assiette, mon assiette.  Tout doux, s'il vous plaît.  Vertubleu, petit compère, que vous êtes habile à donner des assiettes nettes, et vous, petit la Violette, que vous savez présenter à boire à propos !  Un laquais ôte les assiettes de Sganarelle d'abord qu'il y a dessus à manger. Pendant qu'un laquais donne à boire à Sganarelle, l'autre laquais ôte encore son assiette."")",0.0,Match
746,,"('#don-juan', 'Qui peut frapper de cette sorte ? ')",1.0,Deletion
747,"('#don-juan', 'Va, dîne posément.')","('#sganarelle', 'Qui diable nous vient troubler dans notre repas ? ')",1.12,Substitution
748,"('#sganarelle', ""C'est bien dit."")",,1.0,Insertion
749,"('#don-juan', 'Chante-moi quelque chanson à boire.')",,1.0,Insertion
750,"('#sganarelle', ""Bientôt, Monsieur, laissons travailler la mâchoire. Quand j'aurai dit trois mots à chacun de ces plats... Qui diable frappe ainsi ?"")","('#don-juan', ""Je veux souper en repos au moins, et qu'on ne laisse entrer personne. "")",1.33,Substitution
751,"('#don-juan', ""Dis que je n'y suis pas."")",,1.0,Insertion
752,"('#sganarelle', ""Attendez, j'aime mieux l'aller dire moi-même. Ah, Monsieur !"")","('#sganarelle', ""Laissez-moi faire, je m'y en vais moi-même. "")",0.62,Substitution
753,"('#don-juan', ""D'où te vient cette frayeur extrême ?"")",,1.0,Insertion
754,"('#sganarelle', ""C'est le..."")",,1.0,Insertion
755,"('#don-juan', 'Quoi ?')",,1.0,Insertion
756,"('#sganarelle', 'Je suis mort.')",,1.0,Insertion
757,"('#don-juan', ""Veux-tu pas t'expliquer ?"")","('#don-juan', ""Qu'est-ce donc ?  Qu'y a-t-il ? "")",0.98,Substitution
758,"('#sganarelle', ""Du faiseur de... tantôt vous pensiez vous moquer. Avancez, il est là, c'est lui qui vous demande."")","('#sganarelle', 'Le... qui est là ! ')",1.31,Substitution
759,"('#don-juan', 'Allons le recevoir.')",,1.0,Insertion
760,"('#sganarelle', ""Si j'y vais, qu'on me pende."")",,1.0,Insertion
761,"('#don-juan', ""Quoi, d'un rien ton courage est sitôt abattu ?"")","('#don-juan', 'Allons voir, et montrons que rien ne me saurait ébranler. ')",1.09,Substitution
762,"('#sganarelle', 'Ah ! Pauvre Sganarelle, où te cacheras-tu ?')","('#sganarelle', 'Ah, pauvre Sganarelle, ou te cacheras-tu ? ')",0.0,Match
763,"('#don-juan', ""Une Chaise, un Couvert. Je te suis redevable. D'être si ponctuel. Viens te remettre à table. À Sganarelle. "")","('#don-juan', 'Une chaise et un couvert, vite donc.  Allons, mets-toi à table.  À Sganarelle.')",0.0,Match
764,"('#sganarelle', ""J'ai mangé comme un Chancre, et je n'ai plus de faim."")","('#sganarelle', ""Monsieur, je n'ai plus de faim. "")",0.0,Match
765,"('#don-juan', ""Si de t'avoir ici j'eusse été plus certain, Un repas mieux réglé t'aurait marqué mon zèle. À boire. À ta santé, Commandeur. Sganarelle, Je te la porte, allons, qu'on lui donne du Vin. Bon."")","('#don-juan', ""Mets-toi là, te dis-je.  À boire.  À la santé du Commandeur, je te la porte, Sganarelle.  Qu'on lui donne du vin. "")",0.0,Match
766,"('#sganarelle', 'Je ne bois jamais quand il est si matin.')","('#sganarelle', ""Monsieur, je n'ai pas soif. "")",0.94,Substitution
767,"('#don-juan', 'Chante, le Commandeur te voudra bien entendre.')","('#don-juan', 'Bois et chante ta chanson pour régaler le Commandeur. ')",0.02,Substitution
768,"('#sganarelle', 'Je suis trop enrhumé.')","('#sganarelle', 'Je suis enrhumé, Monsieur. ')",0.0,Match
769,"('#la-statue', ""Laisse-le s'en défendre, C'en est assez, je suis content de ton repas. Le temps fuit, la mort vient, et tu n'y penses pas."")",,1.0,Insertion
770,"('#don-juan', ""Ces avertissements me sont peu nécessaires. Chantons, une autre fois nous parlerons d'affaires."")","('#don-juan', ""Il n'importe, allons.  Vous autres, venez, accompagnez sa voix. "")",0.74,Substitution
771,"('#la-statue', ""Peut-être une autre fois tu le voudras trop tard, Mais puis que tu veux bien en courir le hasard, Dans mon Tombeau ce soir à souper je t'engage. Promets-moi d'y venir, auras-tu ce courage ?"")","('#la-statue', ""Don Juan, c'est assez, je vous invite à venir demain souper avec moi, en aurez-vous le courage ? "")",0.42,Substitution
772,"('#don-juan', 'Oui, Sganarelle et moi nous irons.')","('#don-juan', ""Oui, j'irai accompagné du seul Sganarelle. "")",0.16,Substitution
773,"('#sganarelle', 'Moi ? Non pas.')",,1.0,Insertion
774,"('#don-juan', 'Poltron.')",,1.0,Insertion
775,"('#sganarelle', ""Jamais par jour je ne fais qu'un repas."")","('#sganarelle', 'Je vous rends grâce, il est demain jeûne pour moi. ')",1.54,Substitution
776,"('#la-statue', 'Adieu.')","('#don-juan', 'Prends ce flambeau. ')",0.79,Substitution
777,"('#don-juan', ""Jusqu'à ce soir."")",,1.0,Insertion
778,"('#la-statue', ""Je t'attends."")",,1.0,Insertion
779,"('#sganarelle', 'Misérable ! Où me veut-il mener ?')",,1.0,Insertion
780,"('#don-juan', ""J'irai, fût-ce le Diable. Je veux voir comme on est régalé chez les morts."")","('#la-statue', ""On n'a pas besoin de lumière, quand on est conduit par le Ciel. "")",1.87,Substitution
781,"('#sganarelle', ""Pour cent coups de bâton que n'en suis-je dehors."")",,1.0,Insertion
