,la-fontaine-daphne,moliere-psyche,Cost,Operation Type
216,"('#penee', ""Ma fille, venez voir aussi l'énorme bête. Réjouissez-vous, bergers ; Que les ours soient de la fête : Ils avaient part aux dangers."")","('#aglaure', ""Qu'importe qu'ici tout vous serve, Si toujours cet amant vous cache ce qu'il est ? Nous ne nous alarmons que pour votre intérêt. En vain tout vous y rit, en vain tout vous y plaît, Le véritable amour ne fait point de réserve, Et qui s'obstine à se cacher, Sent quelque chose en soi qu'on lui peut reprocher. Si cet amant devient volage, Car souvent en amour le change est assez doux, Et j'ose le dire entre nous, Pour grand que soit l'éclat dont brille ce visage, Il en peut être ailleurs d'aussi belles que vous. Si, dis-je, un autre objet sous d'autres lois l'engage, Si dans l'état où je vous vois, Seule en ses mains, et sans défense, Il va jusqu'à la violence, Sur qui vous vengera le Roi, Ou de ce changement, ou de cette insolence ?"")",1.17,Substitution
217,"('#tharsis', 'Daphné ne peut souffrir ma flamme. Si je parlais au sort ?')","('#psyche', 'Ma soeur, vous me faites trembler. Juste Ciel ! Pourrais-je être assez infortunée...')",1.06,Substitution
218,"('#telamon', 'Changera-t-il son âme ?')","('#cidippe', ""Que sait-on si déjà les noeuds de l'hyménée..."")",1.59,Substitution
219,"('#tharsis', 'Je vais le consulter. Attends ici Tharsis.')","('#psyche', ""N'achevez pas, ce serait m'accabler."")",1.12,Substitution
220,"('#momus', ""Vous qui de votre sort, voulez être éclaircis, Consultez, comme moi, le démon de la treille ; Mon oracle est Bacchus, quand j'ai quelques soucis, Et ma sibylle est la bouteille. Cette chasse m'altère. Ah ! Si Bacchus... Je crois Que ce dieu m'entendait."")","('#aglaure', ""Je n'ai plus qu'un mot à vous dire. Ce prince qui vous aime, et qui commande aux vents, Qui nous donne pour char les ailes du Zéphyr, Et de nouveaux plaisirs vous comble à tous moments, Quand il rompt à vos yeux l'ordre de la nature, Peut-être à tant d'amour mêle un peu d'imposture, Peut-être ce palais n'est qu'un enchantement, Et ces lambris dorés, ces amas de richesses Dont il achète vos tendresses, Dès qu'il sera lassé de souffrir vos caresses, Disparaîtront en un moment. Vous savez comme nous ce que peuvent les charmes."")",0.68,Substitution
221,"('#bacchus', ""Momus, monte avec moi Viens écouter d'ici tous les chants de victoire. Ces gens m'ont au spectacle invité, les voici. Quoi ! la peau de leur ours aussi ?"")","('#psyche', 'Que je sens à mon tour de cruelles alarmes !')",1.34,Substitution
222,"('#un-chasseur', 'Tharsis, nous érigeons ce trophée à ta gloire')",,1.0,Insertion
223,"('#un-sylvain', 'Par ta valeur, le monstre a vu finir son sort.')",,1.0,Insertion
224,"('#un-berger', ""L'ennemi commun est mort."")",,1.0,Insertion
225,"('#momus', 'Noyez-en dans le vin la funeste mémoire.')","('#aglaure', 'Notre amitié ne veut que votre bien.')",1.58,Substitution
226,"('#un-chasseur', ""N'est-ce pas Télamon qui nous invite à boire ?"")","('#psyche', ""Adieu, mes Soeurs, finissons l'entretien, J'aime, et je crains qu'on ne s'impatiente. Partez, et demain si je puis Vous me verrez, ou plus contente, Ou dans l'accablement des plus mortels ennuis."")",1.38,Substitution
227,"('#tous-ensemble', ""Ô le mortel heureux, d'être aimé de Bacchus !"")","('#aglaure', 'Nous allons dire au Roi quelle nouvelle gloire, Quel excès de bonheur le Ciel répand sur vous.')",0.96,Substitution
228,,"('#cidippe', ""Nous allons lui conter d'un changement si doux La surprenante et merveilleuse histoire."")",1.0,Deletion
229,"('#un-sylvain', ""Amis, laissons à part les discours superflus. L'ours est mort."")","('#psyche', ""Ne l'inquiétez point, ma Soeur, de vos soupçons ; Et quand vous lui peindrez un si charmant empire..."")",1.96,Substitution
230,"('#un-chasseur', ""L'ours ne vit plus."")",,1.0,Insertion
231,"('#un-berger', ""L'ours a passe l'onde noire."")",,1.0,Insertion
232,"('#tous', ""Noyons-en dans le vin la funeste mémoire. Les chasseurs et les Sylvains dansent à l'entour du trophée et font une forme de bacchanales. Les Sylvains sont suivis de leurs ours, qui vont en cadence. Pendant que les danseurs se reposent, Bacchus et Momus, faisant la débauche sous le berceau suspendu, animent toute cette troupe par leur exemple."")","('#aglaure', ""Nous savons toutes deux ce qu'il faut taire, ou dire, Et n'avons pas besoin sur ce point de leçons. Le Zéphyr enlève les deux soeurs de Psyché dans un nuage qui descend jusqu'à terre, et dans lequel il les emporte avec rapidité."")",1.26,Substitution
233,"('#bacchus', ""Cher compagnon, me veux-tu croire ? Courons ensemble le pays ; Tu sais médire, et je sais boire : Nous ne manquerons point d'amis."")","('#l-amour', ""Enfin vous êtes seule, et je puis vous redire, Sans avoir pour témoins vos importunes soeurs, Ce que des yeux si beaux ont pris sur moi d'empire, Et quel excès ont les douceurs Qu'une sincère ardeur inspire Sitôt qu'elle assemble deux coeurs. Je puis vous expliquer de mon âme ravie Les amoureux empressements, Et vous jurer qu'à vous seule asservie Elle n'a pour objet de ses ravissements, Que de voir cette ardeur de même ardeur suivie Ne concevoir plus d'autre envie Que de régler mes voeux sur vos désirs, Et de ce qui vous plaît faire tous mes plaisirs. Mais d'où vient qu'un triste nuage Semble offusquer l'éclat de ces beaux yeux ? Vous manque-t-il quelque chose en ces lieux ? Des voeux qu'on vous y rend dédaignez-vous l'hommage ?"")",0.36,Substitution
234,,"('#psyche', 'Non, Seigneur.')",1.0,Deletion
235,"('#momus', 'Toujours le vin et la satire Tiennent aux tables le haut bout ; Tu sais boire, et je sais médire : Voilà de quoi passer partout.')",,1.0,Insertion
236,"('#clymene', ""Quel étrange et sombre palais ! Je frémis à le voir ; n'as-tu point peur, Aminte ? Va seule dans ces lieux ; pour moi, j'ai trop de crainte."")","('#l-amour', ""Qu'est-ce donc, et d'où vient mon malheur ? J'entends moins de soupirs d'amour que de douleur, Je vois de votre teint les roses amorties Marquer un déplaisir secret ; Vos soeurs à peine sont parties, Que vous soupirez de regret ! Ah, Psyché, de deux coeurs quand l'ardeur est la même, Ont-ils des soupirs différents ? Et quand on aime bien, et qu'on voit ce qu'on aime, Peut-on songer à des parents ?"")",0.54,Substitution
237,,"('#psyche', ""Ce n'est point là ce qui m'afflige."")",1.0,Deletion
238,,"('#l-amour', ""Est-ce l'absence d'un rival, Et d'un rival aimé qui fait qu'on me néglige ?"")",1.0,Deletion
239,"('#aminte', ""Qu'y demanderais-tu ? Tes voeux sont satisfaits. Philandre a l'âme blessée Des traits dont tu sais charmer ; Moi, que Tircis a laissée, J'ai sujet d'être empressée Pour savoir qui doit m'aimer."")","('#psyche', ""Dans un coeur tout à vous que vous pénétrez mal ! Je vous aime, Seigneur, et mon amour s'irrite De l'indigne soupçon que vous avez formé : Vous ne connaissez pas quel est votre mérite, Si vous craignez de n'être pas aimé. Je vous aime, et depuis que j'ai vu la lumière, Je me suis montrée assez fière, Pour dédaigner les voeux de plus d'un roi : Et s'il vous faut ouvrir mon âme toute entière, Je n'ai trouvé que vous qui fût digne de moi. Cependant j'ai quelque tristesse Qu'en vain je voudrais vous cacher, Un noir chagrin se mêle à toute ma tendresse, Dont je ne la puis détacher. Ne m'en demandez point la cause, Peut-être la sachant, voudrez-vous m'en punir ; Et si j'ose aspirer encore à quelque chose, Je suis sûre du moins de ne point l'obtenir."")",0.22,Substitution
240,"('#clymene', ""Je te rends ce Tircis ; son ardeur m'importune."")","('#l-amour', ""Et ne craignez-vous point qu'à mon tour je m'irrite, Que vous connaissiez mal quel est votre mérite, Ou feigniez de ne pas savoir Quel est sur moi votre absolu pouvoir ? Ah ! Si vous en doutez, soyez désabusée, Parlez."")",1.03,Substitution
241,"('#aminte', ""J'aurai donc pour toute fortune Ton refus."")","('#psyche', ""J'aurai l'affront de me voir refusée."")",0.37,Substitution
242,"('#clymene', ""Que t'importe ? Examine ton coeur ; Et si Tircis te plaît, laisse le point d'honneur."")",,1.0,Insertion
243,"('#aminte', ""Tu ris ; que diras-tu, si je fais qu'il te quitte ?"")",,1.0,Insertion
244,"('#clymene', 'Mes rigueurs en cela préviendront ton mérite.')",,1.0,Insertion
245,"('#aminte', 'Tu dois aux miennes ce berger Que mes faveurs vont rengager.')","('#l-amour', ""Prenez en ma faveur de meilleurs sentiments, L'expérience en est aisée, Parlez, tout se tient prêt à vos commandements. Si, pour m'en croire il vous faut des serments, J'en jure vos beaux yeux, ces maîtres de mon âme, Ces divins auteurs de ma flamme ; Et si ce n'est assez d'en jurer vos beaux yeux, J'en jure par le Styx, comme jurent les Dieux."")",0.58,Substitution
246,"('#clymene #aminte', 'Une fille a cent adresses Pour rebuter un amant ; Mais de dire ses finesses Pour faire un engagement, On ne le peut nullement.')","('#psyche', ""J'ose craindre un peu moins après cette assurance. Seigneur, je vois ici la pompe et l'abondance, Je vous adore, et vous m'aimez, Mon coeur en est ravi, mes sens en sont charmés ; Mais parmi ce bonheur suprême J'ai le malheur de ne savoir qui j'aime. Dissipez cet aveuglement, Et faites-moi connaître un si parfait amant."")",0.63,Substitution
247,"('#clymene', 'Voilà, sans consulter Ismèle Un oracle bientôt rendu.')",,1.0,Insertion
248,"('#aminte', 'Aurait-elle mieux répondu ?')","('#l-amour', 'Psyché, que venez-vous de dire ?')",0.84,Substitution
249,"('#clymene', ""Non, et nous nous pouvons désormais passer d'elle : Aussi bien l'intérêt de Daphné nous appelle."")","('#psyche', ""Que c'est le bonheur où j'aspire ; Et si vous ne me l'accordez..."")",1.25,Substitution
250,"('#penee', ""Ma fille, tout est prêt ; Ismèle va sortir : N'ayez point de repentir, Si le choix des dieux est autre Que le vôtre."")","('#l-amour', ""Je l'ai juré, je n'en suis plus le maître, Mais vous ne savez pas ce que vous demandez. Laissez-moi mon secret, si je me fais connaître, Je vous perds, et vous me perdez. Le seul remède est de vous en dédire."")",1.0,Substitution
251,"('#ismele', ""Monarque de l'Olympe, en qui sont tous les temps, Qui les fais devant toi passer comme moments, Et pour qui n'est qu'un point toute la destinée, Dis-nous, Ô maître des dieux, À qui doit être donnée La princesse de ces lieux. Où sont tes truchements ? Es-tu sourd aux prières ? Fantômes, qui savez peindre en mille manières Les secrets du destin gravés au haut des cieux, Simulacres volants, frères du dieu des songes, Faites-nous voir sans mensonges Ce qu'ont ordonné les dieux Sur un si digne hyménée ; Dites-nous la destinée De la Nymphe de ces lieux. Que vois-je ! Quel objet ! Quelle image à mes yeux Si vive et si claire Vient se présenter, Et me tourmenter Plus qu'à l'ordinaire ? L'objet Me fait Tressaillir : Je sens Mes sens Défaillir. Après ces paroles, Ismèle, comme possédée du Dieu, danse avec les autres prêtresses, tantôt comme si elles allaient tomber en extase, et tantôt avec des contorsions étranges. Pendant qu'elles dansent, des enfants, en guise de petits démons, et représentant les simulacres et les espèces qui s'offrent aux yeux, viennent de divers endroits du ciel se présenter à Ismèle, portant des branches et des couronnes de laurier. Ismèle, ayant vu ces objets, dit."")","('#psyche', ""C'est là sur vous mon souverain empire ?"")",0.9,Substitution
252,"('#amphrise', ""Les dieux à leur interprète Ont fait un étrange don ; Ne peut-on être prophète, Si l'on ne perd la raison ?"")",,1.0,Insertion
253,"('#apidame #sperchee #amphrise', ""Les démons Vont l'agitant, Ses poumons Vont haletant ; Et son coeur va palpitant. Les ressorts De son corps, Son esprit, Tout pâtit."")","('#l-amour', ""Vous pouvez tout, et je suis tout à vous ; Mais si nos feux vous semblent doux, Ne mettez point d'obstacle à leur charmante suite, Ne me forcez point à la fuite : C'est le moindre malheur qui nous puisse arriver D'un souhait qui vous a séduite."")",1.35,Substitution
254,"('#ismele', ""Qu'on se taise : soyez attentifs aux mystères. J'épands en l'air ces caractères : C'est ma réponse ; il faut la poser sur l'autel. Démons, peuples légers, ministres de l'oracle, Cherchez-la ; car aucun mortel Ne la peut trouver sans miracle. Approchez-vous, lisez, et que dans ce vallon Un invisible choeur mon oracle répète. À ce commandement d'Ismèle, les esprits habitants de l'air cherchent en dansant les feuilles que la Sibylle a jetées, et les viennent, en dansant aussi, poser sur l'autel. Ismèle assemble ces feuilles, et dit à Pénée et à Daphné."")","('#psyche', ""Seigneur, vous voulez m'éprouver, Mais je sais ce que j'en dois croire. De grâce, apprenez-moi tout l'excès de ma gloire, Et ne me cachez plus pour quel illustre choix J'ai rejeté le voeux de tant de rois."")",0.39,Substitution
255,"('#penee #daphne', ""Daphné doit aujourd'hui couronner Apollon."")",,1.0,Insertion
256,"('#choeur', ""Daphné doit aujourd'hui couronner Apollon."")",,1.0,Insertion
257,"('#penee', ""Ismèle, servez-vous vous-même d'interprète ; Expliquez-nous l'ordre des dieux."")","('#l-amour', 'Le voulez-vous ?')",1.61,Substitution
258,"('#amphrise', ""Un prophète entend-il les choses qu'il annonce ? C'est à l'événement d'expliquer sa réponse."")",,1.0,Insertion
259,"('#ismele', 'Adieu, princesse, adieu, je vous laisse en ces lieux.')","('#psyche', 'Souffrez que je vous en conjure.')",1.01,Substitution
260,"('#penee', ""Couronner Apollon ! Qu'importe à l'hyménée De la fille de Pénée ? Pour comprendre ces mots, je fais un vain effort."")","('#l-amour', 'Si vous saviez, Psyché, la cruelle aventure Que par là vous vous attirez...')",1.0,Substitution
261,,"('#psyche', 'Seigneur, vous me désespérez.')",1.0,Deletion
262,"('#amphrise', ""Nos conseils ont été frivoles ; La seule obscurité fait le prix des paroles Que l'on cherche aux livres du Sort."")","('#l-amour', 'Pensez-y bien, je puis encor me taire.')",1.02,Substitution
263,,"('#psyche', ""Faites-vous des serments pour n'y point satisfaire ?"")",1.0,Deletion
264,"('#penee', ""Ma fille, rendez-vous aux volontés d'un père : Qu'il soit votre oracle aujourd'hui Aimez Tharsis ; il vous doit plaire ; Toute notre Cour est pour lui."")","('#l-amour', ""Hé bien, je suis le Dieu le plus puissant des Dieux, Absolu sur la Terre, absolu dans les Cieux ; Dans les eaux, dans les airs mon pouvoir est suprême, En un mot, je suis l'Amour même, Qui de mes propres traits m'étais blessé pour vous ; Et sans la violence, hélas ! Que vous me faites, Et qui vient de changer mon amour en courroux, Vous m'alliez avoir pour époux. Vos volontés sont satisfaites, Vous avez su qui vous aimiez, Vous connaissez l'amant que vous charmiez, Psyché, voyez où vous en êtes. Vous me forcez vous-même à vous quitter, Vous me forcez vous-même à vous ôter Tout l'effet de votre victoire : Peut-être vos beaux yeux ne me reverront plus ; Ce palais, ces jardins, avec moi disparus Vont faire évanouir votre naissante gloire ; Vous n'avez pas voulu m'en croire, Et pour tout fruit de ce doute éclairci, Le Destin, sous qui le Ciel tremble, Plus fort que mon amour, que tous les Dieux ensemble, Vous va montrer sa haine, et me chasse d'ici. L'Amour disparaît, et dans l'instant qu'il s'envole, le superbe jardin s'évanouit. Psyché demeure seule au milieu d'une vaste campagne, et sur le bord sauvage d'un grand fleuve où elle se veut précipiter. Le Dieu du Fleuve paraît assis sur un amas de joncs et de roseaux et appuyé sur une grande urne, d'où sort une grosse source d'eau."")",0.46,Substitution
265,"('#apidame', ""Tels étaient ces mortels pour qui l'idolâtrie Commença d'introduire au monde son pouvoir."")","('#psyche', ""Cruel destin ! Funeste inquiétude ! Fatale curiosité ! Qu'avez-vous fait, affreuse solitude, De toute ma félicité ? J'aimais un Dieu, j'en étais adorée, Mon bonheur redoublait de moment en moment, Et je me vois seule, éplorée, Au milieu d'un désert, où pour accablement, Et confuse, et désespérée, Je sens croître l'amour, quand j'ai perdu l'amant. Le souvenir m'en charme et m'empoisonne, Sa douceur tyrannise un coeur infortuné Qu'aux plus cuisants chagrins ma flamme a condamné. Ô Ciel ! Quand l'Amour m'abandonne, Pourquoi me laisse-t-il l'amour qu'il m'a donné ? Source de tous les biens inépuisable et pure, Maître des hommes et des Dieux ; Cher auteur des maux que j'endure, Êtes-vous pour jamais disparu de mes yeux ? Je vous en ai banni moi-même ; Dans un excès d'amour, dans un bonheur extrême, D'un indigne soupçon mon coeur s'est alarmé ; Coeur ingrat, tu n'avais qu'un feu mal allumé, Et l'on ne peut vouloir du moment que l'on aime. Que ce que veut l'objet aimé. Mourons, c'est le parti qui seul me reste à suivre, Après la perte que je fais. Pour qui, grands Dieux, voudrais-je vivre, Et pour qui former des souhaits ? Fleuve, de qui les eaux baignent ces tristes sables, Ensevelis mon crime dans tes flots, Et pour finir des maux si déplorables, Laisse-moi dans ton lit assurer mon repos."")",1.19,Substitution
266,"('#amphrise', ""Il a tout l'air d'un dieu ; l'on dirait à le voir, Que l'Olympe est sa patrie."")",,1.0,Insertion
267,"('#daphne', ""Hélas ! J'en crus autant, lorsqu'en notre prairie Je le vis arriver inconnu dans ces lieux. Maintenant mon coeur tâche à démentir mes yeux. Ne m'en accusez point : quelque force suprême M'entretient malgré moi dans cette erreur extrême. Que Tharsis soit parfait, qu'il ait l'air qu'ont les dieux, Est-ce par raison que l'on aime ?"")","('#le-dieu-du-fleuve', ""Ton trépas souillerait mes ondes, Psyché, le Ciel te le défend, Et peut-être qu'après des douleurs si profondes Un autre sort t'attend. Fuis plutôt de Vénus l'implacable colère : Je la vois qui te cherche et qui te veut punir, L'amour du fils a fait la haine de la mère. Fuis, je saurai la retenir."")",0.44,Substitution
268,"('#penee', ""L'hymen change les coeurs : suivez mes volontés."")","('#psyche', ""J'attends ses fureurs vengeresses. Qu'auront-elles pour moi qui ne me soit trop doux ? Qui cherche le trépas, ne craint Dieux, ni Déesses, Et peut braver tout leur courroux."")",1.17,Substitution
269,"('#daphne', ""Quoi ! Seigneur, vous aussi vous me persécutez ! De ses autres tyrans sans peine on se console ; Mais d'un père ! un père m'immole ! Je tiens le jour de vous, Seigneur ; vous me l'ôtez."")","('#venus', ""Orgueilleuse Psyché, vous m'osez donc attendre, Après m'avoir sur Terre enlevé mes honneurs, Après que vos traits suborneurs Ont reçu les encens qu'aux miens seuls on doit rendre ? J'ai vu mes temples désertés, J'ai vu tous les mortels séduits par vos beautés Idolâtrer en vous la beauté souveraine, Vous offrir des respects jusqu'alors inconnus, Et ne se mettre pas en peine S'il était une autre Vénus : Et je vous vois encor l'audace De n'en pas redouter les justes châtiments, Et de me regarder en face, Comme si c'était peu que mes ressentiments."")",0.23,Substitution
270,"('#penee', ""Moi, je perdrais Daphné ! qu'ai-je à conserver qu'elle ? L'hymen m'a-t-il fait d'autres dons ?"")","('#psyche', ""Si de quelques mortels on m'a vue adorée, Est-ce un crime pour moi d'avoir eu des appas, Dont leur âme inconsidérée Laissait charmer des yeux qui ne vous voyaient pas ? Je suis ce que le Ciel m'a faite, Je n'ai que les beautés qu'il m'a voulu prêter : Si les voeux qu'on m'offrait vous ont mal satisfaite, Pour forcer tous les coeurs à vous les reporter, Vous n'aviez qu'à vous présenter, Qu'à ne leur cacher plus cette beauté parfaite, Qui pour les rendre à leur devoir, Pour se faire adorer, n'a qu'à se faire voir."")",0.92,Substitution
271,"('#daphne', ""Cependant, quand je vous appelle Du plus tendre de tous les noms, Vous ne vous souvenez que de votre puissance ; Vous regardez l'obéissance, La raison, et jamais d'autres tyrans plus doux ; Il en est toutefois. Leucippe vient à nous : Je lui vais ôter l'espérance. Vous le voulez, Seigneur ; je le lis dans vos yeux."")","('#venus', ""Il fallait vous en mieux défendre, Ces respects, ces encens se devaient refuser, Et pour les mieux désabuser, Il fallait à leurs yeux vous-même me les rendre. Vous avez aimé cette erreur Pour qui vous ne deviez avoir que de l'horreur ; Vous avez bien fait plus, votre humeur arrogante Sur le mépris de mille rois Jusques aux Cieux a porté de son choix L'ambition extravagante."")",0.22,Substitution
272,,"('#psyche', ""J'aurais porté mon choix, Déesse, jusqu'aux Cieux ?"")",1.0,Deletion
273,,"('#venus', ""Votre insolence est sans seconde ; Dédaigner tous les rois du monde ; N'est-ce pas aspirer aux Dieux ?"")",1.0,Deletion
274,"('#daphne', ""Leucippe, il faut tâcher d'éteindre votre flamme. Je ne puis être à vous."")","('#psyche', ""Si l'Amour pour eux tous m'avait endurci l'âme, Et me réservait toute à lui, En puis-je être coupable, et faut-il qu'aujourd'hui Pour prix d'une si belle flamme, Vous vouliez m'accabler d'un éternel ennui ?"")",0.6,Substitution
275,"('#leucippe', 'Ô cieux ! Injustes cieux ! Est-ce là votre arrêt ?')","('#venus', 'Psyché, vous deviez mieux connaître Qui vous étiez, et quel était ce Dieu.')",1.21,Substitution
276,"('#daphne', 'Cet oracle odieux Vient de mon père seul.')",,1.0,Insertion
277,"('#leucippe', 'Votre père et les dieux Disposent de mon sort, mais non pas de mon âme : Moi-même en suis-je maître ?')","('#psyche', ""Et m'en a-t-il donné ni le temps, ni le lieu, Lui qui de tout mon coeur d'abord s'est rendu maître ?"")",0.49,Substitution
278,"('#daphne', 'Il le faut.')",,1.0,Insertion
279,"('#leucippe', ""Ah ! Daphné ! Que ce mot est facile à dire ! Et que l'amour possède avecque peu d'empire Un coeur que la contrainte a si tôt entraîné !"")","('#venus', ""Tout votre coeur s'en est laissé charmer, Et vous l'avez aimé dès qu'il vous a dit, j'aime."")",0.73,Substitution
280,"('#daphne', ""Quoi ! Faut-il que mon coeur soit par vous soupçonné ? Cruel ! n'avais-je pas encore assez de peine ?"")","('#psyche', ""Pouvais-je n'aimer pas le Dieu qui fait aimer, Et qui me parlait pour lui-même ? C'est votre fils, vous savez son pouvoir, Vous en connaissez le mérite."")",0.59,Substitution
281,"('#leucippe', ""Enfin donc le Destin me déclare sa haine ; Vous serez à Tharsis ; et moi, par mes soupirs, J'augmenterai ses plaisirs."")","('#venus', ""Oui, c'est mon fils, mais un fils qui m'irrite, Un fils qui me rend mal ce qu'il sait me devoir, Un fils qui fait qu'on m'abandonne, Et qui pour mieux flatter ses indignes amours, Depuis que vous l'aimez, ne blesse plus personne Qui vienne à mes autels implorer mon secours. Vous m'en avez fait un rebelle, On m'en verra vengée, et hautement, sur vous, Et je vous apprendrai s'il faut qu'une mortelle Souffre qu'un Dieu soupire à ses genoux, Suivez-moi, vous verrez par votre expérience À quelle folle confiance Vous portait cette ambition ; Venez, et préparez autant de patience, Qu'on vous voit de présomption."")",0.39,Substitution
282,"('#daphne', ""Plût au Ciel que Tharsis causât seul vos alarmes, Et qu'un père..."")","('#psyche', ""Effroyables replis des ondes infernales, Noirs palais où Mégère et ses soeurs font leur Cour, Éternels ennemis du jour, Parmi vos Ixions, et parmi vos Tantales, Parmi tant de tourments, qui n'ont point d'intervalles, Est-il dans votre affreux séjour Quelques peines qui soient égales Aux travaux où Vénus condamne mon amour ? Elle n'en peut être assouvie : Et depuis qu'à ses lois je me trouve asservie, Depuis qu'elle me livre à ses ressentiments, Il m'a fallu dans ces cruels moments Plus d'une âme, et plus d'une vie, Pour remplir ses commandements. Je souffrirais tout avec joie, Si parmi les rigueurs que sa haine déploie, Mes yeux pouvaient revoir, ne fût-ce qu'un moment, Ce cher, cet adorable amant : Je n'ose le nommer ; ma bouche criminelle D'avoir trop exigé de lui, S'en est rendue indigne, et dans ce dur ennui, La souffrance la plus mortelle Dont m'accable à toute heure un renaissant trépas, Est celle de ne le voir pas. Si son courroux durait encore, Jamais aucun malheur n'approcherait du mien : Mais s'il avait pitié d'une âme qui l'adore, Quoi qu'il fallût souffrir, je ne souffrirais rien. Oui, Destins, s'il calmait cette juste colère, Tous mes malheurs seraient finis : Pour me rendre insensible aux fureurs de la mère, Il ne faut qu'un regard d'un fils. Je n'en veux plus douter, il partage ma peine, Il voit ce que je souffre, et souffre comme moi, Tout ce que j'endure le gêne, Lui-même il s'en impose une amoureuse loi : En dépit de Vénus, en dépit de mon crime, C'est lui qui me soutient, c'est lui qui me ranime, Au milieu des périls où l'on me fait courir : Il garde la tendresse où son feu le convie, Et prend soin de me rendre une nouvelle vie, Chaque fois qu'il me faut mourir. Mais que me veulent ces deux Ombres Qu'à travers le faux jour de ces demeures sombres J'entrevois s'avancer vers moi ?"")",1.04,Substitution
283,"('#leucippe', 'Achevez.')","('#psyche', 'Cléomène, Agénor, est-ce vous que je vois ? Qui vous a ravi la lumière ?')",1.87,Substitution
284,"('#daphne-', ""Eh ! Que sert d'achever Un souhait qu'on sait bien qui ne peut arriver ?"")","('#cleomene', ""La plus juste douleur qui d'un beau désespoir Nous eût pu fournir la matière, Cette pompe funèbre, où du sort le plus noir Vous attendiez la rigueur la plus fière, L'injustice la plus entière."")",1.12,Substitution
285,"('#leucippe', ""Il n'importe, mon âme y trouvera des charmes."")","('#agenor', ""Sur ce même rocher, où le Ciel en courroux Vous promettait au lieu d'époux Un serpent dont soudain vous seriez dévorée, Nous tenions la main préparée À repousser sa rage, ou mourir avec vous. Vous le savez, Princesse, et lorsqu'à notre vue, Par le milieu des airs vous êtes disparue, Du haut de ce rocher, pour suivre vos beautés, Ou plutôt pour goûter cette amoureuse joie D'offrir pour vous au monstre une première proie, D'amour et de douleur l'un et l'autre emportés, Nous nous sommes précipités."")",0.94,Substitution
286,"('#daphne-', ""Ne m'aimez plus."")",,1.0,Insertion
287,"('#leucippe', 'Le puis-je ? Et le souhaitez-vous ?')","('#cleomene', ""Heureusement déçus au sens de votre Oracle, Nous en avons ici reconnu le miracle, Et su que le serpent prêt à vous dévorer Était le Dieu qui fait qu'on aime, Et qui tout Dieu qu'il est vous adorant lui-même, Ne pouvait endurer Qu'un mortel comme nous osât vous adorer."")",1.18,Substitution
288,"('#daphne-', 'Vos tourments ont pour moi quelque chose de doux, Il est vrai ; mais cessez.')","('#agenor', ""Pour prix de vous avoir suivie, Nous jouissons ici d'un trépas assez doux : Qu'avions-nous affaire de vie, Si nous ne pouvions être à vous ? Nous revoyons ici vos charmes, Qu'aucun des deux là-haut n'aurait revus jamais. Heureux si nous voyons la moindre de vos larmes Honorer des malheurs que vous nous avez faits."")",0.89,Substitution
289,"('#leucippe', ""Hélas ! Cesser de vivre Est le seul remède à mon mal. Voilà le parti qu'il faut suivre ; Mais avec moi je veux perdre aussi mon rival. Vous ne me serez pas impunément ravie : Non, Daphné. Vous pleurez ? Ah ! Princesse, je dois Mourir pour vos yeux mille fois. Avant qu'avoir Daphné, Tharsis aura ma vie. Je ne puis voir tant de biens En d'autres bras que les miens : Que mon rival me les cède, Et renonce à votre amour, Ou qu'il m'ôte aussi le jour Si l'on veut qu'il vous possède."")","('#psyche', ""Puis-je avoir des larmes de reste Après qu'on a porté les miens au dernier point ? Unissons nos soupirs dans un sort si funeste, Les soupirs ne s'épuisent point. Mais vous soupireriez, Princes, pour une ingrate, Vous n'avez point voulu survivre à mes malheurs, Et quelque douleur qui m'abatte, Ce n'est point pour vous que je meurs."")",0.0,Match
290,,"('#cleomene', ""L'avons-nous mérité, nous dont toute la flamme N'a fait que vous lasser du récit de nos maux ?"")",1.0,Deletion
291,"('#daphne-', 'Leucippe, si je vous perds, Il faut que dans nos déserts La solitude me donne Un sort plus calme et plus doux ; Et ne pouvant être à vous, je ne veux être à personne.')","('#psyche', ""Vous pouviez mériter, Princes, toute mon âme, Si vous n'eussiez été rivaux. Ces qualités incomparables Qui de l'un et de l'autre accompagnaient les voeux, Vous rendaient tous deux trop aimables, Pour mépriser aucun des deux."")",0.54,Substitution
292,"('#heures', ""Daphné, portez vos yeux Sur le plus beau des dieux. Daphné s'enfuit aussitôt qu'elle a reconnu Apollon sous le visage de Tharsis."")","('#agenor', 'Vous avez pu sans être injuste, ni cruelle, Nous refuser un coeur réservé pour un Dieu. Mais revoyez Vénus : le Destin nous rappelle, Et nous force à vous dire adieu.')",1.14,Substitution
293,,"('#psyche', 'Ne vous donne-t-il point le loisir de me dire Quel est ici votre séjour ?')",1.0,Deletion
