,biancollelli-arlequin-gentilhomme,regnard-arlequin-bonnes-fortunes,Cost,Operation Type
340,"('#geronte', ""Vous mangerez tantôt il n'est pas encore temps. "")","('#colombine', 'Oh, monsieur !  Je ne suis pas encore assez forte pour tenir ma partie. ')",1.55,Substitution
341,,"('#le-vicomte', 'Nous chanterons donc une autre fois.  Adieu, mourette. ')",1.0,Deletion
342,,"('#pasquariel', 'Monsieur, ne sortez pas.  Il y a là-bas deux sergents et environ douze archers qui vous guettent pour vous mettre en prison. ')",1.0,Deletion
343,"('#arlequin', ""Je suis content, joyeux quand j'exerce mes dents. "")","('#le-vicomte', 'En prison !  Hoime !  Voilà mes bonnes fortunes qui commencent à défiler. ')",1.08,Substitution
344,"('#geronte', 'Vous allez recevoir une lettre bien chère  De la part de Damon. ')",,1.0,Insertion
345,"('#arlequin', 'Qui Damon ? ')","('#colombine', ""Qu'avez-vous donc, monsieur le Vicomte ?  Que ne partez-vous ?  Il y a là-bas tout plein de laquais qui vous attendent. "")",1.61,Substitution
346,,"('#le-vicomte', 'Ce sont bien des pousse-culs, de par tous les diables. ')",1.0,Deletion
347,"('#geronte', 'Votre père. ')",,1.0,Insertion
348,"('#leonore', 'Mon père, comment donc serait-il revenu ?  Après avoir été publiquement pendu. ')","('#colombine', 'Ne peut-on pas savoir la cause de votre chagrin ? ')",1.41,Substitution
349,"('#geronte', 'Octave depuis peu rendu dans cette ville,  Doit vous en remettre une. ')","('#le-vicomte', ""C'est une bagatelle. "")",1.73,Substitution
350,"('#leonore', ""Ah ! Qu'il est imbécile,  Et moi j'épouserai cet objet odieux... "")",,1.0,Insertion
351,"('#geronte', 'Le voici justement qui paraît à vos yeux. ')",,1.0,Insertion
352,"('#octave', 'Est-ce là le Seigneur Léandre ? ')",,1.0,Insertion
353,"('#geronte', ""C'est lui-même. "")",,1.0,Insertion
354,"('#octave', ""Enfin je vous rencontre et ma joie est extrême,  Permettez s'il vous plaît que cet embrassement  Vous témoigne mon zèle et mon empressement,  Votre père Damon m'a chargé de vous rendre  Cette lettre. "")",,1.0,Insertion
355,"('#arlequin', ""Monsieur je n'y puis rien comprendre,  Car je ne sais pas lire en tout cas je l'apprends,  Elle me servira dans mes besoins pressants. "")","('#colombine', ""Je veux l'apprendre. "")",0.47,Substitution
356,"('#octave', ""Votre gendre Monsieur, dit qu'il ne sait pas lire. "")",,1.0,Insertion
357,"('#geronte', ""Ne voyez-vous pas bien qu'il ne se plaît qu'à rire.  Je vous laisse mon gendre et je rentre au logis.  À Arlequin."")",,1.0,Insertion
358,"('#arlequin', 'Si vous allez manger, beau-père, je vous suis. ')",,1.0,Insertion
359,"('#geronte', ""Il n'est pas encore temps. "")",,1.0,Insertion
360,"('#arlequin', ""Qu'est-ce à dire beau-père,  N'est-il pas toujours temps de faire bonne chère,  Pour moi j'aime à manger du matin jusqu'au soir,  À la table toujours je fis bien mon devoir. "")",,1.0,Insertion
361,"('#geronte', 'Quand on aura servi on viendra vous le dire. ')","('#le-vicomte', 'Infandum, Regina, jubes renovare dolorem. ')",1.44,Substitution
362,"('#leonore', 'Entrez aussi Monsieur. ')","('#colombine', 'Ah, monsieur le Vicomte !  Vous jurez devant les filles.  Vous me le direz pourtant. ')",1.05,Substitution
363,"('#arlequin', ""Je ne fais que vous nuire  Si je restais ici je pourrais vous troubler,  Peut-être tous les deux vous avez à parler,  Des époux de nos jours j'aime à suivre la mode  Et je me pique d'être un mari commode. "")","('#le-vicomte', ""Vous saurez donc qu'étant obligé de partir pour l'Allemagne, et ne pouvant trouver d'argent sur mon billet (car les billets des vicomtes ne sont pas autrement réputés argent comptant), j'en fis un que je signai la Harpe (c'est le nom de ce fameux banquier).  Sur ce billet-là, on me donna deux cents pistoles.  Je partis : présentement, voyez, je vous prie, le peu de bonne foi qu'il y a dans le commerce !  Ce vilain monsieur de la Harpe ne veut pas payer ce billet-là."")",1.04,Substitution
364,"('#leonore', ""Vous me ferez plaisir si vous sortez d'ici,  Car ce certain secret il doit être éclairci,  Et je veux lui parler d'une affaire importante. "")","('#colombine', 'Et que dit-il ? ')",1.16,Substitution
365,"('#arlequin', ""S'il ne faut que cela pour vous rendre contente,  Pour ne point vous gêner je consens à partir.  Mais quand vous aurez fait songez à m'avertir,  Je vais en attendant visiter la cuisine. "")","('#le-vicomte', ""De mauvaises raisons : il dit qu'il n'a point fait ce billet-là ; mais son nom y est, une fois ; il faudra bien qu'il le paye ou qu'il crève ; car, palsambleu !  Je sais bien que je ne le payerai pas, moi. "")",0.93,Substitution
366,"('#octave', ""Quoi, Madame, c'est là l'époux qu'on vous destine,  Il sera possesseur de vos divins appas.  Il va jouir d'un bien qu'il ne mérite pas,  Son extrême bonheur excite mon envie. "")","('#colombine', ""Monsieur le Vicomte, je n'ai point d'argent ; mais voilà deux brillants avec lesquels vous pourrez en faire.  Prenez encore mon collier. "")",0.68,Substitution
367,"('#leonore', ""Il ne verrait jamais son attente remplie,  S'il consultait mon coeur pour s'unir à mon sort,  Plutôt qu'y consentir je choisirais la mort,  Mais du destin cruel telle est la violence,  Que je dois mes malheurs à mon obéissance. "")","('#le-vicomte', 'Hé !  Fi, madame !  Ne vous ai-je pas dit que je faisais litière de diamants. ')",1.69,Substitution
368,"('#octave', ""Ah ne permettez pas que cet indigne époux,  S'assure d'un bonheur si charmant et si doux,  À la plus vive ardeur donnez la préférence  Et bien loin d'approuver un choix qui vous offense,  Arrachez votre main à ce monstre odieux,  Sur un plus tendre amant daignez jeter les yeux  Me faisant occuper une si belle place  À ma flamme parfaite accordez cette grâce. "")","('#colombine', 'Voilà encore une montre qui est assez jolie. ')",1.66,Substitution
369,"('#leonore', ""Quoi Monsieur, vous osez formez un tel espoir,  Croyez-vous que je puisse oublier mon devoir,  Je conçois les malheurs où cet hymen m'expose  Mais enfin de mon sort mon père seul dispose,  Vous avez autre part engagé votre coeur  Il ne doit pas brûler d'une nouvelle ardeur. "")","('#le-vicomte', ""Hé !  Vous moquez-vous ?  Cela est-il d'or ? "")",1.24,Substitution
370,"('#octave', ""Ah ! Mon âme pour lors n'était pas prévenue,  Vos appas n'avaient pas encore frappé ma vue,  Les crimes de l'amour s'excusent aisément,  Et je dois m'applaudir d'un si beau changement. "")",,1.0,Insertion
371,"('#arlequin', ""Vous n'avez pas fini, c'est trop me faire attendre. "")",,1.0,Insertion
372,"('#octave', ""Vous venez à propos j'oubliais de vous rendre  Cinquante louis neufs que m'a donnés Damon,  Pour vous remettre en main. "")","('#colombine', ""Attendez ; j'ai encore ici une petite boîte à mouches et un cachet. "")",1.46,Substitution
373,"('#arlequin', ""Il est bon sur ce ton,  Je reçois volontiers cette bourse garnie,  Autant qu'il vous plaira tenez-lui compagnie,  Et poussez votre pointe, adieu le beau garçon,  Je suis, vous le voyez, un mari sans façon.  Il rentre."")",,1.0,Insertion
374,"('#octave', 'Je ne vis de mes jours un époux plus affable. ')",,1.0,Insertion
375,"('#leonore', ""Ah ! Ne m'en parlez point je le trouve effroyable. "")","('#le-vicomte', 'Eh !  Mais, mais, mademoiselle, vous poussez ma complaisance à bout. ')",0.42,Substitution
376,"('#octave', ""Hé bien d'aucun espoir ne flattez-vous mes feux  Et ne puis-je m'attendre à devenir heureux ? "")",,1.0,Insertion
377,"('#leonore', ""Je me plais à vous voir, en secret je soupire,  Que voulez-vous de plus c'est assez vous en dire. "")",,1.0,Insertion
378,"('#octave', 'Ah ! Ce bonheur extrême égale mon amour. ')",,1.0,Insertion
379,"('#leonore', ""Mon père dans ce lieu peut presser son retour,  Cher Octave avec vous je crains d'être surprise. "")",,1.0,Insertion
380,"('#octave', ""Non ne redoutez rien l'amour nous favorise,  C'est lui qui dans mon coeur vient d'allumer ses feux. "")","('#colombine', 'Quand on a donné son coeur, cela ne coûte guère à donner. ')",1.4,Substitution
381,"('#leonore', 'Entrons. ')",,1.0,Insertion
382,"('#octave', 'Vous obéir est tout ce que je veux. ')",,1.0,Insertion
383,"('#le-docteur', ""J'ai tant couru qu'enfin j'ai su quelque nouvelle,  On m'a nommé le lieu qui renferme Isabelle,  C'est dans ce cabaret qu'elle a porté ses pas,  À ce funeste coup je ne m'attendais pas,  Qui m'eût dit que ma fille à la fleur de son âge,  Aurait eu du penchant pour le libertinage ?  Mais j'aperçois Géronte, il vient fort à propos. "")",,1.0,Insertion
384,"('#le-docteur', ""Maintenant, cher ami, j'ai l'esprit en repos  Isabelle est cachée en cette hôtellerie,  Ne partez point d'ici Géronte, je vous prie,  Car je veux devant vous lui faire la leçon,  Et la traiter ici de la bonne façon.  Il entre dans le cabaret de Colombine."")",,1.0,Insertion
385,"('#geronte', ""Hélas ! Pauvre Docteur, ton sort est déplorable,  Le ciel m'a regardé d'un oeil plus favorable,  En donnant à ma fille un esprit mûr, rassis,  Elle n'écoute point les amoureux transis,  Qui bornent tous leurs voeux à tromper une belle,  Léonore n'est point de l'humeur d'Isabelle,  Elle sait s'écarter d'un chemin trop battu,  Et pratiquer les lois de l'austère vertu. "")","('#le-vicomte', ""Et encore moins à prendre.  Ah, charmante princesse !  Que vous savez me prendre par mon faible, et qu'on fait de folies quand on est bien amoureux !  Haut.  Il s'en va. "")",0.48,Substitution
386,"('#le-docteur', 'Je vous retrouve enfin fille trop criminelle,  Qui désertez ainsi la maison paternelle  Vous avez par la suite animé mon courroux,  Et mon ressentiment doit éclater sur vous. ')",,1.0,Insertion
387,"('#isabelle', 'Ah ! De grâce calmez cette affreuse colère,  Et ressouvenez-vous que vous êtes mon père. ')",,1.0,Insertion
388,"('#le-docteur', 'Contre ton procédé qui ne se récrierait,  Pendarde, quoi déjà tu cours le cabaret. ')",,1.0,Insertion
389,"('#geronte', ""Docteur votre colère est juste et légitime,  Mais enfin croyez-moi pardonnez lui fort son crime  Que servent les éclats, il vaut mieux filer doux  Il faut la présenter vous-même à son époux,  Le plutôt est le mieux et dans cette journée  Effacez cet affront par un prompt hyménée,  On ne peut pas savoir tout ce qui s'est passé  Et vous ferez fort bien de paraître empressé. "")","('#colombine', ""Tenez, tenez, monsieur le Vicomte ; voilà encore un petit jonc d'or que j'avais oublié. "")",1.33,Substitution
390,"('#le-docteur', 'Mais Léandre... ')",,1.0,Insertion
391,"('#geronte', ""Comment vous y pensez encore,  Il a donné déjà la main à Léonore,  Ainsi n'attendez pas qu'il change de dessein,  Si vous vous en flatter votre espoir sera vain,  Je vais si vous voulez, appeler votre gendre. "")","('#le-vicomte', ""Mais, mademoiselle, ces breloques-là valent-elles bien deux cents pistoles ?  Voilà un diamant qui me paraît bien jaune.  Écoutez ; je vais porter tout cela chez l'orfèvre, et s'il ne m'en donne pas les deux cents pistoles, vous me tiendrez, s'il vous plaît, compte du reste. "")",0.86,Substitution
392,"('#le-docteur', 'Hé bien soit.  Géronte entre.')",,1.0,Insertion
393,"('#isabelle', ""Juste ciel ! Qu'est devenu Léandre ? Il a pour m'obtenir bien peu d'empressement,  Et je dois mon malheur à son retardement. "")",,1.0,Insertion
394,"('#geronte', 'Voici votre beau-père avec la prétendue. ')","('#colombine', ""Monsieur le Vicomte, vous m'épouserez, au moins. "")",1.06,Substitution
395,"('#octave', ""Quel objet en ce lieu se présente à ma vue ?  Le Docteur veut me faire un joli présent,  Il me prend pour un autre et le tour est plaisant,  Colombine tantôt m'a parlé de la belle,  Feignons... Quoi c'est donc là la charmante Isabelle ? "")","('#le-vicomte', 'Allez, allez, parmi nous autres vicomtes, la parole fait le jeu. Adieu, charmante. Ah, morbleu !  Que voilà des yeux chargés à cartouches !  Que voilà de bonnes fortunes !  Il la prend sous le menton.  Et regardant les bijoux. ')",0.24,Substitution
396,"('#geronte', 'Oui, Monsieur, et voilà mon ami le Docteur. ')",,1.0,Insertion
397,"('#le-docteur', 'Ma fille avec raison peut vanter son bonheur,  Puisque je lui destine un homme de mérite. ')","('#colombine', ""Ah !  Que je suis aise de lui avoir fait ce petit plaisir !  De la manière que je l'aime, je ne sais ce que je ne lui donnerais pas.  Il y a ici plusieurs scènes italiennes. "")",1.21,Substitution
398,"('#geronte', 'Madame permettez que je vous félicite. ')","('#arlequin', ""Ayant appris, monsieur, que vous êtes un homme savant et de bon conseil, je voudrais bien vous parler d'une affaire que je suis sur le point de terminer. "")",0.97,Substitution
399,"('#octave', ""Madame permettez, qu'en qualité d'amant,  Je vous témoigne ici mon tendre empressement,  Ce n'est point comme époux que je prétends paraître,  Mon ardeur sous ce nom le ferait mal connaître,  Et je dois autrement me présenter à vous. "")","('#le-docteur', ""Parlez ; mais parlez peu : la discrétion dans le parler a toujours été louée.  Au contraire, on a blâmé de tout temps les grands parleurs : c'est pourquoi j'aime la brièveté, et je m'applique uniquement à être concis dans mes discours. "")",0.8,Substitution
400,"('#le-docteur', ""C'est-à-dire, qu'il veut être amant quoique époux. "")","('#arlequin', ""J'aurai bientôt fait. "")",1.56,Substitution
401,,"('#le-docteur', 'Qui ne sait que le trop parler vient du défaut de jugement ?  Que le défaut de jugement vient du manque de raison et que le manque de raison est le caractère de la bête ? ')",1.0,Deletion
402,,"('#arlequin', ""Je n'ai qu'un mot. "")",1.0,Deletion
403,"('#isabelle', ""Imiter votre exemple est ce que je désire,  Et je ne craindrai point à mon tour de vous dire  Que le titre d'épouse a pour moi peu d'appas,  Qu'en cette occasion il ne me touche pas,  Que tout autre pour moi serait bien plus aimable. "")","('#le-docteur', ""Qui ne sait que volat irrevocabile verbum ?  Qu'on ne se repent jamais de se taire, et qu'on s'est repenti souvent d'avoir parlé ?  Ignorez-vous que la nature a donné à l'homme deux pieds pour marcher, deux bras pour agir, deux narines pour sentir, et qu'elle ne lui a donné qu'une langue pour parler ? "")",1.03,Substitution
404,"('#geronte', ""C'est assez mes enfants allons-nous mettre à table,  Entrons dans le logis. "")","('#arlequin', 'Je dis donc... ')",1.77,Substitution
405,,"('#le-docteur', 'Pythagore faisait observer le silence à ses disciples pendant sept années. ')",1.0,Deletion
406,"('#isabelle', 'Ciel qui connaît mes feux,  Daigne, en parant ce coup, satisfaire à mes voeux. ')","('#arlequin', 'Je le crois. ')",1.37,Substitution
407,,"('#le-docteur', ""Solon avait coutume de dire qu'un homme qui parle beaucoup est semblable à un tonneau vide, qui fait plus de bruit qu'un plein. "")",1.0,Deletion
408,"('#octave', 'Amour mon tendre coeur implore ta puissance,  Par un hymen plus doux couronne sa constance. ')","('#arlequin', 'Cela est beau. ')",1.2,Substitution
409,"('#leandre', ""Songeons à profiter d'un moment précieux,  Et sans plus différer abandonnons ces lieux,  Tout est prêt pour partir, fais venir Isabelle. "")",,1.0,Insertion
410,"('#scaramouche', ""En vérité, Monsieur, l'action n'est pas belle,  Vous hasardez beaucoup en cette occasion,  Et l'on me pendre moi par conversation. "")","('#le-docteur', ""Bias, qu'un grand parleur n'était autre chose qu'une forteresse sans murailles, une ville sans porte, et un vaisseau sans gouvernail. "")",1.54,Substitution
411,"('#leandre', ""Finis donc si tu veux, frappe à l'hôtellerie. "")",,1.0,Insertion
412,"('#scaramouche', 'Ne vous emportez pas, mon mignon, je vous prie.  Holà ?  Il frappe.')",,1.0,Insertion
413,"('#pierrot', 'Que voulez-vous ? ')","('#arlequin', 'Vous saurez donc... ')",0.84,Substitution
414,"('#scaramouche', 'Appelez promptement  La Dame en question. ')",,1.0,Insertion
415,"('#pierrot', ""Vous vous moquez vraiment,  Elle n'est plus chez nous. "")",,1.0,Insertion
416,"('#scaramouche', 'Comment que veux-tu dire ? ')",,1.0,Insertion
417,"('#pierrot', 'Elle est déjà bien loin. ')",,1.0,Insertion
418,"('#leandre', 'Prends-tu plaisir à rire ? ')","('#le-docteur', ""Anaxagore, qu'une bête féroce échappée était moins à craindre qu'une langue effrénée et pétulante. "")",1.4,Substitution
419,,"('#arlequin', 'Monsieur... ')",1.0,Deletion
420,"('#pierrot', ""Non son père, vous dis-je, en propre original  Est venu la chercher, morgué qu'il est brutal.  Il l'a d'un bon soufflet d'abord apostrophée Et peu s'en est fallu qu'il ne l'ait décoiffée.  Comment c'est donc ainsi, disait ce loup garou,  Sans ma permission que tu cours le guildou ?  Le docteur pour cacher son chagrin et sa honte  A fait entrer sa fille aussitôt chez Géronte,  Un étranger, dit-on, doit être son époux,  Je le connais fort bien il a logé chez nous.  La pauvre fille avait une grande tristesse,  Aussi l'on ne doit pas débaucher la jeunesse  Et cela n'est pas bien pour moi je sors d'ici,  Que sait-on, vous pourriez me débaucher aussi.  Il rentre. "")","('#le-docteur', ""Isocrate, qu'il n'y avait ici-bas que deux choses à faire, écouter et se taire. "")",1.77,Substitution
421,"('#scaramouche', ""Hé bien, qu'en dites-vous ? "")","('#arlequin', 'Taisez-vous donc. ')",0.46,Substitution
422,"('#leandre', ""Ah ! Que viens-je d'entendre ?  À cet affreux malheur aurais-je dû m'attendre ?  Mais malgré les efforts et les soins du Docteur  D'Isabelle je veux être [le] possesseur.  Tu sais bien qu'Arlequin sous le nom de Léandre,  Chez Géronte introduit sera bientôt son gendre,  Il faut pour pallier un important secret,  Respecter Arlequin te dire son valet,  Tu verras aisément la charmante Isabelle,  Et tu lui parleras de mon ardeur fidèle,  Une seconde fois tâche de l'enlever,  J'ai formé ce dessein et tu dois l'achever,  Entends-tu ? "")","('#le-docteur', 'Tous vos grands discours sont inutiles.  Frustra per plura quod potest fieri per pauciora. ')",1.48,Substitution
423,"('#scaramouche', ""Vous voulez que j'enlève Isabelle,  Mais si je suis pendu. "")",,1.0,Insertion
424,"('#leandre', ""C'est une bagatelle. "")",,1.0,Insertion
425,"('#scaramouche', ""Oui pour vous, mais pour moi cela change de ton,  J'aimerais mieux avoir trente coups de bâton. "")","('#arlequin', ""Hé, monsieur !  Je n'ai encore rien dit. "")",1.7,Substitution
426,"('#leandre', 'Fais ce que je te dis et sans te mettre en peine... ')","('#le-docteur', ""Je sais bien que l'usage de la parole a été donné à l'homme pour expliquer ses pensées. "")",1.2,Substitution
427,"('#scaramouche', 'Scaramouche ! Pour toi la potence est certaine. ')","('#arlequin', 'De grâce... ')",1.48,Substitution
428,,"('#le-docteur', ""Je ne vous dis pas qu'il ne faille parler en termes propres, suivant les règles de la grammaire, faire accorder l'adjectif avec le substantif, le nom avec le verbe, le masculin avec le féminin. "")",1.0,Deletion
429,,"('#arlequin', ""C'est ce dont il s'agit, monsieur, du masculin avec le féminin. "")",1.0,Deletion
430,"('#le-docteur', ""De mon juste courroux tu dois craindre l'effet,  Si tu veux t'obstiner à garder le secret,  Ne me déguise rien, de toi je veux apprendre  Le nom du ravisseur, réponds-moi. "")","('#le-docteur', ""Je ne vous défends pas de mettre en usage les figures de rhétorique : nam quid est rhetorica ?  Selon Socrate, c'est I'art de persuader ; selon Agathon, c'est l'art de tromper ; selon Gorgias, l'usage du discours ; selon Chrysippe, la clef des coeurs ; selon Cléanthe, la science des sciences ; selon Vatadérius, le boulevard de la vérité ; selon Aristote, le bouclier de l'orateur ; selon Cicéron, l'art de bien dire ; et selon moi, l'art de ne guère parler. "")",1.31,Substitution
431,"('#isabelle', ""C'est Léandre,  Qui cédant à l'ardeur dont il brûle pour moi,  Par ma fuite a voulu s'assurer de ma foi,  Lui-même m'a conduit dans cette hôtellerie. "")","('#arlequin', 'Va, si je puis attraper la parole !... ')",1.48,Substitution
432,"('#geronte', ""C'est un peu trop avant pousser l'effronterie,  Le moyen de la croire il était en prison  Dans le temps qu'Isabelle a quitté la maison. "")","('#le-docteur', ""Si vous voulez donc que je vous donne mes avis, expliquez-moi le sujet dont il s'agit ; mais surtout d'un style vif, serré, pressé, concis, laconique, car vous savez que la vie de l'homme est courte : ars longa, vita brevis.  Le temps est cher ; on en perd tant à boire, à manger, à dormir, à s'habiller, à danser, à rire, à chanter ; et l'on ne songe pas que la santé revient après la maladie, le printemps après l'hiver, la paix après la guerre, le beau temps après la pluie ; mais que le temps passé ne revient jamais. "")",1.28,Substitution
433,"('#le-docteur', ""Tu veux m'en imposer méchante créature,  Je suis persuadé... "")","('#arlequin', 'Je voudrais donc savoir... ')",0.94,Substitution
434,"('#isabelle', ""C'est la vérité pure  Oui mon père, c'est lui qui possède mon coeur,  Et je ne puis goûter un solide bonheur,  Si pour combler mes voeux le noeud de l'hyménée,  Au sort de cet amant n'unit ma destinée. "")",,1.0,Insertion
435,"('#geronte', ""Je vous plains, mais pourquoi vous flatter de l'avoir,  N'y comptez plus la belle et perdez cet espoir,  Car Léandre sera l'époux de Léonore. "")",,1.0,Insertion
436,"('#isabelle', ""Cruel vous m'arrachez à l'objet que j'adore,  Si rien ne peut changer les rigueurs de mon sort  Barbare je saurai recourir à la mort. "")",,1.0,Insertion
437,"('#le-docteur', ""Ma fille il n'est plus temps de songer à Léandre,  Puisque Octave est ici je ne puis me défendre  De te donner à lui. "")",,1.0,Insertion
438,"('#isabelle', 'Quoi vous ne voulez pas  Autorisant mon choix détourner mon trépas. ')",,1.0,Insertion
439,"('#scaramouche', ""Messieurs vous n'avez pas l'honneur de me connaître,  Excusez, dans ce lieu je viens chercher mon maître. "")","('#le-docteur', ""Je le crois, que vous voudriez savoir.  Omnibus hominibus scire a natura insitum est, dit le prince de l'éloquence.  Mais vouloir savoir est une chose, et savoir en est une autre.  C'est ce qui fait que du savoir au non-savoir il y a autant de différence qu'entre l'homme et la bête, le ciel et la terre, le gentilhomme et le roturier, le marchand et le voleur, le procureur et l'assassin, le bourreau et le médecin. "")",1.07,Substitution
440,"('#isabelle', ""C'est Scaramouche, hélas que vient-il faire ? "")",,1.0,Insertion
441,"('#scaramouche', ""Je vais feindre avec eux, dissimulez aussi.  On m'a dit qu'il était chez Monsieur son beau-père,  Je voudrais lui parler d'une petite affaire,  Est-il dans le logis.  Haut."")",,1.0,Insertion
442,"('#geronte', 'Comment le nomme-t-on ?  Je ne le connais pas. ')",,1.0,Insertion
443,"('#scaramouche', ""C'est le fils de Damon,  Léandre. "")",,1.0,Insertion
444,"('#le-docteur', 'Parlez-moi sans fard, je vous en prie,  A-t-il conduit ma fille en une hôtellerie ? ')",,1.0,Insertion
445,"('#scaramouche', ""Oui sans doute et voilà la Dame en question,  Mais il n'a jamais eu mauvaise intention  Et c'était seulement pour lui payer feuillette. "")",,1.0,Insertion
446,"('#geronte', ""Cette civilité me paraît indiscrète  Il était en prison vous l'accuser en vain "")",,1.0,Insertion
447,"('#scaramouche', ""Je vous jure Monsieur que rien n'est plus certain,  Il m'en a donné l'ordre et pour le satisfaire,  J'ai moi-même prêté la main, à cette affaire. "")","('#arlequin', ""J'en suis persuadé ; mais... "")",0.74,Substitution
448,"('#geronte', 'Le voici justement qui vient de ce côté. ')",,1.0,Insertion
449,"('#scaramouche', ""De vos commissions je me suis acquitté,  J'ai porté votre lettre à Monsieur le Vicomte,  Et venais vous chercher cher le Seigneur Géronte,  Je vous ai bien servi. "")","('#le-docteur', ""Or, voulez-vous savoir quelle différence il y a entre l'homme et la bête ?  C'est que l'un se conduit par la raison et l'autre par l'instinct.  Entre le ciel et la terre ?  C'est que l'un est sur notre tête, l'autre sous nos pieds.  Entre le roturier et le gentilhomme ?  C'est que l'un paye ses dettes, l'autre se moque de ses créanciers.  Entre le marchand et le voleur ?  C'est que l'un vole dans les villes, l'autre dans les bois.  Entre le procureur et l'assassin ? C'est que l'un enlève les biens, l'autre la vie.  Entre le médecin et le bourreau ?  C'est que l'un assassine peu à peu ses malades, et que l'autre tue tout d'un coup ceux qui se portent bien. "")",1.7,Substitution
450,"('#arlequin', 'Que dit donc ce benêt ? ')",,1.0,Insertion
451,"('#geronte', ""Quoi vous méconnaissez jusqu'à votre valet ? "")","('#arlequin', 'Cela est le mieux du inonde.  Je voudrais donc savoir... ')",1.74,Substitution
452,,"('#le-docteur', ""Quoi ?  La philosophie ou la rhétorique ?  La théorie ou la pratique ?  La géométrie ou l'astrologie ?  La pharmacie ou la médecine ?  La sphère ou la géographie ?  La cosmographie ou la topographie ? "")",1.0,Deletion
453,"('#arlequin', ""Mon valet dites-vous ? Je n'en eus de ma vie. "")","('#arlequin', 'Non ; je ne veux rien de tout cela... ')",1.33,Substitution
454,"('#scaramouche', ""Vous pouvez m'employer au gré de votre envie  Je vous obéirai, je sais trop mon devoir,  Pour manquer au respect qu'un valet doit avoir. "")","('#le-docteur', ""Voulez-vous que je vous parle des arts ou des sciences ?  Des huit parties de l'oraison ?  Des trois puissances de l'âme, la mémoire, l'entendement et la volonté ?  De l'influence des planètes, Jupiter, Mars, Mercure, etc ?  De la qualité des étoiles majeures, fixes ou errantes ?  Des comètes crinées, tombantes et volantes ?  De la disparité des tempéraments flegmatiques, sanguins et mélancoliques ?  Des mouvements du coeur, systoliques et diastoliques ? "")",1.58,Substitution
455,"('#arlequin', ""Je ne sais ce que c'est, et c'est me faire outrage  Que vouloir d'un valet grossir mon équipage,  Cet affront est trop grand, et comment le souffrir ?  Quoi donc lorsque je puis à peine me nourrir,  Il faut que j'entretienne encore un domestique ? "")","('#arlequin', ""Hé, monsieur !  Je n'ai que faire de ce galimatias-là. "")",0.78,Substitution
456,"('#scaramouche', 'Que dites-vous, Monsieur, quelle mouche vous pique ?  Vous me désavouez, et ne connaissez pas...  . . . . . . . . . . . . .')","('#le-docteur', ""Est-ce de l'histoire ou de la fable que vous voulez que je vous parle ?  Commencerai-je par le déluge ?  Le jugement de Pâris ?  Les malheurs de Pyrame et de Thishé ?  L'incendie de Troie ?  Les erreurs d'Ulysse ?  Le passage d'Énée ?  Le sac de Carthage ?  La mort de Tarquin ?  Les triomphes de Scipion ?  La conjuration de Catilina ?  Le pas des Thermopyles ?  La bataille de Marathon ?  Eh !  Non, non, cent fois non, de par tous les diables, non.  Je voudrais savoir seulement si je dois épouser une brune ou une blonde.  Arlequin dit non à chaque demande. "")",1.38,Substitution
457,"('#arlequin', ""Encore un coup, mon cher, ta tête n'est pas saine  Et c'est mal à propos me causer de la peine. "")",,1.0,Insertion
458,"('#geronte', ""Mon gendre j'ai bien lieu de me plaindre de vous,  Vous manquez un peu trop au devoir d'un époux. "")","('#le-docteur', 'Eh !  Que ne parlez-vous donc !  Il y a deux heures que vous me faites chanter inutilement. ')",1.26,Substitution
459,"('#arlequin', 'Croyez-vous que toujours on y puisse suffire,  Vous parlez à votre aise et je vous laisse dire. ')","('#arlequin', 'Comment diable voulez-vous que je parle ?  Vous ne toussez ni ne crachez : je ne puis prendre mon temps.  Ouf ! ')",0.6,Substitution
460,,"('#le-docteur', 'Vous voulez donc savoir si vous devez épouser une brune ou une blonde ? ')",1.0,Deletion
461,"('#geronte', 'Vous avez enlevé la fille du Docteur. ')",,1.0,Insertion
462,"('#le-docteur', ""C'est trop sensiblement offenser mon honneur,  Quel dessein aviez-vous, dites-moi, je vous prie ?  Pourquoi mener ma fille en une hôtellerie ? "")","('#arlequin', 'Oui, monsieur.  Ah !  Nous y voilà, à la fin. ')",1.58,Substitution
463,"('#arlequin', ""Nouvelle vision, vous êtes fols tous deux,  Vous me feriez rougir si j'étais plus honteux,  Il n'en est rien. "")","('#le-docteur', ""Voulez-vous que je vous dise cela par les règles d'astronomie, prophétie, chronologie, analogie, physionomie, chimie, astrologie, hydromancie, éromancie, pyromancie, koscinomancie, chyromancie, nigromancie ? "")",1.69,Substitution
464,"('#le-docteur', 'En vain vous voulez vous défendre,  Qui fut ton ravisseur Isabelle ? ')","('#arlequin', ""Je ne m'en soucie pas, pourvu... "")",1.88,Substitution
465,"('#isabelle', 'Léandre. ')",,1.0,Insertion
466,"('#arlequin', 'Je vous ai, dites-vous, conduite au cabaret ? ')","('#le-docteur', ""Aimeriez-vous mieux que ce fût par le moyen de l'invocation, imprécation, multiplication, indiction, spéculation, superstition, interprétation, conjuration, prognostication, évocation ? "")",1.1,Substitution
