,la-fontaine-daphne,quinault-proserpine,Cost,Operation Type
282,"('#leucippe', ""Astres, soyez témoins de ces injustes fers. J'atteste ici tout l'Univers, Et les vents emportent ma plainte. Jupiter, je t'implore ; on veut forcer les coeurs : Il n'est plus de libres ardeurs, Ni d'autres lois que la contrainte. Loges-tu dans le ciel ou dans les antres sourds ? Écoutez-moi, déserts ; on m'ôte mes amours : Est-il douleur pareille ? Qui me consolera sur ce rocher fatal ? Leucippe est un spectacle à son cruel rival. Déserts, écoutez-moi : les dieux ferment l'oreille. Daphné entend cette plainte à l'un des coins du théâtre. "")","('#pluton', ""Vous qui reconnaissez ma suprême puissance, Donnez-moi des conseils, donnez-moi du secours. L'orgueilleux Jupiter m'offense, Il veut rompre aujourd'hui l'heureuse intelligence Que nous avions juré de conserver toujours. Les dieux ont aimé tous, et le Dieu du ciel-même S'est laissé cent fois enflammer. C'est la première fois que j'aime, Et l'on veut me ravir ce qui ma su charmer. Ah ! C'est une rigueur extrême De condamner un coeur à ne jamais aimer. C'est votre reine qu'on demande : Jupiter veut que je la rende, Et Mercure prétend l'enlever d'ici bas. Pouvons-nous endurer que l'on nous la ravisse ?"")",0.0,Match
283,"('#daphne', 'Qui vous consolera ? Ne le savez-vous pas ?')","('#le-choeur', ""Non, non, c'est une injustice Que nous ne souffrirons-pas."")",0.84,Substitution
284,"('#leucippe', ""Quoi ! Je vous vois ! C'est vous ! C'est ma princesse ! Hélas ! J'avais perdu l'espoir d'une faveur si douce. Craignez-vous d'approcher ?"")","('#pluton', ""Et par quel droit faut-il que Jupiter s'obstine À troubler le bonheur que l'amour me destine ? Mon pouvoir n'est-il pas indépendant du sien ? Gardons Proserpine, Les enfers ne rendent rien. Le choeur répète ces deux vers."")",1.39,Substitution
285,"('#daphne', ""Je sens qu'on me repousse : Quelque charme arrête mes pas. Mais, si c'est adoucir vos peines Qu'y prendre part, souffrir ces gênes, Gémir avec vous sous ces chitines, Vous aimer malgré tous, malgré Cieux, malgré Sort, Votre princesse en est capable."")","('#les-trois-juges-des-enfers', ""Proserpine a goûté des fruits de votre empire, Elle est à vous, on ne peut vous l'ôter. Aux arrêts du destin les dieux doivent souscrire, C'est vainement qu'on y veut résister."")",0.06,Substitution
286,"('#leucippe', 'Apollon, Apollon, tu fais un vain effort ! Je ne suis plus le misérable.')",,1.0,Insertion
287,"('#daphne', ""Hélas ! J'irrite un dieu jaloux et redoutable. À qui dois-je adresser ma voix ? Je n'ose t'invoquer, déesse de nos bois . Dans ta Cour, dans ton coeur, autrefois j'avais place ; L'amour m'en a bannie ; écoute toutefois : Je ne demande point pour grâce Que tu souffres mes feux, et qu'un hymen charmant Engage à d'autres dieux celle qui t'a servie ; Délivre seulement Mon amant, Et prends le reste de ma vie."")","('#pluton', ""Que le ciel menace, qu'il tonne ; Il faut que rien ne nous étonne, Nous avons pour nous en ce jour, Les destins et l'amour. Le choeur répète ces quatre vers."")",0.85,Substitution
288,"('#apollon', ""Pourquoi finir vos jours en des lieux pleins d'ennui ? Trouvez-vous le dieu du Parnasse Plus affreux qu'un désert ? Hélas ! ce dieu la chasse : Elle aime mieux mourir que régner avec lui. C'est toi qui nous causes ces peines. Mortel, contre les dieux oses-tu contester ? Daphné témoigne vouloir s'enfuir."")","('#les-trois-furies', ""Plutôt que de souffrir l'injure Que le ciel veut faire aux enfers, Renversons toute la nature Périsse l'univers. Le choeur répète les deux derniers vers."")",0.72,Substitution
289,"('#leucippe', 'Mes amours sont mes dieux.')",,1.0,Insertion
290,"('#apollon', ""Qu'on redouble ses chaînes Démons !"")","('#une-des-furies', 'Retirons les géants de leur prison obscure ; Des titans enchaînés il faut briser les fers :')",0.92,Substitution
291,"('#daphne', 'Faites-les arrêter. Pouvez-vous bien me voir à vos pieds toute en larmes, Sans vous laisser toucher le coeur ?')","('#les-furies #lechoeur', ""Renversons toute la nature, Périsse l'univers."")",1.72,Substitution
292,"('#apollon', ""Daphné, C'est contre vous que retournent ces armes. La pitié redouble vos charmes ; En combattant l'amour, elle le rend vainqueur. Votre douleur vous nuit ; vous en êtes plus belle. Venez, venez être immortelle : Je l'obtiendrai du Sort, ou je jure vos yeux Que les cieux Regretteront notre présence. Zéphyrs, enlevez-la malgré sa résistance."")","('#ceres', ""Déserts écartés, sombres lieux, Cachez mes soupirs et mes larmes. Mon désespoir a trop de charmes Pour les impitoyables dieux. Déserts écarté, sombres lieux, Cachez mes soupirs, et mes larmes. Les dieux étaient jaloux de mon sort glorieux ; C'est un doux spectacle à leurs yeux Que les malheurs cruels dont je suis poursuivie : Ils se font un plaisir de mes cris furieux ; Jupiter m'a livrée à leur barbare envie : Jupiter me trahit, ma fille m'est ravie. Je perds ce que j'aimais le mieux ; Infortunée, hélas ! Le jour m'est odieux, Et je suis pour jamais condamnée à la vie. Ah ! Je ne puis souffrir la lumière des cieux ! Mon désespoir a trop de charmes Pour les impitoyables dieux ; Déserts écartés, sombres lieux, Cachez mes soupirs, et mes larmes."")",0.0,Match
293,"('#daphne', 'Ô dieux ! Consentez-vous à cette violence ?')","('#ceres', ""Quels abîmes se sont ouverts ? Qu'entends-je ? Quel affreux murmure !"")",1.17,Substitution
294,,"('#voix-infernales', ""Renversons toute la nature. Périsse l'univers."")",1.0,Deletion
295,,"('#ceres', ""Le ciel n'est point touché des maux que j'ai soufferts, L'enfer prendrait-il part aux peines que j'endure."")",1.0,Deletion
296,,"('#voix-infernales', ""Renversons toute la nature. Périsse l'univers. Cérès répète ce dernier vers."")",1.0,Deletion
297,,"('#ceres', ""Ne m'apprendrez-vous point où ma fille peut être ?"")",1.0,Deletion
298,"('#diane', 'Démons, gardez de lui toucher ! Deviens laurier, Daphné ; Leucippe, sois rocher.')","('#arethuse', ""Votre ennemi secret veut se faire connaître ; Enfin vous pouvez tout savoir. De l'empire infernal le redoutable maître Tient votre fille en son pouvoir."")",1.08,Substitution
299,"('#apollon', ""Barbare, qu'as-tu fait ? Détruire un tel ouvrage ! Faire à ton frère un tel outrage ! Cruelle soeur, Cruelle, et cent fois plus sauvage Que les ours avec qui tu vis ! Que de trésors tu m'as ravis Rends-moi ces biens, rends-moi ce divin assemblage. Daphné, vous n'êtes plus, j'ai perdu mes amours, Et ne saurais perdre la vie Heureux mortels, vos Pleurs cessent avec Vos jours : La mort est un bien que j'envie. Puissent les cieux cesser leur cours ! Périsse l'Univers avecque ma princesse"")","('#ceres', ""L'enfer retient ma fille ! ô ciel ! ô sort barbare ! L'éternelle nuit nous sépare ! Ma chère Proserpine... ô regrets superflus ! Hélas ! Je ne la verrai plus ! Dieux ! Ma fille n'est point coupable, Pourquoi Pluton inexorable Veut-il dans les enfers l'accabler de douleur ?"")",0.26,Substitution
300,,"('#arethuse #alphee', ""C'est quelquefois un grand malheur Que d'être trop aimable."")",1.0,Deletion
301,"('#amour', ""Sèche tes pleurs, elle est déesse. Viens l'épouser : mes traits se sont assez vengés ; Ces mouvements de haine en amour sont changés."")","('#ceres', ""Pluton l'aime ! Et l'amour pour me désespérer Fait soupirer un coeur qui doit être inflexible !"")",0.68,Substitution
302,"('#apollon', ""Puis-je t'ajouter foi ? m'as-tu fait cette grâce ?"")",,1.0,Insertion
303,"('#amour', ""Viens l'éprouver."")","('#arethuse #alphee', ""Quel coeur se peut assurer D'être toujours insensible ? Quel coeur se peut assurer. De ne jamais soupirer ?"")",1.01,Substitution
304,"('#apollon', ""Allons, et que sur le Parnasse On célèbre des jeux à l'honneur de Daphné. Que le vainqueur y soit de laurier couronné. Bel arbre, adieu. je quitte à regret cette place, Et veux qu'à l'avenir on ceigne de lauriers Le front de mes sujets et celui des guerriers. Apollon monte dans le char où est l'Amour, et tous deux retournant au ciel. Le théâtre change aussitôt. Le Parnasse se découvre au fond. Quelques Mimes sont assises en divers endroits de sa croupe, et quelques poètes à leurs pieds. Sur le sommet, le palais du dieu se fait voir. Les deux côtés du théâtre sont deux galeries qui ressemblent à celles où on étale des raretés les jours de fête et les jours de foire. Là sont les archives du Destin. L'architecture est ornée de feuilles de laurier. Sous chaque portique est un buste ; il y en a neuf de conquérants et autant dé poètes ; les conquérants d'un côté, les poètes de l'autre. Les conquérants sont Cyrus, Alexandre, etc. ; et les poètes sont Homère, Anacréon, Pindare, Virgile, Horace, Ovide, l'Arioste, le Tasse, et Malherbe. Apollon a voulu que l'avenir fût montré en faveur de cette fête. "")","('#alphee', ""Le dieu qui pour elle soupire Est un des trois grands dieux, maîtres de l'univers."")",0.99,Substitution
305,,"('#arethuse', ""Elle est reine d'un vaste empire."")",1.0,Deletion
306,,"('#arethuse #alphee', 'Il est beau de régner même dans les enfers.')",1.0,Deletion
307,"('#un-poete-heroïque', ""Quel prince offre à mes yeux des lauriers toujours verts ? Je vois dans l'avenir cent potentats divers Lui disputer en vain l'honneur de la victoire. Ô toi, fils de Latone, amour de l'Univers, Protecteur des doux sons, des beaux-arts, des bons vers, Aide-nous à chanter sa gloire !"")","('#ceres', ""Quelque honneur qu'aux enfers on s'empresse à lui rendre, Elle n'en peut sortir, et je n'y puis descendre : Je la perds, je perds tout espoir Je ne pourrai jamais la voir."")",0.85,Substitution
308,"('#melpomene', ""Ce n'est pas l'ouvrage d'un jour : Sublime, allez dormir encor sur le Parnasse, Et vous, clairons, faites place Aux doux concerts de l'Amour."")","('#arethuse #alphee', ""Jupiter la demande, et l'enfer plein d'alarmes Pour la garder a pris les armes."")",0.87,Substitution
309,,"('#ceres', ""Jupiter n'est donc pas insensible aux regrets De la malheureuse Cérès ? Obtenez Dieu puissant que ma fille revienne ; Sans troubler votre paix j'irais suivre ses pas Si je pouvais passer dans la nuit du trépas : Ne souffrez plus que l'enfer la retienne, Grand dieu, c'est votre fille aussi bien que la mienne, C'est votre fille, hélas ! Ne l'abandonnez pas."")",1.0,Deletion
310,"('#philis', 'Les Zéphyrs sont de retour : Flore avec eux se promène.')","('#mercure', ""Tous les dieux sont d'accord, pour vous tout s'intéresse, Proserpine verra le jour, Elle suivra Cérès et Pluton tour à tour, Elle partagera son temps et sa tendresse Entre la nature et l'amour. Vous verrez votre fille, et Jupiter lui-même A pris soin qu'à vos voeux le sort ait répondu."")",1.34,Substitution
311,"('#daphnis', ""Savez-vous qui les ramène ? C'est l'Amour."")","('#ceres', ""Après une peine extrême Qu'un bien qu'on avait perdu Est doux quand il est rendu Par les soins de ce qu'on aime."")",0.85,Substitution
312,"('#philis', 'De quoi parle en ce séjour La savante Philomèle ?')",,1.0,Insertion
313,"('#daphnis', ""Et de quoi parlerait-elle, Que d'amour ?"")",,1.0,Insertion
314,"('#philis #daphnis', ""Faisons aussi notre cour Au printemps vêtu de roses ; Ayons, comme toutes choses, De l'amour."")",,1.0,Insertion
315,"('#un-poete-satirique', ""Aimez, mais permettez que je parle à mon tour. Comment faire Pour se taire ? Le monde est plein de sots, de l'un à l'autre bout ; Le passé, le présent, et l'avenir surtout. Comment faire Pour se taire ?"")",,1.0,Insertion
316,"('#choeur', 'Comment faire Pour se taire ?')",,1.0,Insertion
317,"('#thalie', ""Ridicules, envoyez-nous Les principaux d'entre vous. Cinq ridicules entrent sur la scène. C'est une coquette emportée, une précieuse, un méchant poète, un homme affectant le bel air, et un vieillard amoureux. "")",,1.0,Insertion
318,"('#le-mechant-poete', 'Quoi ! Dans ces lieux sacrés on souffre la satire !')",,1.0,Insertion
319,"('#thalie', ""Soyez les premiers à rire. Les ridicules se consolent et font une entrée, dansant tous sur les mêmes pas, et gardant toutefois, autant qu'ils peuvent, leur caractère.  Mercure, monté sur Pégase, descend au sacré vallon. Il interrompt la danse des ridicules, et vient présenter trois couronnes de laurier à ces trois genres de poésie. "")","('#mercure', ""L'hymen assemble tous les dieux De l'empire infernal de la terre et des cieux. Le ciel s'ouvre, et Jupiter paraît accompagné des divinités célestes. Pluton et Proserpine, sortent des enfers assis sur un trône, ou Cérès, va prendre place près de sa fille. Une troupe de divinités infernales richement parées, accompagnent Pluton. Et une troupe de divinités de la terre viennent prendre part à la joie de Cérès, et à la gloire de Proserpine."")",0.19,Substitution
320,"('#mercure', ""Chacun de vous doit être couronné : Recevez ces présents de la part de Daphné. Elle est maintenant déesse, Aimant le dieu de ces lieux : Poussez-en jusques aux cieux Des chants remplis d'allégresse. Mercure revole au ciel, ayant laissé Pégase sur le double mont. Quatre auteurs lyriques et autant de Muses du même genre viennent danser en témoignage de joie ; puis les ridicules se mêlent avec eux, formant de différentes figures avec des branches de laurier qu'ils portent tous, et dont ils se font des espèces de berceaux. C'est le grand ballet. "")","('#jupiter', ""Cérès, que de vos pleurs le triste cours finisse ; Qu'avec Pluton Proserpine s'unisse. Que l'on enchaîne pour jamais La discorde et la guerre, Dans les enfers, dans les cieux, sur la terre, Tout doit jouir d'une éternelle paix. Les choeurs répètent ces quatre derniers vers, et les divinités célestes, terrestres et infernales, témoignent par leurs chants et par leurs danses la joie qu'ils ont de voir l'intelligence rétablie entre les plus grands dieux du monde, par le mariage de Pluton et de Proserpine."")",0.0,Match
321,"('#une-muse-lyrique', ""Il n'est que de s'enflammer ; Laissez, laissez-vous charmer ; La raison vous y convie : Sans le dieu qui fait aimer, Que serait-ce que la vie ? Le grand ballet recommence encore."")",,1.0,Insertion
322,"('#autre-muse-lyrique', 'Chacun sert quelque désir ; Tout consiste à bien choisir ; Faites-vous de douces chaînes : En amour tout est plaisir, Et même jusques aux peines.')",,1.0,Insertion
323,"('#le-choeur', ""Aimez, doctes nourrissons : S'il n'était point d'amour, serait-il des chansons ?"")",,1.0,Insertion
