,regnard-coquette,regnard-divorce,Cost,Operation Type
318,"('#colombine', ""Je suis ravie, mesdames, d'avoir un voisinage aussi agréable que le vôtre.  Quand vous voudrez, nous jouerons ensemble ; mais je vous avertis que je suis la plus malheureuse fille du monde.  Elles se taisent encore. "")","('#trotenville', ""Qui n'est pas si difficile que l'autre !  Croyez-vous, mon ami, que la musique m'embarrasse ?  Je vous trouve plaisant."")",0.97,Substitution
319,"('#mezzetin', 'Nous faisons nos visites de quartier.  Une charrette de foin a fait un embarras, ce qui nous a obligées de nous sauver chez Lamy, où nous avons bu chacune trois bouteilles de vin pour nous désennuyer. ')",,1.0,Insertion
320,"('#colombine', 'Six bouteilles de vin à deux femmes ! ')","('#amilare', 'Je ne dis pas cela...  Allons.  Cupidon ne sait plus de quel bois faire flèche.  Cela ne vaut pas le diable.  Cu, cu, cu. Ils chantent ensemble. Bégayant.')",1.69,Substitution
321,"('#pasquariel', 'Il faut dire la vérité ; madame la Comtesse porte le vin comme un charme. ')",,1.0,Insertion
322,"('#mezzetin', ""Madame la Marquise veut qu'on lui rende justice, et qu'on lui dise qu'il n'y a point de Breton qu'elle ne boive par-dessous la jambe ; c'est bien le plus hardi vin de femme ! "")","('#trotenville', 'Cu, cu, cu...  Voilà un air bien puant.')",1.42,Substitution
323,"('#colombine', 'Avec ces talents-là, mesdames, il est à présumer que vous êtes mariées en Bourgogne ou en Champagne. ')","('#amilare', 'Allons, monsieur, tout de bon : cu, cu, cu...  Chantez donc juste, si vous voulez.')",1.6,Substitution
324,"('#mezzetin', ""Vous ne vous trompez point.  À propos de mariage, ma belle voisine, on m'a dit que vous couchiez la noce en joue.  Une fille comme vous peut-elle se résoudre à cette vilenie-là ? "")",,1.0,Insertion
325,"('#colombine', 'Pour moi, madame, je ne trouve rien de vilain à faire tout ce que le monde fait, et ce que vous avez fait vous-même. ')","('#trotenville', ""Oh !  Chantez juste vous-même ; je sais bien ce que je dis.  Est-ce que je ne vois pas bien qu'il faut marquer là une dissonance, et que l'octave s'entrechoquant avec l'unisson, vient à former un dièse bémol.  Mais, voyez cet ignorant !"")",1.04,Substitution
326,"('#mezzetin', ""Il est vrai ; mais je n'avais que quinze ans pour lors ; vous savez que c'est un âge terriblement scabreux pour une fille.  Pourrez-vous abandonner votre taille aux accidents du mariage ? "")","('#amilare', ""Monsieur, avec votre permission, si les musiciens n'en savent pas plus que vous, ce sont de grands ânes."")",1.43,Substitution
327,"('#colombine', ""J'ai assez de peine à m'y résoudre ; mais que voulez-vous ?  Il faut bien prendre le bénéfice avec les charges. "")","('#trotenville', 'Plaît-il, mon ami ?  Savez-vous que vous êtes un sot par nature, par bémol et par bécarre ?  Je vous apprendrai à insulter ainsi la croche française.')",1.43,Substitution
328,,"('#amilare', 'Un sot !  À moi !  Il donne de son chapeau dans le visage de Trotenville.')",1.0,Deletion
329,"('#pasquariel', ""Faites comme moi, mademoiselle ; depuis que j'ai épousé mon mari, nous ne couchons plus ensemble. "")","('#trotenville', ""Par la mort !  Par le sang ! ...  Mesdames, je vous donne le bonsoir.  Il s'en va d'un côté, et Amilaré de l'autre."")",1.5,Substitution
330,,"('#colombine', ""Ah !  Ah !  Ah !  De la manière qu'il s'y prenait, je croyais qu'il allait tout tuer."")",1.0,Deletion
331,"('#mezzetin', ""Cela est fort bon pour vous, madame la Marquise, qui avez quantité d'enfants de votre premier lit ; mais une fille qui se marie est bien aise de savoir au juste à quoi elle est propre. "")",,1.0,Insertion
332,"('#pasquariel', ""Pour moi, je suis malheureuse en garçons ; je n'en saurais élever ; je n'en ai plus que dix-sept. "")","('#arlequin', ""Oh çà !  Je vous dis encore une fois que nous nous brouillerons, si vous ne me tenez parole.  J'ai fait le barbier ; j'ai volé la bourse ; il y avait cent louis d'or dedans ; vous m'en avez promis dix : je prétends les avoir, ou je ne me mêle plus de rien."")",1.02,Substitution
333,"('#colombine', ""Dix-sept !  En vérité, madame, l'état vous est bien obligé de lui donner tant de bons sujets. "")","('#mezzetin', 'Que tu es impatient !  Je te les ai promis, et tu les auras ; et de plus, je te promets de te faire épouser Colombine ; mais il faut faire encore une petite fourberie.')",1.38,Substitution
334,"('#mezzetin', ""J'en aurais bien eu vingt-cinq ou trente, si tout était venu à profit ; mais les fausses couches ont fait de terribles brèches dans ma famille.  Le dirait-on à ma taille ? Il se promène."")","('#arlequin', ""Pour épouser Colombine, j'en ferais cinquante, des fourberies."")",0.9,Substitution
335,"('#colombine', ""Elle est d'une finesse extraordinaire ; on croirait que vous allez rompre. "")",,1.0,Insertion
336,"('#mezzetin', ""Depuis deux ans, Dieu merci, j'en suis un peu la maîtresse ; j'ai obligé monsieur le Comte à faire lit à part ; car je suis présentement bien revenue de la bagatelle. "")","('#mezzetin', ""Oh çà !  Tiens-toi un peu en repos, et laisse-moi rêver au moyen de t'introduire chez Monsieur Sotinet, pour rendre cette lettre à Isabelle."")",0.62,Substitution
337,,"('#arlequin', ""J'aurai Colombine, au moins."")",1.0,Deletion
338,,"('#mezzetin', ""Oui, vous dis-je, vous l'aurez.  Il rêve."")",1.0,Deletion
339,,"('#arlequin', ""Et Colombine m'aura-t-elle aussi ?"")",1.0,Deletion
340,"('#colombine', 'Et monsieur votre époux prendra-t-il toujours ce petit divorce en patience ? ')","('#mezzetin', ""Eh morbleu, oui !  Vous l'aurez, et elle vous aura.  Laissez-moi en repos.  Il rêve."")",0.99,Substitution
341,"('#mezzetin', 'Madame, il fera comme il pourra. ')","('#arlequin', ""Je l'aurai, je ne l'aurai pas ; je l'aurai, je ne l'aurai pas ; je l'aurai, je ne l'aurai pas : je ne l'aurai pas. Il pleure."")",1.55,Substitution
342,"('#pasquariel', 'Peut-on savoir, ma chère, qui vous épousez ? ')","('#mezzetin', ""Qu'est-ce ?  Qu'avez-vous ?  Pourquoi pleurez-vous ?\n"")",1.48,Substitution
343,"('#colombine', 'Plusieurs partis me recherchent ; mais mon père me destine à un bailli du Maine, et... ')",,1.0,Insertion
344,"('#pasquariel', 'À un bailli !...  À un bailli !...  Ah !  Ouf !  Je me trouve mal !  Un bailli !  Ah !  Quelle ordure !')","('#arlequin', ""Je n'aurai pas Colombine : hi, hi, hi !"")",1.56,Substitution
345,"('#colombine', 'Comment donc, madame !  Avez-vous des vapeurs ? ')","('#mezzetin', 'Qui est-ce qui vous a dit cela ?')",1.25,Substitution
346,,"('#arlequin', ""C'est la boutonomancie."")",1.0,Deletion
347,"('#mezzetin', ""Ah, mademoiselle !  Vous ne deviez jamais lâcher le mot de bailli.  À l'heure qu'il est, cela me dévoie.  Un bailli !  Encore si c'était un procureur fiscal !  Ils se jettent sur leurs siéges en faisant beaucoup de contorsions."")","('#mezzetin', ""Que le diable t'emporte, toi et la boutonomancie !  Laisse-moi songer en repos.  Je t'assure, encore une fois, que tu auras Colombine, le colombier, les pigeons, et tout ce qui a relation à elle.  Console-toi donc, et ne m'interromps pas davantage.  Il rêve."")",1.49,Substitution
348,"('#colombine', ""Ah !  Que je suis malheureuse !  Voilà deux femmes qui vont me demeurer dans les mains.  Holà, quelqu'un !  Mes laquais, ma femme de chambre ! "")","('#arlequin', 'Voilà Colombine. Et voici Arlequin.  Arlequin dit : bonjour, ma colombelle. Colombine répond : bonjour, mon pigeonneau...  Adieu, ma belle...  Adieu, mon... Il montre le doigt index de sa main droite. Il montre le doigt index de sa main gauche.')",1.49,Substitution
349,"('#mezzetin #pasquariel', 'Un bailli !  À la porte ils font beaucoup de cérémonies pour passer.')",,1.0,Insertion
350,"('#pasquariel', ""Non, madame, assurément je ne passerai pas, ou la peste m'étouffe ! "")","('#mezzetin', 'Adieu, vilain magot.  Tu ne veux donc pas te tenir un moment en repos ?')",1.21,Substitution
351,"('#mezzetin', 'Si je passe la première, je veux que cinq cent mille diables me tordent le cou ! À force de civilités, de contorsions, leurs coiffures tombent. ')","('#arlequin', 'Je répétais le compliment de noce.')",1.61,Substitution
352,"('#colombine', ""Non, je ne crois pas que de mémoire d'homme on ait reçu une visite aussi impertinente.  Elles n'ont que faire de me tant dégoûter du bailli ; si je l'épouse, ce ne sera qu'à mon corps défendant. Il y a ici quelques scènes italiennes, dans lesquelles Mezzetin et Pasquariel rendent compte à Octave du succès de leurs fourberies ; celui-ci les engage à ne pas s'en tenir là, et l'on concerte de se déguiser en Bohémiens, d'aller trouver Arlequin, et de lui dire sa bonne aventure. Ces scènes préparent les scènes françaises suivantes. "")","('#mezzetin', ""Pour vous empêcher de complimenter davantage, venez çà.  Si vous ôtez vos mains de là, vous n'épouserez point Colombine.  Il lui prend les mains, et les lui fourre dans sa ceinture. Il rêve."")",0.71,Substitution
353,"('#arlequin', 'Quand vous serez las de chanter, vous me direz peut-être ce que vous me voulez. Monsieur le meneur de ballets, peut-on savoir qui sont ces sauterelles-là ?  Ils continuent de chanter et de danser.  À Mezzetin.  Il montre les deux Bohémiennes.')","('#arlequin', 'Mezzetin !')",0.85,Substitution
354,,"('#mezzetin', 'Que vous plaît-il ?')",1.0,Deletion
355,,"('#arlequin', 'Y aura-t-il des violons à ma noce ?')",1.0,Deletion
356,"('#mezzetin', ""Monsieur, ce sont des filles surnaturelles, qui connaissent les astres, les langues, et tout ce qu'il y a de plus extraordinaire au monde et hors du monde ; elles ne parlent qu'en vers : enfin, ce sont des filles d'un mérite sublime. "")","('#mezzetin', ""Oui, il y aura des violons, des vielles, et de toutes sortes d'instruments.  Il rêve."")",1.53,Substitution
357,,"('#arlequin', 'Mezzetin !')",1.0,Deletion
358,,"('#mezzetin', ""J'enrage !  Que vous plaît-il ?"")",1.0,Deletion
359,"('#arlequin', 'Puisque ces créatures -là savent tant de belles choses, elles pourront donc bien me déterminer sur un mariage ? ')","('#arlequin', 'Et y dansera-t-on, à la noce ?')",0.98,Substitution
360,,"('#mezzetin', 'On y dansera ; oui, bourreau.  Ne te tairas-tu jamais ?  Il rêve.')",1.0,Deletion
361,"('#mezzetin', ""Vous ne pouvez pas mieux vous adresser. Il s'en va en chantant avec sa troupe. "")",,1.0,Insertion
362,"('#arlequin', ""Mesdames, pour venir à la conclusion,  Vous saurez que je sens une convulsion,  Un appétit, nommé vapeurs de mariage ;  Un... là... quelque Arlequin qui demande passage.  Me dois-je marier ?  Oh ! Vous avez raison.  Et vous, à votre avis, me marierai-je, ou non ?  C'est bien dit ; à ces mots il n'est point de réplique.  Dans leur langue, à mon tour, il faut que je m'explique.  Vous m'entendez donc bien : enfin, sans tant parler,  (Car cela vous fait mal) devrais-je convoler ? ) La première Bohémienne gesticule et ne dit mot.  La seconde Bohémienne gesticule et ne dit mot.  Il fait beaucoup de gestes sans rien dire, ensuite il continue. "")","('#arlequin', 'On dansera à ma noce, et je danserai avec Colombine !  Ah !  Quel plaisir !  Il danse.')",1.04,Substitution
363,,"('#mezzetin', ""Oh ! Pour le coup, c'en est trop. Couchez-vous, vite. Nous verrons un peu à présent si vous vous tiendrez en repos.  Imaginez-vous que vous êtes dans un lit, et que vous dormez. Arlequin se couche par terre."")",1.0,Deletion
364,,"('#arlequin', 'Je suis dans un lit ?')",1.0,Deletion
365,,"('#mezzetin', 'Oui, dans un lit, et Colombine est couchée avec vous. Il rêve.')",1.0,Deletion
366,"('#premiere-bohemienne', 'Oui. ')","('#arlequin', 'Mezzetin !')",1.28,Substitution
367,,"('#mezzetin', 'À la fin, il faudra que je change de nom.  Que voulez-vous ? ')",1.0,Deletion
368,,"('#arlequin', 'Fermez les rideaux du lit, de peur du vent.')",1.0,Deletion
369,"('#seconde-bohemienne', 'Non.')","('#mezzetin', 'Quelle patience ! \n Il rêve.')",1.27,Substitution
370,"('#arlequin', 'Comment ?')","('#arlequin', 'Mezzetin !')",1.18,Substitution
371,,"('#mezzetin', ""Encore !  Qu'est-ce qu'il y a, double enragé chien ?"")",1.0,Deletion
372,"('#premiere-bohemienne', 'Oui.')","('#arlequin', 'Donnez-moi le pot-de-chambre.')",1.2,Substitution
373,"('#seconde-bohemienne', 'Non.')","('#mezzetin', 'Tiens, voilà le pot-de-chambre ; puisses-tu pisser la parole !')",1.08,Substitution
374,"('#arlequin', 'Quelle peste de gamme !')",,1.0,Insertion
375,"('#premiere-bohemienne', ""C'est manquer de bon sens que de vivre sans femme. "")",,1.0,Insertion
376,"('#seconde-bohemienne', 'Et pour se marier, il faut être archi-fou.')",,1.0,Insertion
377,"('#arlequin', 'Celle-ci, par ma foi, lui rive bien son clou.')",,1.0,Insertion
378,"('#premiere-bohemienne', ""Oui, l'hymen est des dieux le plus parfait ouvrage ;  C'est le port assuré: dans le libertinage,  Le noeud qui nous unit avec de doux accords,  La porte des plaisirs qu'on goûte sans remords,  Le bridon qui retient la jeunesse fougueuse,  L'onguent qui guérit seul la brûlure amoureuse,  Des blessures du coeur l'appareil souverain,  Et la forge, en un mot, de tout le genre humain."")","('#arlequin', ""Ah !  Ma chère Colombine, que je t'embrasse, mon petit coeur, m'amour.  Il se roule sur le théâtre."")",1.03,Substitution
379,"('#arlequin', ""J'en connais bien pourtant de plus d'une fabrique,  Qui ne furent jamais faits dans cette boutique ;  Enfants du pur hasard ; et, sans aller plus loin,  J'en trouverais peut-être ici plus d'un témoin. "")","('#mezzetin', ""Tenez, tenez !  Si je prends un bâton, je te romprai bras et jambes à la fin.  Veux-tu t'arrêter ?  Lève tes pieds.  Si tu remues à présent, ou que tu parles, nous allons voir beau jeu.  J'habillerai Arlequin en chevalier ; il ira heurter à la porte de Sotinet : d'abord, voilà Colombine... Il lui fait lever les pieds, et s'assied sur ses genoux, un bâton à la main. Après avoir rêvé, il dit à lui-même : "")",1.06,Substitution
380,,"('#arlequin', ""Colombine !  Et où est-ce qu'elle est ?  Il ouvre ses genoux, et se lève pour voir Colombine. Mezzetin tombe, se relève, et court après Arlequin pour le frapper."")",1.0,Deletion
381,"('#seconde-bohemienne', ""Non, l'hymen, quel qu'il soit, est un dur esclavage,  Une mer où l'honneur bien souvent fait naufrage,  Un grand chemin rempli de voleurs dangereux,  Une terre fertile en bois malencontreux,  Un magasin de fraude, où l'on fait de commande  Marchandise mêlée et bien de contrebande ;  C'est l'écueil du plaisir : pour tout dire en un mot,  C'est une souricière où l'on attrape un sot. "")","('#sotinet', ""Madame, je vous déclare, pour la dernière fois, que je ne veux plus voir tout ce train-là dans ma maison.  Je ne sais plus qui y est maître.  Que ne payez-vous les gens à qui vous devez ?  Et pourquoi faut-il que j'aie tous les jours la tête rompue de vos folles dépenses, qui me mènent à l'hôpital ?  Je ne vois ici que des marchands qui apportent des parties, ou des maîtres qui demandent des mois."")",0.71,Substitution
382,"('#arlequin', ""Cet avis, à mon goût, vaut bien l'autre, madame. "")",,1.0,Insertion
383,"('#premiere-bohemienne', ""Un homme ne saurait vivre content sans femme ;  Sans elle une maison irait tout de travers :  Elle sait du destin partager les revers ;  Elle sert un mari, soulage sa vieillesse :  La femme est dans le monde un miroir de sagesse,  Le temple de l'honneur, le chef-d'oeuvre des cieux ;  La beauté fut son lot, l'esprit son apanage,  La vertu son domaine, et l'honneur son partage."")","('#isabelle', ""Ah !  Vraiment, je vous trouve plaisant !  J'aime assez vos airs de reproches !  Et depuis quand les maris prennent-ils ces hauteurs-là avec leurs femmes ?  Sachez, s'il vous plaît, monsieur, qu'un homme comme vous, qui a épousé une fille de qualité comme moi, est trop heureux quand elle veut bien s'abaisser à porter son nom. Mon mérite n'est-il pas bien soutenu d'avoir pour piédestal le nom de Monsieur Sotinet !  Madame Sotinet !  Ah !  Quelle mortification !  Je sens un soulèvement de coeur, quand j'entends seulement prononcer le nom de Monsieur Sotinet."")",0.86,Substitution
384,"('#arlequin', 'Oui, cela se disait du temps de Jean-de-Vert. ')","('#colombine', ""Et que n'en changez-vous, madame ?  N'est-ce pas la mode ?  Je connais un homme qui s'appelle Monsieur Josset, et sa femme se fait appeler la Marquise de Bas-Aloi."")",1.36,Substitution
385,"('#seconde-bohemienne', ""Plutôt que prendre femme, épousez un désert :  Par elle une maison va tout en décadence ;  Elle ne met jamais de frein à sa dépense ;  Elle accroît les chagrins, loin de les partager :  La femme est en tout temps un éminent danger,  Un vaisseau sur lequel le nocher le plus sage  Appréhende le calme autant qu'il fait l'orage ;  C'est l'arsenic du coeur : la fureur la conduit ;  L'inconstance en tout temps ou l'escorte ou la suit,  Et la vengeance, enfin, est toujours devant elle."")","('#sotinet', ""Taisez-vous, impertinente ; on ne vous parle pas.  Est-ce à vous à mettre là votre nez ?  Vous n'êtes pas plus sage que votre maîtresse."")",1.06,Substitution
386,"('#arlequin', ""Oh ! Vous avez raison ; je sais qu'une femelle  Qui prétend se venger d'un époux offensif,  Devient des animaux le plus vindicatif. "")","('#isabelle', ""Pourquoi voulez-vous qu'elle se taise, quand elle a raison ?  Ne sait-on pas assez dans le monde l'honneur que je vous ai fait, quand je vous ai épousé ?  Mais vous devez vous mettre en tête que je vous ai plutôt pris pour mon homme d'affaires que pour mon mari ; et je vous prie de ne plus vous mêler de ma conduite."")",1.14,Substitution
387,"('#premiere-bohemienne', ""Quand on la nomme un mal et doux et nécessaire,  C'est qu'on lui voit toujours quelque vertu pour plaire ;  Si le ciel ne l'a pas faite avec un beau corps,  Il aura sur l'esprit répandu ses trésors ;  Si des biens de fortune elle n'est point fournie,  Elle se fait un fonds de son économie :  La sotte d'ordinaire a l'esprit complaisant,  La folle quelquefois plaît par son enjouement ;  Dans une femme, enfin, toujours quelque mérite  De ses petits défauts aisément nous racquitte."")","('#colombine', ""Madame parle comme un oracle ; toutes les paroles qu'elle dit sont des sentences que toutes les femmes devraient apprendre par coeur."")",1.54,Substitution
388,"('#arlequin', ""Qui nous racquittera, dites-nous, s'il vous plaît,  Lorsque de notre honneur elle tire intérêt ? "")","('#sotinet', ""Vous devriez mourir de honte de la vie que vous menez.  On n'entend parler d'autre chose que de votre jeu et de vos dépenses.  Nous demeurons dans la même maison, et il y a huit jours que je ne vous ai rencontrée.  Vous vous allez promener quand je me couche, et vous ne vous couchez que quand je me lève."")",1.48,Substitution
389,"('#seconde-bohemienne', ""Si de quelques vertus les femmes sont pourvues,  Ces vertus de défauts sont souvent corrompues ;  La belle est toujours bête, ou croit qu'un teint fleuri  Est un trop beau morceau pour un sot de mari ;  La savante ne dit que vers, métamorphose,  Et méprise un époux qui ne parle qu'en prose :  Celle qui d'un beau sang voit ses pères issus,  Vous compte ses aïeux pour toutes ses vertus.  Non, quelque qualité qui règne dans son âme,  Quelque vertu qu'elle ait, c'est toujours une femme ;  C'est-à-dire attentive à l'amant qui languit,  Et vous savez, casta quam nemo rogavit."")","('#isabelle', ""Ah !  Colombine, ne te souviens-tu point de ce petit air que m'apprit hier monsieur le marquis ?  Je l'ai oublié."")",1.22,Substitution
390,"('#arlequin', ""Voilà, je vous l'avoue, un extrait de sorcière,  Que les femmes devraient jeter dans la rivière :  Elle en dit peu de bien. "")","('#colombine', ""Non, madame ; mais, si vous voulez, je vais vous en chanter un que je viens d'apprendre.  La, la, la."")",1.4,Substitution
391,"('#seconde-bohemienne', ""Touchez là, j'en dirai,  Foi de fille d'honneur, sitôt que j'en saurai. "")","('#sotinet', ""Te tairas-tu donc, coquine ?  Il y a longtemps que je suis las de tes impertinences.  C'est toi qui me la gâtes, et un grand traîneur d'épée qui ne bouge d'ici.  Mais j'empêcherai bien que cela ne dure, et je veux que tu sortes tout présentement de chez moi. Allons, qu'on déniche tout-à-l'heure."")",0.59,Substitution
392,"('#arlequin', 'Mais parlez-moi français ;... là, si je me marie,  Ne serai-je point,... là... ')","('#colombine', ""Moi ? Je n'en ferai rien."")",1.16,Substitution
393,"('#premiere-bohemienne', 'Quoi, là ?')","('#sotinet', ""Tu n'en sortiras pas ?"")",1.41,Substitution
394,,"('#colombine', ""Non, je n'en sortirai pas."")",1.0,Deletion
395,"('#arlequin', 'Je vous en prie,  Ne me déguisez rien. ')",,1.0,Insertion
396,"('#premiere-bohemienne', 'Quoi donc ? ')","('#sotinet', 'Comment donc ?  Est-ce que je ne suis pas le maître ici ?')",0.94,Substitution
397,"('#arlequin', ""Là, ce qu'était  Peut-être votre époux dans le temps qu'il vivait. "")","('#colombine', 'Pardonnez-moi.')",1.17,Substitution
398,"('#premiere-bohemienne', ""Voilà donc l'enclouure et le mot péremptoire :  Sur ce point douloureux on en fait bien accroire,  Et l'on en dit bien plus qu'on n'en fait à Paris ;  Ce sont là des terreurs pour les petits esprits... "")",,1.0,Insertion
399,"('#arlequin', 'Et pour les grands parfois. ')",,1.0,Insertion
400,"('#premiere-bohemienne', 'Des visions cornues  Que les hommes vont mettre en leurs têtes fourchues. ')",,1.0,Insertion
401,"('#arlequin', 'Ce sont elles, morbleu, qui nous les plantent là,  De par Belzébuth. ')",,1.0,Insertion
402,"('#premiere-bohemienne', ""Bon ! Approchez, venez çà ;  Regardez-moi bien. Non, vous n'avez point la mine  De recevoir échec de la gent féminine.  Vous êtes beau, joli, bien fait..."")","('#sotinet', 'Je ne pourrai pas mettre dehors une coquine de servante quand il me plaira ?')",1.46,Substitution
403,"('#arlequin', 'Assurément. ')","('#colombine', 'Je ne dis pas cela.')",1.28,Substitution
404,,"('#sotinet', 'Eh !  Pourquoi dis-tu donc que tu ne sortiras pas ?')",1.0,Deletion
405,"('#premiere-bohemienne', ""Vous avez de l'esprit, le port fier, l'air charmant ;  Allez, ne craignez rien. "")","('#colombine', ""C'est que je vous aime trop."")",1.55,Substitution
406,"('#arlequin', ""Mauvaise sauvegarde  Contre les accidents qu'une femme vous garde. "")",,1.0,Insertion
407,"('#seconde-bohemienne', 'Moi je dis, à vous voir seulement par le dos... ')","('#sotinet', ""Je ne veux pas que tu m'aimes, moi ; je veux que tu me haïsses."")",1.71,Substitution
408,"('#arlequin', 'Ah, ciel ! Nous y voilà. ')",,1.0,Insertion
409,"('#seconde-bohemienne', ""Je vous dis en deux mots  Que vous avez tout l'air, la physionomie,  L'oeil, le nez, la façon, la métoposcopie  D'un homme à qui l'on doit faire un mauvais parti.  Je vois sur votre teint bien du brouillamini.  Vos aspects sont malins, vous avez le front large ;  Vous me portez tout l'air d'en avoir une charge."")","('#colombine', ""Il m'est impossible ; je sens pour vous une tendresse...  Allez, cela n'est guère bien de n'avoir pas plus de naturel pour des gens qui vous affectionnent. Elle pleure."")",1.32,Substitution
410,"('#arlequin', 'Ah ! Je sens déjà là...  Il se touche la tête. ')","('#sotinet', 'Oh !  La bonne bête !')",1.59,Substitution
411,"('#premiere-bohemienne', 'Animal défiant,  Vous croyez donc... ')",,1.0,Insertion
412,"('#arlequin', ""Ma foi ! Je crois à l'ascendant.  Ce grand front, cet aspect... Dans cette conjoncture,  Je crains bien de payer un jour avec usure  Tous les frais de la guerre. Allons, tant que quelqu'un  Plus courageux que moi prendra femme en commun,  Je prétends me servir des droits du voisinage,  Et laisser qui voudra goûter du mariage.  En ces occasions, on court plus de danger  À bâtir sur son fonds que sur un étranger.  Je ne tâterai point de la cérémonie. "")",,1.0,Insertion
413,"('#premiere-bohemienne', ""Vous n'en tâterez point ! Halte-là, je vous prie. "")","('#isabelle', ""Eh bien !  Monsieur, aurez-vous bientôt fait ?  Savez-vous que je ne m'accommode point de tous vos dialogues.  Je vous prie, monsieur, de vous en aller dans votre appartement, et de me laisser en repos dans le mien.  Sitôt que je suis un moment avec vous, mes vapeurs me prennent d'une violence épouvantable."")",0.89,Substitution
414,"('#seconde-bohemienne', 'Point de femme, morbleu ! ')","('#sotinet', ""Je m'ennuie bien aussi d'y être, madame, et je voudrais..."")",1.35,Substitution
415,"('#premiere-bohemienne', ""Si vous n'en prenez pas,  Vous n'avez pas encor trois jours à vivre."")","('#isabelle', ""Ah !  Colombine, je n'en puis plus.  Soutiens-moi.  De l'eau de la reine d'Hongrie.  Hai !"")",1.75,Substitution
416,"('#arlequin', 'Hélas ! ')",,1.0,Insertion
417,"('#seconde-bohemienne', ""Et si vous en prenez, moi, je vous signifie  Que demain, au plus tard, vous n'êtes pas en vie.  Elles le prennent chacune par une manche de son habit. "")","('#colombine', ""Hé ! Monsieur, retirez-vous ; voilà madame qui trépasse, et je la garantis morte, si vous ne décampez tout-à-l'heure."")",0.66,Substitution
418,"('#arlequin', ""C'en est fait, je suis mort ! Je n'en puis revenir.  Prédiseuses du diable, ah ! Laissez-moi partir. "")","('#colombine', ""Là, là, revenez ; il est parti : cela vaut bien mieux qu'une bouteille d'eau de la reine d'Hongrie.  Ma foi !  Madame, je ne sais pas ce que vous faites de cet homme-là ; mais je sais bien, moi, ce que j'en ferais, si j'étais à votre place.  Quel moyen de vivre avec lui ?  Il a toute la journée le gosier ouvert pour faire enrager tout le monde. "")",0.98,Substitution
419,"('#premiere-bohemienne', ""Avant de vous quitter, il faut que je vous voie  À côté d'une femme."")","('#isabelle', ""À te dire vrai, Colombine, je suis bien lasse de la vie que je mène.  C'est un homme qui n'est jamais dans la route de la raison ; il a des travers d'esprit qui me désolent.  Mais que veux-tu ?  Je suis mariée ; c'est un mal sans remède.  Toute ma consolation est que nous nous ferons bien enrager tous deux."")",1.22,Substitution
420,"('#arlequin', ""Ah ! Plutôt qu'on me noie !"")","('#colombine', ""Mariée !  Voilà une belle affaire !  Est-ce là ce qui vous embarrasse ?  Bon, bon !  On se démarie aussi facilement qu'on se marie ; et je savais toujours bien, moi, que tôt ou tard il en fallait venir là ; il n'y avait pas de raison autrement.  Il ne tiendra donc qu'à faire impunément enrager les femmes, sous prétexte qu'elles sont douces et qu'elles n'aiment pas le bruit !  Oh !  Vous en aurez menti, messieurs les maris ; et quand il n'y auroit que moi, j'y brûlerai mes livres, ou cela sera autrement.  Donnez-moi la conduite de cette affaire-là ; vous verrez comme je m'y prendrai."")",1.26,Substitution
421,"('#seconde-bohemienne', ""Pour vous laisser, je veux vous mettre hors d'état  De pouvoir à jamais sortir du célibat."")","('#isabelle', ""Mon_Dieu !  Colombine, je voudrais bien n'en point venir là : je fais même tout ce que je puis pour avoir quelque estime pour Monsieur Sotinet ; mais je ne saurais en venir à bout.  Je voudrais, Colombine, que tu fusses mariée ; tu verrais si c'est une chose si aisée que d'aimer un mari."")",1.31,Substitution
422,"('#arlequin', ""N'en faites rien ; je suis le dernier de ma race. "")","('#colombine', ""Bon !  Est-ce que je ne le sais pas bien ?  N'allez pas aussi vous mettre en tête de le vouloir faire ; vous y perdriez vos peines et votre temps."")",1.55,Substitution
423,"('#premiere-bohemienne', 'Que de bruit !')",,1.0,Insertion
424,"('#seconde-bohemienne', ""Qu'on me suive."")",,1.0,Insertion
425,"('#arlequin', ""Hé ! Mesdames, de grâce !  Un accord : je serai six mois de l'an garçon,  Et six mois marié. "")",,1.0,Insertion
426,"('#premiere-bohemienne', 'Marchez. ')",,1.0,Insertion
427,"('#seconde-bohemienne', ""Que de façon !  Elles le tiraillent de façon qu'elles emportent chacune une manche de son habit. Il crie au voleur. D'autres Bohémiens l'entourent, dansent autour de lui et le volent. "")",,1.0,Insertion
428,"('#colombine', ""Je n'entends point parler de notre bailli ; il faut que le traité de cette charge de marquis l'arrête chez quelque notaire.  Il n'en est pas encore où il pense ; je lui garde le meilleur pour le dernier. "")","('#isabelle', ""Et va, va ; je n'y tâche que de bonne sorte.  Mais nous perdons bien du temps.  Je dois aller passer l'après-dînée chez la marquise : viens achever de m'habiller dans mon cabinet."")",1.15,Substitution
429,"('#le-laquais', 'Mademoiselle, voilà un bel esprit qui monte, madame Pindaret.')","('#colombine', 'Mais, madame, qui est-ce qui entre là ?')",0.94,Substitution
