,dufresny-chevalier-joueur,regnard-joueur,Cost,Operation Type
769,"('#le-chevalier', ""Prêter !  À moi prêter !  Je n'emprunte jamais."")","('#valere', ""Celui qui te viendra le premier sous la main ; Il m'importe peu ; prends dans ma bibliothèque."")",0.74,Substitution
770,,"('#hector', 'Voilà Sénèque.')",1.0,Deletion
771,,"('#valere', 'Lis.')",1.0,Deletion
772,,"('#hector', 'Que je lise Sénèque ?')",1.0,Deletion
773,,"('#valere', 'Oui. Ne sais-tu pas lire ?')",1.0,Deletion
774,,"('#hector', ""Eh ! Vous n'y pensez pas ; Je n'ai lu de mes jours que dans des almanachs."")",1.0,Deletion
775,,"('#valere', 'Ouvre, et lis au hasard.')",1.0,Deletion
776,,"('#hector', 'Je vais le mettre en pièces.')",1.0,Deletion
777,,"('#valere', 'Lis donc. ""Chapitre six. Du mépris des richesses. La fortune offre aux yeux des brillants mensongers ; Tous les biens d\'ici-bas sont faux et passagers ; Leur possession trouble, et leur perte est légère : Le sage gagne assez quand il peut s\'en défaire."" Lorsque Sénèque fit ce chapitre éloquent, Il avait, comme vous, perdu tout son argent. Hector lit.')",1.0,Deletion
778,,"('#valere', ""Vingt fois le premier pris ! Dans mon coeur il s'élève Des mouvements de rage. Allons, poursuis, achève. Il s'assied."")",1.0,Deletion
779,"('#frontin', ""L'argent de Madame vous a porté bonheur, ne le méconnaissez pas."")","('#hector', '""L\'or est comme une femme ; on n\'y saurait toucher, Que le coeur, par amour, ne s\'y laisse attacher. L\'un et l\'autre en ce temps, sitôt qu\'on les manie, Sont deux grands rémoras pour la philosophie. "" N\'ayant plus de maîtresse, et n\'ayant pas un sou, Nous philosopherons maintenant tout le soûl.')",1.24,Substitution
780,,"('#valere', 'De mon sort désormais vous serez seule arbitre, Adorable Angélique... achève ton chapitre.')",1.0,Deletion
781,,"('#hector', '""Que faut-il ? ... ""')",1.0,Deletion
782,,"('#valere', ""Je bénis le sort et ses revers, Puisqu'un heureux malheur me rengage en vos fers. Finis donc."")",1.0,Deletion
783,,"('#hector', '""Que faut-il à la nature humaine ? Moins on a de richesse, et moins on a de peine. C\'est posséder les biens que savoir s\'en passer."" Que ce mot est bien dit ! Et que c\'est bien penser ! Ce Sénèque, Monsieur, est un excellent homme. Était-il de Paris ?')",1.0,Deletion
784,"('#le-chevalier', ""Quoi !  Les deux cents pistoles que tu m'a données, c'est Madame qui..."")","('#valere', 'Non, il était de Rome. Dix fois à carte triple être pris le premier !')",1.29,Substitution
785,,"('#hector', 'Ah ! Monsieur, nous mourrons un jour sur un fumier.')",1.0,Deletion
786,,"('#valere', ""Il faut que de mes maux enfin je me délivre : J'ai cent moyens tout prêts pour m'empêcher de vivre, La rivière, le feu, le poison, et le fer."")",1.0,Deletion
787,"('#frontin', ""Je vous l'ai dit, Monsieur, c'est le mémoire."")","('#hector', 'Si vous vouliez, Monsieur, chanter un petit air ; Votre maître à chanter est ici : la musique Peut-être calmerait cette humeur frénétique.')",1.74,Substitution
788,"('#le-chevalier', 'Tu es un coquin.')","('#valere', 'Que je chante !')",1.69,Substitution
789,"('#frontin', 'Monsieur.')","('#hector', 'Monsieur...')",0.06,Substitution
790,,"('#valere', 'Que je chante, bourreau ! Je veux me poignarder ; la vie est un fardeau Qui pour moi désormais devient insupportable.')",1.0,Deletion
791,"('#le-chevalier', 'Un fripon.')","('#hector', ""Vous la trouviez pourtant tantôt bien agréable. Qu'un joueur est heureux ! Sa poche est un trésor ; Sous ses heureuses mains le cuivre devient or, Disiez-vous."")",1.51,Substitution
792,"('#frontin', 'Ah !')","('#valere', 'Ah ! Je sens redoubler ma colère.')",1.47,Substitution
793,,"('#hector', ""Monsieur, contraignez-vous, j'aperçois votre père."")",1.0,Deletion
794,"('#le-chevalier', ""Ne t'ai-je pas défendu en présence de Madame de parler du mémoire ?"")","('#geronte', 'Pour quel sujet, mon fils, criez-vous donc si fort ? Est-ce toi, malheureux, qui causes ce transport ? À Hector.')",1.3,Substitution
795,"('#frontin', ""C'est une faute de jugement."")",,1.0,Insertion
796,"('#le-chevalier', 'Voici de quoi vous rendre.')","('#valere', 'Non pas, Monsieur.')",1.82,Substitution
797,,"('#hector', 'Ce sont des vapeurs de morale Qui nous vont à la tête, et que Sénèque exhale.')",1.0,Deletion
798,,"('#geronte', ""Qu'est-ce à dire Sénèque ?"")",1.0,Deletion
799,,"('#hector', ""Oui, Monsieur : maintenant Que nous ne jouons plus, notre unique ascendant C'est la philosophie, et voilà notre livre ; C'est Sénèque."")",1.0,Deletion
800,"('#la-comtesse', ""C'est une bagatelle."")","('#geronte', ""Tant mieux : il apprend à bien vivre. Son livre est admirable et plein d'instructions, Et rend l'homme brutal maître des passions."")",1.99,Substitution
801,"('#le-chevalier', 'Non, Madame, il faut...')","('#hector', ""Ah ! Si vous aviez lu son traité des richesses, Et le mépris qu'on doit faire de ses maîtresses ; Comme la femme ici n'est qu'un vrai rémora, Et que, lorsqu'on y touche... on en demeure là... Qu'on gagne quand on perd... que l'amour dans nos âmes... Ah ! Que ce livre-là connaissoit bien les femmes !"")",1.32,Substitution
802,,"('#geronte', 'Hector en peu de temps est devenu docteur.')",1.0,Deletion
803,"('#la-comtesse', 'Non, je veux que vous gardiez cela.')","('#hector', 'Oui, Monsieur, je saurai tout Sénèque par coeur.')",1.41,Substitution
804,"('#le-chevalier', ""Écoutez, Madame, il y a des argents heureux.  Je veux encore gagner avec le vôtre.  Le jeu me doit cent mille écus, et je les gagnerai dans peu ; j'ai attrapé la veine."")","('#geronte', ""Je vous cherche en ces lieux avec impatience, Pour vous dire, mon fils, que votre hymen s'avance. Je quitte le notaire, et j'ai vu les parents, Qui, d'une et d'autre part, me paraissent contents. Vous avez vu, je crois, Angélique ? Et j'espère Que son consentement..."")",0.57,Substitution
805,,"('#valere', ""Non, pas encor, mon père. Certaine affaire m'a..."")",1.0,Deletion
806,"('#la-comtesse', ""Vous pourriez concevoir des espérances plus solides, s'il était vrai que vous eussiez pour moi..."")","('#geronte', ""Vraiment, pour un amant, Vous faites voir, mon fils, bien peu d'empressement. Courez-y : dites-lui que ma joie est extrême ; Que, charmé de ce noeud, dans peu j'irai moi-même Lui faire compliment, et l'embrasser..."")",0.82,Substitution
807,"('#le-chevalier', 'Beaucoup de respect, Madame, de vénération pour vos vertus.')","('#hector', 'Tout doux ! Monsieur fera cela tout aussi bien que vous.')",0.99,Substitution
808,,"('#valere', ""Pénétré des bontés de celui qui m'envoie, Je vais de cet emploi m'acquitter avec joie."")",1.0,Deletion
809,"('#la-comtesse', ""Frontin m'a expliqué vos sentiments, et..."")","('#hector', ""Il vous plaira toujours d'être mémoratif D'un papier que tantôt, d'un air rébarbatif, Et même avec scandale..."")",1.21,Substitution
810,,"('#geronte', 'Oui-dà ! Laisse-moi faire. Le mariage fait, nous verrons cette affaire.')",1.0,Deletion
811,"('#le-chevalier', 'Maraud !  Tu me fais parler je crois ?')","('#hector', ""J'irai donc, sur ce pied, vous visiter demain."")",1.3,Substitution
812,"('#frontin', ""Prenons patience, Madame, quand la perte l'aura humilié, il nous traitera tous deux plus respectueusement."")","('#geronte', ""Graces au ciel, mon fils est dans le bon chemin : Par mes soins paternels il surmonte la pente Où l'entraînait du jeu la passion ardente. Ah ! Qu'un père est heureux, qui voit en un moment Un cher fils revenir de son égarement !"")",1.1,Substitution
813,"('#la-comtesse', ""Votre vanité vous fait prendre à la lettre...  Je voulais seulement connaître votre ingratitude...  On sait le mépris que j'ai pour les hommes, et je n'en connais point de si méprisables que vous."")","('#dorante', ""Hé ! Madame, cessez d'éviter ma présence. Je ne viens point, armé contre votre inconstance, Faire éclater ici mes sentiments jaloux, Ni par des mots piquants exhaler mon courroux. Plus que vous ne pensez, mon coeur vous justifie. Votre légèreté veut que je vous oublie : Mais loin de condamner votre coeur inconstant, Je suis assez vengé si j'en puis faire autant."")",0.33,Substitution
814,"('#le-chevalier', 'Un, deux, trois, quatre, cinq.')",,1.0,Insertion
815,"('#frontin', ""Voici la fille de votre Lingère et Madame Brusquan ; les Créanciers sont des animaux d'un instinct admirable, ils sentent l'argent d'une lieue loin."")","('#angelique', ""Que votre emportement en reproches éclate ; Je mérite les noms de volage, d'ingrate. Mais enfin de l'amour l'impérieuse loi À l'hymen que je crains m'entraîne malgré moi : J'en prévois les dangers ; mais un sort tyrannique..."")",1.06,Substitution
816,"('#madame-brusquan', ""Bonjour, Monsieur, bonjour ; le Portier m'a dit que vous ne parliez à personne, cela m'a fait croire que vous aviez de l'argent."")",,1.0,Insertion
817,"('#le-chevalier', 'Dix-huit, dix-neuf, et vingt.')",,1.0,Insertion
818,"('#madame-brusquan', 'En voilà, Dieu merci ; si vous ne me payez, je vais faire la diablesse.')","('#dorante', ""Votre coeur est hardi, généreux, héroïque : Vous voyez devant vous un abîme s'ouvrir, Et vous ne laissez pas, Madame, d'y courir."")",1.09,Substitution
819,"('#babiche', ""Monsieur, ma mère vous supplie très humblement de vous souvenir d'elle à votre commodité."")",,1.0,Insertion
820,"('#le-chevalier', 'Vingt-huit, vingt-neuf et trente.')",,1.0,Insertion
821,"('#babiche', ""Si je vous incommode, moi, je m'en irai."")","('#nerine', ""Quand j'en devrais mourir, je ne puis plus me taire. Je vous empêcherai de terminer l'affaire : Ou si dans cet amour votre coeur engagé Persiste en ses desseins, donnez-moi mon congé. Je suis fille d'honneur ; je ne veux point qu'on dise Que vous ayez sous moi fait pareille sottise. Valère est un indigne ; et, malgré son serment, Vous voyez tous les jours qu'il joue impunément."")",0.74,Substitution
822,"('#madame-brusquan', 'Si je vous incommode, moi, je coucherai ici.')",,1.0,Insertion
823,"('#frontin', ""Je suis bien en peine, laquelle des deux sera plutôt payée ; l'une par brutalité, l'autre par douceur."")","('#angelique', ""En faveur de mon faible il faut lui faire grâce : De la fureur du jeu veux-tu qu'il se défasse, Hélas ! Quand je ne puis me défaire aujourd'hui Du lâche attachement que mon coeur a pour lui ?"")",1.12,Substitution
824,"('#le-chevalier', ""Vous prenez mal votre temps, je n'ai pas un sol."")",,1.0,Insertion
825,"('#frontin', ""Son faible est de ne payer ni l'une ni l'autre."")",,1.0,Insertion
826,"('#le-chevalier', ""Ne voyez-vous pas que c'est de l'argent du jeu, si je lui dérobais seulement une pistole, je reperdrais tout, vous ne voudriez pas me ruiner.  Écoutez, Madame Brusquan, j'ai d'autres fonds destinés pour mes créanciers ; dans peu de temps il me sera dû quelque petite partie d'une petite rente..."")","('#dorante', 'Ces feux sont trop charmants pour vouloir les éteindre. Je ne suis point, Madame, ici pour vous contraindre. Mon neveu vous épouse ; et je viens seulement Donner à votre hymen un plein consentement.')",1.1,Substitution
827,,"('#nerine', ""Madame La Ressource ici ! Qu'y viens-tu faire ?"")",1.0,Deletion
828,"('#madame-brusquan', 'La petite partie de la petite rente sont de petites raisons...  Mort de ma vie...')","('#madame-la-ressource', ""Je cherche un cavalier pour finir une affaire... On tâche, autant qu'on peut, dans son petit trafic, À gagner ses dépens en servant le public."")",1.35,Substitution
829,,"('#angelique', 'Cette Nérine-là connaît toute la France.')",1.0,Deletion
830,"('#babiche', 'Ah !  Je ne saurais entendre jurer des femmes, adieu Monsieur.')","('#nerine', ""Pour vivre, il faut avoir plus d'une connoissance. C'est une illustre au moins, et qui sait en secret Couler adroitement un amoureux poulet : Habile en tous métiers, intrigante parfaite ; Qui prête, vend, revend, brocante, troque, achète, Met à perfection un hymen ébauché, Vend son argent bien cher, marie à bon marché."")",1.51,Substitution
831,"('#le-chevalier', ""Adieu l'aimable Babiche, elle embellit tous les jours."")","('#madame-la-ressource', 'Votre bonté pour moi toujours se renouvelle ; Vous avez si bon coeur...')",0.89,Substitution
832,"('#frontin', ""Vous voyez qu'on gagne avec lui par la douceur."")","('#nerine', 'Il fait bon avec elle, Je vous en avertis. En bijoux et brillants, En poche elle a toujours plus de vingt mille francs.')",1.45,Substitution
833,"('#frontin', 'Que ne vous faites-vous dire aussi que vous embellissez tous les jours.')","('#dorante', ""Mais ne craignez-vous point qu'un soir dans le silence ? ..."")",1.34,Substitution
834,,"('#nerine', 'Bon, bon ! Tous les filous sont de sa connaissance.')",1.0,Deletion
835,,"('#madame-la-ressource', 'Nérine rit toujours.')",1.0,Deletion
836,,"('#nerine', 'Montrez-nous votre écrin.')",1.0,Deletion
837,"('#madame-brusquan', ""Écoutez, je sais que vous faites ici l'amoureux d'une Mademoiselle Angélique, je m'en vais carillonner chez elle...  Si..."")","('#madame-la-ressource', ""Volontiers. J'ai toujours quelque hasard en main. Regardez ce brillant ; je vais en faire affaire Avec et pardevant un conseiller-notaire. Pour certaine chanteuse on dit qu'il en tient là."")",1.02,Substitution
838,"('#dorante', 'Doucement, Madame, doucement.')","('#nerine', ""Le drôle veut passer quelque acte à l'opéra."")",1.34,Substitution
839,"('#madame-brusquan', 'Mais, Monsieur Dorante, voulez-vous me répondre de trois cents livres ?')","('#nerine', 'Mais voici la Comtesse.')",1.75,Substitution
840,"('#dorante', 'Allez, je vous donne ma parole ; allez donc.')","('#madame-la-ressource', ""On m'attend ; je vous quitte."")",1.27,Substitution
841,"('#le-chevalier', "" Vous voyez l'insolence, j'allais payer cette créature-là, si elle avait pris le parti de la douceur ; et je la payerai dans peu, seulement pour dégager votre parole."")","('#nerine', ""Non, non ; sur vos bijoux j'ai des droits de visite."")",1.49,Substitution
842,"('#dorante', ""Brisons là-dessus.  Qu'est-ce donc, Chevalier, j'apprends qu'Angélique a rompu de nouveau avec vous."")",,1.0,Insertion
843,"('#le-chevalier', ""J'obtiendrai facilement pardon, quand on gagne on n'a pas tort ; et je n'aurais pas joué sans un pressentiment sûr.  On ne refuse point à gagner sûrement deux mille louis d'or."")",,1.0,Insertion
844,"('#dorante', 'Angélique ne se payera pas de cette excuse.')",,1.0,Insertion
845,"('#le-chevalier', ""Elle s'en payera ; elle est trop raisonnable, je crois qu'elle s'en payera ; en tout cas l'état d'un garçon aisé a de quoi consoler."")",,1.0,Insertion
846,"('#frontin', ""Ma foi oui ; se marier, ne se point marier, à l'heure qu'il est, nous déciderions cela à croix ou pile."")","('#la-comtesse', 'Votre choix est-il fait ? Peut-on enfin savoir À qui vous prétendez vous marier ce soir ?')",0.32,Substitution
847,"('#dorante', ""L'indifférence où je vous vois pour Angélique m'autorise à vous donner un avis."")","('#angelique', 'Oui, ma soeur, il est fait ; et ce choix doit vous plaire, Puisque avant moi pour vous vous avez su le faire.')",1.51,Substitution
848,"('#le-chevalier', ""Volontiers nous nous disons nos vérités sans nous fâcher ; nous sommes deux rivaux d'une bonne pâte."")","('#la-comtesse', 'Apparemment, Monsieur est ce mortel heureux, Ce fidèle aspirant dont vous comblez les voeux ?')",1.72,Substitution
849,"('#dorante', ""Si quelque revers de fortune que vous ne prévoyez pas vous redonnait de l'empressement pour le mariage, vous avez une ressource, j'ai remarqué dans la Comtesse des dispositions pour vous ; elle est beaucoup plus riche qu'Angélique."")","('#dorante', ""À ce bonheur charmant je n'ose pas prétendre. Si madame eût gardé son coeur pour le plus tendre, Plus que tout autre amant j'aurais pu l'espérer."")",0.6,Substitution
850,"('#frontin', ""Monsieur a raison, j'aimerais mieux tromper la plus riche."")","('#la-comtesse', ""La perte n'est pas grande, et se peut réparer."")",1.55,Substitution
851,,"('#le-marquis', ""Charmé de vos beautés, je viens enfin, Madame, Ici mettre à vos pieds et mon corps et mon âme. Vous serez, par ma foi, Marquise cette fois ; Et j'ai sur vous enfin laissé tomber mon choix."")",1.0,Deletion
852,,"('#madame-la-ressource', ""Cet homme m'est connu."")",1.0,Deletion
853,"('#dorante', ""Convenez de bonne foi qu'Angélique n'eût pas été fort heureuse avec vous."")","('#la-comtesse', ""Monsieur, je suis ravie De m'unir avec vous le reste de ma vie. Vous êtes gentilhomme et cela me suffit."")",1.28,Substitution
854,,"('#le-marquis', 'Je le suis du déluge.')",1.0,Deletion
855,,"('#madame-la-ressource', ""Oui, c'est lui qui le dit."")",1.0,Deletion
856,"('#le-chevalier', ""N'eût pas été !  Comment donc n'eût pas été ?  J'espère bien qu'elle le sera ; je vous conseille de la plaindre, la pauvre enfant sera fort à plaindre avec des aubaines comme cela...  Mon cher ami, vous serez le seul à plaindre de cette affaire-ci ; mais consolez-vous, l'espérance est votre partage.  Vous pouvez attendre Angélique en secondes noces ; je suis usé moi par le jeu, je mourrai quelque jour, et pour lors Angélique fera une très jolie veuve. Montrant son xhapeau plein d'argent."")","('#le-marquis', ""En faisant avec moi cette heureuse alliance, Vous pourrez vous vanter que gentilhomme en France Ne tirera de vous, si vous me l'ordonnez, Des enfants de tout point mieux conditionnés. Vous verrez si je mens. Ah ! Vous voilà, Madame. Et que faites-vous donc ici de cette femme ? Apercevant Madame La Ressource. À la Comtesse."")",0.34,Substitution
857,,"('#nerine', 'Vous la connaissez ?')",1.0,Deletion
858,,"('#le-marquis', ""Moi ? Je ne sais ce que c'est."")",1.0,Deletion
859,"('#dorante', ""Vous devenez bien insultant dans la prospérité ; allez, tous vos procédés vous rendent indignes d'avoir des amis, et je vous déclare que je ne vous ménagerai pas plus que vous ménagez Angélique."")","('#madame-la-ressource', 'Ah ! Je vous connais trop, moi, pour mon intérêt. Quand vous résoudrez-vous, Monsieur le gentilhomme Fait du temps du déluge, à me payer ma somme, Mes quatre cents écus prêtés depuis cinq ans ?')",0.75,Substitution
860,"('#le-chevalier', ""Je lui pardonne de se fâcher, il aime sans être aimé ; c'est une situation affligeante."")",,1.0,Insertion
861,"('#frontin', ""Depuis un quart d'heure de prospérité, ressource méprisée !  Ami perdu !  Maîtresse oubliée."")","('#le-marquis', 'Pour me les demander, vous prenez bien le temps.')",1.36,Substitution
862,"('#le-chevalier', ""Voici ma ressource, mon ami et ma maîtresse.  Il faut convenir que le jeu est une charmante chose.  Le jeu est un Pérou pour un homme qui a de la conduite.  J'ai remarqué que je gagne toujours sept fois de suite ; ainsi je serai riche sans avoir obligation à personne.  Je vais commencer par me faire un revenu sûr.  Bonne table, gros équipages ; mais il ne faut pas laisser refroidir le bonheur : on va ouvrir chez la Baronne."")","('#madame-la-ressource', 'Je veux, aux yeux de tous, vous en faire avanie, À toute heure, en tous lieux.')",1.33,Substitution
863,"('#frontin', 'Monsieur, il serait pourtant bon de ménager Angélique, et de voir la situation de son esprit.')","('#le-marquis', 'Hé ! Vous rêvez, ma mie.')",1.54,Substitution
864,"('#le-chevalier', ""Vois cela toi, vois, vois cela, je suis accablé d'affaires."")","('#madame-la-ressource', ""Voici le grand merci d'obliger des ingrats. Après l'avoir tiré d'un aussi vilain pas... Baste..."")",1.07,Substitution
865,"('#frontin', 'Cependant vous devriez...')","('#la-comtesse', 'Parlez, parlez.')",0.97,Substitution
866,,"('#madame-la-ressource', ""Non, non ; il est trop rude D'aller de ses parents montrer la turpitude."")",1.0,Deletion
867,"('#le-chevalier', ""Je prétends bien la voir aujourd'hui."")","('#la-comtesse', 'Comment donc ?')",1.67,Substitution
868,"('#frontin', ""Ah !  C'est quelque chose...  lui dirai-je, que vous la verrez à sept, huit, neuf heures."")",,1.0,Insertion
869,"('#le-chevalier', 'La séance ne sera pas encore finie.')","('#le-marquis', 'Ah ! Je grille.')",1.56,Substitution
870,"('#frontin', 'Entre neuf et dix.')",,1.0,Insertion
871,"('#le-chevalier', ""Bon à dix heures, on commence la grosse partie chez l'Abbé."")","('#madame-la-ressource', 'Au Châtelet, sans moi, On le verrait encor vivre aux dépens du roi.')",1.62,Substitution
872,"('#frontin', ""À onze heures, aussi c'est bien tard."")","('#nerine', 'Quoi ! Monsieur_le_Marquis...')",1.59,Substitution
873,"('#le-chevalier', ""À onze heures, non, c'est l'heure des femmes piquées."")",,1.0,Insertion
874,"('#frontin', 'Et à minuit Angélique sera couchée.')",,1.0,Insertion
875,"('#le-chevalier', ""N'importe, va, demande-lui toujours son heure : je cours à la fortune."")","('#madame-la-ressource', ""Lui, Marquis ! C'est l'Épine. Je suis Marquise donc, moi qui suis sa cousine ? Son père était huissier à verge dans Le Mans."")",1.56,Substitution
876,,"('#le-marquis', 'Vous en avez menti. Maugrebleu des parents ! À part.')",1.0,Deletion
877,,"('#madame-la-ressource', ""Mon oncle n'était pas huissier ? Qu'il t'en souvienne."")",1.0,Deletion
878,,"('#le-marquis', 'Son nom était connu dans le haut et bas Maine.')",1.0,Deletion
879,,"('#nerine', 'Votre père était donc un Marquis exploitant ?')",1.0,Deletion
880,"('#frontin', 'Monsieur.')","('#angelique', 'Vous aviez là, ma soeur, un fort illustre amant.')",1.28,Substitution
881,"('#le-chevalier', 'Courons à la fortune, la fortune nous attend, courons, courons à la fortune.')","('#madame-la-ressource', ""C'est moi qui l'ai nourri quatre mois sans reproche, Quand il vint à Paris en guêtres, par le coche."")",1.62,Substitution
882,"('#frontin', ""La fortune nous attend...  courons...  courons à la fortune...  elle nous attend à l'Hôpital."")","('#le-marquis', ""D'accord, puisqu'on le sait, mon père était huissier, Mais huissier à cheval ; c'est comme chevalier. Cela n'empêche pas que dans ce jour, Madame, Nous ne mettions à fin une si belle flamme : Jamais ce feu pour vous ne fut si violent ; Et jamais tant d'appas..."")",1.67,Substitution
883,"('#le-chevalier', 'Il faut avouer que le jeu est une passion bien abominable.')","('#la-comtesse', 'Taisez-vous, insolent.')",1.69,Substitution
884,"('#frontin', 'Le jeu est un Pérou pour un homme qui a de la conduite.')","('#le-marquis', 'Insolent ! Moi qui dois honorer votre couche, Et par qui vous devez quelque jour faire souche !')",1.54,Substitution
885,"('#le-chevalier', 'Pour ce maudit jeu on oublie tout, devoir, fortune, amis maîtresse. Ah !  Mon pauvre Frontin ! Embrassant Frontin.')","('#la-comtesse', ""Sors d'ici, malheureux ; porte ailleurs ton amour."")",1.03,Substitution
886,"('#frontin', ""Vos deux mille Louis d'or sont partis ; mais en récompense il vous est revenu de la douceur d'esprit et de la morale."")","('#le-marquis', ""Oui ! L'on agit de même avec les gens de cour ! On reconnaît si mal le rang et le mérite ! J'en suis, parbleu, ravi. Pour le coup je vous quitte, J'ai, pour briller ailleurs, mille talents acquis ; Je vais m'en consoler. Allons, saute, Marquis."")",0.6,Substitution
887,,"('#la-comtesse', ""Je n'y puis plus tenir, ma soeur, et je vous laisse. Avec qui vous voudrez finissez de tendresse ; Coupez, taillez, rognez, je m'en lave les mains. Désormais, pour toujours, je renonce aux humains."")",1.0,Deletion
888,,"('#dorante', 'Ils prennent leur parti.')",1.0,Deletion
889,,"('#madame-la-ressource', ""La rencontre est plaisante ! Je l'ai démarquisé bien loin de son attente : J'en voudrais faire autant à tous les faux marquis."")",1.0,Deletion
890,"('#le-chevalier', ""Je serais à demi consolé, si le Marquis me rapportait le portrait qu'il m'a gagné ; il m'a promis de venir me le mettre sur une carte contre un petit contrat qui me reste encore là-haut."")","('#nerine', ""Vous auriez, par ma foi, bien à faire à Paris. Il est tant de traitants qu'on voit, depuis la guerre, En modernes seigneurs sortir de dessous terre, Qu'on ne s'étonne plus qu'un laquais, un pied-plat, De sa vieille mandille achète un marquisat."")",0.86,Substitution
891,,"('#angelique', 'Vous avez découvert ici bien du mystère.')",1.0,Deletion
892,"('#frontin', 'Vous avez perdu le portrait de votre maîtresse ?')",,1.0,Insertion
893,"('#le-chevalier', 'Que veux-tu, quand la fureur du jeu me possède...')","('#madame-la-ressource', ""De quoi s'avise-t-il de me rompre en visière ? Mais aux grands mouvements qu'en ce lieu je puis voir, Madame se marie."")",1.43,Substitution
894,"('#frontin', ""Vous joueriez l'Original s'il était garni de diamants."")","('#nerine', 'Oui, vraiment, dès ce soir.')",1.51,Substitution
895,"('#le-chevalier', ""J'entends le Marquis, il monte à ma chambre.  Va dire à Angélique que je suis dans un instant au rendez-vous qu'elle m'a donné, je vais regagner son portrait."")","('#madame-la-ressource', ""J'en ai bien de la joie. Il faut que je lui montre Deux pendants de brillants que j'ai là de rencontre. J'en ferai bon marché. Je crois que les voilà ; Ils sont des plus parfaits. Non, ce n'est pas cela ; C'est un portrait de prix, mais il n'est pas à vendre."")",0.86,Substitution
896,,"('#nerine', 'Faites-le voir.')",1.0,Deletion
897,"('#frontin', ""Il va regagner au plus vite, oui...  c'est-à-dire perdre le petit Contrat unique.  Ah !  Pauvre petit Contrat !  Vous m'aviez été promis pour mes salaires, peut-être qu'en ce moment mon contrat est facé."")","('#madame-la-ressource', 'Non, non ; on doit me le reprendre.')",1.13,Substitution
898,,"('#nerine', ""Oh ! Je suis curieuse ; il faut me montrer tout. Que les brillants sont gros ! Ils sont fort de mon goût. Mais que vois-je, grands dieux ! Quelle surprise extrême ! Aurais-je la berlue ? Eh ! Ma foi, c'est lui-même. Ah ! ... Elle fait un grand cri."")",1.0,Deletion
899,,"('#angelique', ""Qu'as-tu donc, Nérine ? Et te trouves-tu mal ?"")",1.0,Deletion
900,,"('#nerine', 'Votre portrait, Madame, en propre original.')",1.0,Deletion
901,,"('#angelique', 'Mon portrait ! Es-tu folle ?')",1.0,Deletion
902,"('#nerine', ""Oh je suis lasse de suivre votre colère de chambre en chambre ; vous entrez chez la Comtesse pour lui parler, et vous en ressortez sans lui avoir rien dit ; vous appelez Dorante, puis vous lui tournez le dos.  Marcher à grands pas, rester immobile, pâlir, rougir, fureur, tendresse, enrager, soupirer, la crise est violente, je souhaite qu'elle tourne à bien ; en vérité les discours de ce petit vilain-là, votre portrait joué, le rendez-vous manqué, tout cela devrait bien vous déterminer."")","('#nerine', 'Ah ! Ma pauvre maîtresse, Faut-il vous voir ainsi durement mise en presse ?')",0.66,Substitution
903,"('#angelique', 'Ah !')","('#madame-la-ressource', 'Que veut dire ceci ?')",1.19,Substitution
904,,"('#angelique', 'Tu te trompes. Vois mieux.')",1.0,Deletion
905,"('#frontin', 'Madame...')","('#nerine', 'Regardez donc vous-même, et voyez par vos yeux.')",1.87,Substitution
906,,"('#angelique', ""Tu ne te trompes point, Nérine ; c'est lui-même ; C'est mon portrait, hélas ! Qu'en mon ardeur extrême Je viens de lui donner pour prix de ses amours, Et qu'il m'avait juré de conserver toujours."")",1.0,Deletion
907,,"('#madame-la-ressource', ""Votre portrait ! Il est à moi, sans vous déplaire ; Et j'ai prêté dessus mille écus à Valère."")",1.0,Deletion
908,"('#angelique', 'Ingrat !')","('#angelique', 'Juste ciel !')",0.88,Substitution
909,,"('#nerine', 'Le fripon !')",1.0,Deletion
910,,"('#dorante', 'Je veux aussi le voir.')",1.0,Deletion
911,"('#frontin', ""Ce n'est pas moi."")","('#madame-la-ressource', ""Ce portrait m'appartient, et je prétends l'avoir."")",1.03,Substitution
912,,"('#dorante', ""Laissez-moi le garder un moment, je vous prie : C'est la seule faveur qu'on m'ait faite en ma vie."")",1.0,Deletion
913,"('#angelique', 'Mépris, fourberie, mensonge.')","('#angelique', ""C'en est fait : pour jamais je le veux oublier."")",1.88,Substitution
914,"('#frontin', ""Ce sont les vertus de son état. Ah !  Madame...  c'est le jeu.  Il fuyait le péril, lorsqu'un Marquis déterré s'est opiniâtré à le poursuivre les cartes à la main ; Laissez-moi, dit mon maître, on m'attend pour signer un contrat de mariage.  Mauvaise excuse, dit le Marquis, mêlant malicieusement les cartes à nos yeux : au jeu comme en amour, l'objet triomphe des résolutions, vous le savez, Madame.  Par exemple, si vous voyez mon maître à vos genoux, l'objet... je vais faire venir... l'objet. À Angélique."")","('#nerine', ""S'il met votre portrait ainsi chez l'usurier, Étant encore amant, il vous vendra, Madame, À beaux deniers comptants, quand vous serez sa femme. Mais le voici qui vient. À trois ou quatre pas, De grace, éloignez-vous, et ne vous montrez pas. À Madame La Ressource."")",0.0,Match
915,"('#nerine', ""Et vous serez assez lâche pour l'attendre ?"")","('#madame-la-ressource', 'Mais pourquoi ? ...')",1.34,Substitution
916,"('#angelique', 'Hélas !')","('#dorante', 'Du portrait ne soyez plus en peine.')",1.57,Substitution
