,barante-arlequin-misanthrope,biancollelli-foire-galante,Cost,Operation Type
423,"('#arlequin', ""Bon bon ! Nous sommes de la même étoffe ; Et Philosophe, ou non, Madame, il est écrit, Que l'on a de l'amour, quand on a de l'esprit, Cet esprit voit en vous de quoi me satisfaire, Vos petites façons ont le secret de plaire, Et le sort me donnant femme et lieux à mon choix Je crois qu'il ne faut pas que j'en fasse à deux fois."")","('#arlequin', ""Que d'ustensiles différents, Pour attirer les soupirants. Toujours par la toilette, Hé bien ! Triomphe une coquette, Vous m'entendez [bien]. Il se mire. Ma foi, je suis un beau garçon, J'ai le nez tout à fait mignon, Ma figure est gentille, Hé bien ! Si j'étais une fille, Vous m'entendez bien. Je veux me poudrer, me rougir, Me vermillonner, me blanchir. Et pour fuir les alarmes, Hé bien ! Mettre à profit mes charmes, Vous [m'entendez bien]. Puisque j'ai l'air si féminin, Je veux par un discours badin, Contrefaire le style, Hé bien ! D'une coquette babille, Vous m'entendez [bien]. Puis aussi sur un ton nouveau, Feindre la voix d'un damoiseau, Qui prétend faire emplette, Hé bien ! Du coeur d'une coquette, Vous [m'entendez bien]. Madame, à vos appas, Je viens pour rendre hommage. Heureux si sans partage, Je puis entre vos bras, Ne m'entendez-vous pas. Il répond pour la femme. Je le connais trop bien, Vous cherchez à me plaire, Vous êtes téméraire, Et vous ne valez rien, Je le connais trop bien. L'homme. Ah ! faites plus de cas D'une si belle flamme. Je vous aime, Madame, Et voudrais bien, hélas ! Ne m'entendez-vous pas ? La femme. Vous êtes trop pressant, Ma vertu s'effarouche. Soyez moins violent, Vous êtes trop pressant. L'homme. Ah ! l'aimable museau, Et que ta gorge est belle. Je veux, ma tourterelle, Être ton tourtereau. Ah ! l'aimable museau. Il baise sa main. La femme. Fi donc, petit badin, Qu'osez-vous entreprendre ? Vous êtes trop malin. Fi donc, petit badin, L'homme. Rien ne peut m'arrêter, Dans ma vive tendresse. La femme. Je suis une Lucrèce, Pourquoi me tourmenter ? Vous voulez m'affronter. L'homme. Cupidon m'a vaincu, Mon aimable Silvie. La femme. Finissez, je vous prie, Respectez ma vertu, Ou vous serez battu. L'homme. Tous vos efforts sont vains, Charmante impératrice. La femme. Ah ! Monsieur le Jocrisse, Quittez de tels desseins, Ne jouez plus des mains. Arlequin s'assied et s'adresse à une chaise qui est devant lui et chante sur l'air Ne m'entendez-vous pas."")",0.14,Substitution
424,"('#colombine', ""Vous ne rougissez pas d'avoir tant de faiblesse, Vous que l'on voit prêcher une austère sagesse ? Vous qui vous gendarmez sur les défauts d'autrui ?"")","('#le-docteur', ""Que faites vous ici, Madame la carogne ? Reconnaissant Arlequin. Quoi ! c'est vous, chien d'ivrogne Qui babillez ainsi ? Sortez vite d'ici. Il le chasse."")",0.68,Substitution
425,"('#arlequin', ""C'est là le grand talent du sage d'aujourd'hui, Loup-garou, fier, hargneux, farouche, impraticable, Sur les moindres défauts toujours inexorable, Regardant les plaisirs d'un oeil indifférent, Voilà comme il se montre au vulgaire ignorant. Mais quand se dérobant aux yeux de tout le monde, En un réduit rustique il peut mener sa blonde, Qu'il sait bien au milieu des plaisirs les plus doux, Apprécier de l'amour les plus exquis ragoûts ! Tout cela ne nuit pas à l'austère sagesse, Et la vertu ne gît qu'à cacher sa faiblesse, Ne vous entêtez point d'un chimérique honneur, Croyez-moi."")","('#le-docteur', ""D'une jeune beauté, la garde est difficile, Mes soins seront-ils superflus ? Je ne m'étonne point si l'on voit des cocus, Au manège d'amour la femme est trop habile. Air : La nuit ramène en vain, parodie."")",0.23,Substitution
426,"('#colombine', ""Je ne puis en revenir, Seigneur, Quoi vous, qui détestant tous les mauvais usages ; Cherchez de la vertu dans ces antres sauvages, Qui voyez en pitié le reste des humains ; Osez faire éclater de criminels desseins ? Mais quand il serait vrai que votre âme enflammée De mes faibles attraits se sentirait charmée, Faut-il presser les gens, faut-il brusquer les coeurs ? Si vous avez pour moi de sincères ardeurs, D'un air moins violent faites-le moi paraître."")","('#le-docteur', ""C'est à vous de servir mon âme vigilante, Je vous ai destiné mon aimable servante. Contre tous vos rivaux, je prétends vous armer, À grands coups de tricot, il faut les abimer."")",0.33,Substitution
427,"('#arlequin', ""La mode est aujourd'hui d'aimer en Petit Maître, C'est le goût général, Madame, et les abbés Même avant les Robins y sont enfin tombés. Tous nos hommes ont l'art d'attaquer et de prendre, Mais nos femmes n'ont pas celui de se défendre."")","('#scaramouche', ""Je suis prêt à faire rage, Je punirai qui m'outrage. Ah ! quel horrible carnage, Et que de sang répandu. J'ai perdu la connaissance. Tout excite ma vengeance, Évitez donc ma puissance, Ou bien vous serez battu. Air : Trembleurs Il les chasse."")",1.14,Substitution
428,"('#colombine', 'Mais nous voyons de graves Magistrats, Des Abbés réservés...')",,1.0,Insertion
429,"('#arlequin', ""Ne vous y fiez pas, Tel qu'on voit en public faire le bon apôtre, Sous deux doigts de verrouil, est homme comme un autre. La différence enfin du rabat au plumet, Se réduit à ceci : l'un dit plus qu'il ne fait, L'autre en ses actions tout rempli de mystère, Sait chercher son plaisir, en jouir et se taire. Mais qui vient nous troubler en ce doux entretien ? Examinons si c'est ou quelque chose, ou rien. Vous fuyez mes transports, en Amante discrète ? Allez, j'irai bientôt être leur interprète."")","('#arlequin', ""Ne verrai-je jamais le jour Qui doit couronner mon amour ? Vous brûlez d'une faible flamme, Ah ! c'est trop offenser mes feux. Hélas ! je voudrais bien, Madame, Nous voir accoupler tous les deux. Air : Voulez-vous savoir qui des deux"")",0.45,Substitution
430,"('#arlequin', ""Quelle révérence !  Encore...  Ouf.  Je n'y saurais durer."")","('#colombine', ""De quels reproches encor venez-vous m'alarmer ? Votre amour, quelque temps, ne peut-il se contraindre ? Que sert, ingrat, de vous aimer ? De vous, hélas ! j'ai tout à craindre. Air opéra."")",0.76,Substitution
431,"('#monsieur-de-geresol', 'Je ne sais, Monsieur, si vous nous connaissez.')",,1.0,Insertion
432,"('#arlequin', ""Non, et je n'en ai même aucune envie."")",,1.0,Insertion
433,"('#monsieur-de-geresol', 'Nous venons vous assurer de nos respects.')",,1.0,Insertion
434,"('#monsieur-de-la-cabriole', ""Nous n'avons pas voulu manquer cette occasion de vous faire la révérence."")",,1.0,Insertion
435,"('#arlequin', 'En voilà déjà plus de quinze de faites.')",,1.0,Insertion
436,"('#monsieur-de-geresol', ""Vous voyez, Monsieur, dans Monsieur de la Cabriole, les meilleurs pieds, et la plus belle jambe du monde.  C'est le héros des chaconnes et des rigodons."")",,1.0,Insertion
437,"('#monsieur-de-la-cabriole', ""Monsieur de Geresol est de mes amis, il me flatte ; mais il parlerait plus sincèrement, s'il vous disait qu'il est le Lulli de Quatre-vingt-seize."")",,1.0,Insertion
438,"('#arlequin', 'À vous la balle, Monsieur.')",,1.0,Insertion
439,"('#monsieur-de-geresol', 'Monsieur de la Cabriole est le Coryphée des Danseurs.')",,1.0,Insertion
440,"('#monsieur-de-la-cabriole', 'Monsieur de Geresol est la fleur, et la crème des musiciens.')",,1.0,Insertion
441,"('#arlequin', 'Hé bien, monsieur le Coryphée, et vous monsieur la Crème, que voulez-vous ?')",,1.0,Insertion
442,"('#monsieur-de-geresol', 'Vous faire une proposition que vous ne pouvez refuser ?')",,1.0,Insertion
443,"('#monsieur-de-la-cabriole', ""Vous donner des moyens assurés de joindre l'agréable à l'utile."")",,1.0,Insertion
444,"('#arlequin', 'Promesses de Musicien !')",,1.0,Insertion
445,"('#monsieur-de-geresol', 'Dites un mot, et nous vous faisons trente mille livres de rente.')",,1.0,Insertion
446,"('#monsieur-de-la-cabriole', 'Vous vous enrichissez sans appauvrir personne.')",,1.0,Insertion
447,"('#arlequin', ""Ce n'est guères la manière de ce temps-ci.  Mais enfin ?"")",,1.0,Insertion
448,"('#monsieur-de-la-cabriole', 'Mais enfin, si vous voulez nous croire, vous ferez dans votre nouvelle Ville, une Académie de Danse et de Musique.')",,1.0,Insertion
449,"('#monsieur-de-geresol', ""Il n'y a pas de divertissement plus agréable au public, ni plus utile aux particuliers."")",,1.0,Insertion
450,"('#arlequin', ""Il est vrai que personne ne se plaint de l'Opéra, et que tout le monde y trouve son compte."")",,1.0,Insertion
451,"('#monsieur-de-la-cabriole', ""Son compte !  Et sans l'Opéra que deviendraient les bons airs, les pieds bien tournés, les visages plâtrés, et les jolis gosiers ?"")",,1.0,Insertion
452,"('#arlequin', ""Il est vrai.  Sans l'Opéra comment subsisteraient tant d'honnêtes fainéants ?  Que deviendraient tant de beautés, qui tirent tout leur mérite de l'Orchestre ?"")","('#arlequin', ""Je ne me plaindrais pas, Mais en vain je vous aime. Si vous m'aimiez de même, Ma Colombine, hélas ! Je ne me plaindrais pas. Air : Ne m'entendez-vous pas."")",0.93,Substitution
453,"('#monsieur-de-la-cabriole', ""L'Opéra est un trésor inépuisable dont on ne voit jamais le fonds."")",,1.0,Insertion
454,"('#monsieur-de-geresol', ""C'est un abyme, un labyrinthe de ressources qu'on ne connaît qu'à mesure qu'on les creuse."")",,1.0,Insertion
455,"('#monsieur-de-la-cabriole', ""Tout y rapporte son revenu jusqu'aux rides d'une Coquette surannée."")",,1.0,Insertion
456,"('#monsieur-de-geresol', ""C'est une terre où on sème des sons et des gambades pour recueillir des pistoles."")",,1.0,Insertion
457,"('#arlequin', 'Mais encore, sur quoi assignez-vous les trente milles pistoles de rente que vous proposez ?')",,1.0,Insertion
458,"('#monsieur-de-la-cabriole', 'Sur la souplesse de mon jarret. Il saute.')",,1.0,Insertion
459,"('#monsieur-de-geresol', 'Sur la douceur de mon gosier. Il fredonne.')","('#colombine', 'Vous plaignez-vous, ingrat, De ma flamme parfaite. Vous aimez, Marinette, Perfide scélérat. Mais... à bon chat, bon rat.')",1.16,Substitution
460,"('#monsieur-de-la-cabriole', ""Sur la fraîcheur d'Oriane."")",,1.0,Insertion
461,"('#monsieur-de-geresol', 'Sur les petites façons de Corisande.')",,1.0,Insertion
462,"('#monsieur-de-la-cabriole', 'Sur les Minauderies des Chanteuses.')",,1.0,Insertion
463,"('#monsieur-de-geresol', 'Sur le blanc et le rouge des Danseuses.')",,1.0,Insertion
464,"('#arlequin', ""Sur les brouillards de la rivière de Seine, et sur la constance de l'amour.  Je ne vois point mes sûretés là-dedans, et il me semble qu'une Chacone, et une Sarabande ne sont pas des Marchandises de bon débit."")","('#arlequin', ""C'est le sujet de mes alarmes, Vous reconnaissez mal ma foi. Je renonce à tout pour vos charmes, Et vous ne faites rien pour moi. Air : Réveillez[-vous] belle endormie"")",1.01,Substitution
465,"('#monsieur-de-la-cabriole', ""Hé, morbleu, si vous êtes si délicat, tant pis pour vous ; mais sachez qu'aujourd'hui dans le commerce, les meilleures Lettres de Change sont celles qu'on tire sur l'Opéra."")",,1.0,Insertion
466,"('#monsieur-de-geresol', ""Et qu'un créancier remet toujours le tiers de la dette, pour une rescription sur la Caisse de l'Académie Royale de Danse et de Musique."")",,1.0,Insertion
467,"('#arlequin', ""Je le crois.  Mais je ne suis point tenté ; je ne veux dans la ville que je bâtis, ni Musiciens, ni Danseurs, il n'y aura que des gens sobres."")","('#arlequin', ""Raccommodons-nous toujours, C'est le plaisir des amours. À la foire, c'est la mode, On se brouille, on s'accommode, Lampons, lampons, Colombine, lampons. Tu ne danses pas trop mal, Allons-nous-en donc au bal, Chez la jeune cafetière, Chacun danse à sa manière. Lampons, lampons, Colombine, lampons. On y danse des menuets, Toutes sortes de ballets. Souvent ce qui plus tourmente On y danse la courante. Lampons, lampons, Colombine, lampons. Air : Lampons."")",0.87,Substitution
468,"('#monsieur-de-la-cabriole', ""Ma foi, Monsieur le petit fondateur, nous y perdrons beaucoup !  La menace est terrible, mais l'Opéra de Lyon nous tend les bras."")",,1.0,Insertion
469,"('#monsieur-de-geresol', ""En tous cas, il ne tiendra qu'à nous d'assister au rétablissement de celui de Rouen."")",,1.0,Insertion
470,"('#arlequin', 'À la bonne heure.')",,1.0,Insertion
471,"('#monsieur-de-la-cabriole', ""Pour votre petite Bicoque, tout y sera de travers, et puisque vous en excluez les Maîtres à Danser, jamais rien n'y sera sur le bon pied."")",,1.0,Insertion
472,"('#arlequin', 'Soit.')",,1.0,Insertion
473,"('#monsieur-de-geresol', 'Que les habitants de cette Ville ne puissent jamais ouvrir la bouche sans détonner.')",,1.0,Insertion
474,"('#monsieur-de-la-cabriole', 'Que quand ils voudront danser la Courante, ils dansent le Rigodon.')",,1.0,Insertion
475,"('#monsieur-de-geresol', ""Qu'ils chantent par bécarre les airs de bémol."")",,1.0,Insertion
476,"('#monsieur-de-la-cabriole', ""En un mot, qu'ils soient impolis, malfaits, et sans goût, comme des gens qui méprisent la danse et la Musique."")",,1.0,Insertion
477,"('#monsieur-de-geresol', 'Que les femmes y aient des maris jaloux, et soupirent inutilement après un Maître à Chanter, pour rendre leurs Billets.')","('#le-choeur', ""Marchands forains, rassemblons-nous, Ça, que l'on danse, que l'on chante. Quel séjour peut être plus doux ? Bannissons les soupçons jaloux. À la foire galante L'amour nous trompe tous. On danse l'air des masques, ensuite on chante Ah ! d'un curé. Après on danse encore l'air des masques."")",0.74,Substitution
478,"('#arlequin', 'Quelles imprécations !  Mais voici mon Architecte.')",,1.0,Insertion
479,"('#madame-de-l-architrave', ""Ma foi, Monsieur, voilà qui ne va point mal, j'ai mis bien des gens en besogne, la Ville s'avance, et nos Ouvriers travaillent comme il faut."")",,1.0,Insertion
480,"('#arlequin', 'Comment, travaillent ?  À peine avez-vous eu le temps de faire le plan de ce que vous avez à bâtir ?')",,1.0,Insertion
481,"('#madame-de-l-architrave', ""Bon !  Vous me prenez donc pour un architecte d'eau-douce ?  J'ai déjà fait mettre des Écriteaux pour attirer des Acheteurs et des Locataires."")",,1.0,Insertion
482,"('#arlequin', 'Elle est folle ?  Quoi, des maisons qui ne sont pas encore faites...')",,1.0,Insertion
483,"('#madame-de-l-architrave', ""Vous voilà bien nouveau !  Et ne savez-vous pas qu'il est à présent du bel usage de vendre les maisons dix ans avant d'en jeter les premiers fondements ?"")",,1.0,Insertion
484,"('#arlequin', ""D'accord.  Mais il faut..."")",,1.0,Insertion
485,"('#madame-de-l-architrave', 'Et, que diriez-vous donc, si je vous montrais à présent les troisièmes étages tout faits ?')",,1.0,Insertion
486,"('#arlequin', 'Je dirais, je dirais...  Morbleu, je ne dirais rien, et je dis que vous êtes une extravagante.')",,1.0,Insertion
487,"('#madame-de-l-architrave', ""Mais sérieusement je vous dis, que c'est là ma manière, je commence toujours par le haut, on travaille ensuite au reste."")",,1.0,Insertion
488,"('#arlequin', 'La folle !')",,1.0,Insertion
489,"('#madame-de-l-architrave', ""Chacun a son humeur, les uns bâtissent sur la terre, d'autres sur la mer : pour moi l'air est mon élément ; je bâtis toujours en l'air.  Mais parlons d'autre chose.  Ces trois filles, ou soi-disant telles, qui ont deux doigts de plâtre sur le nez, et qui sont arrivées avec un vieux Commandeur dans un Carrosse, dont les chevaux semblaient prêts à rendre l'âme..."")",,1.0,Insertion
490,"('#arlequin', 'Hé bien ?')",,1.0,Insertion
491,"('#madame-de-l-architrave', ""Hé bien, elles disent qu'elles c'accommoderont du troisième étage de la maison qui fera le coin auprès du Marché, à condition que vous leur ferez faire une allée à part, et une porte de derrière sur la petite rue."")",,1.0,Insertion
492,"('#arlequin', ""Les allées à part, et les portes de derrière sont merveilleuses, pour donner de l'air à l'honneur d'une femme.  Mais gare le serein."")",,1.0,Insertion
493,"('#madame-de-l-architrave', ""C'est de l'argent comptant, elles paieront le premier quartier d'avance."")",,1.0,Insertion
494,"('#arlequin', ""Elles feront bien.  Tout le monde n'est pas en humeur de se payer par ses mains comme leur dernier hôte."")",,1.0,Insertion
495,"('#madame-de-l-architrave', ""Il est encore venu un procureur qui prendra la maison la plus élevée de la grande rue : mais il lui faut cinq pièces parquetées au premier étage.  C'est pour loger sa femme."")",,1.0,Insertion
496,"('#arlequin', ""Un Procureur ?  Je ne veux point de cette vermine dans l'enceinte des murs.  Aux Faubourgs, aux Faubourgs."")",,1.0,Insertion
497,"('#madame-de-l-architrave', 'Ah, Monsieur, gardez-vous en bien ; il ferait payer à ses parties ce qui lui en coûterait pour se faire voiturer au Palais.  Nous ne sommes pas dans un temps où les Procureurs puissent aller à pied.')",,1.0,Insertion
498,"('#arlequin', ""Madame de l'Architrave ?"")",,1.0,Insertion
499,"('#madame-de-l-architrave', 'Monsieur ?')",,1.0,Insertion
500,"('#arlequin', 'Avez-vous fait le plan des petites maisons ?')",,1.0,Insertion
501,"('#madame-de-l-architrave', 'Des petites maisons ?  Et vous ne voulez, dites-vous, que des gens raisonnables.')",,1.0,Insertion
502,"('#arlequin', 'Il me faut des petites maisons, vous dis-je.  Mais je les voudrais petites, petites.')",,1.0,Insertion
503,"('#madame-de-l-architrave', ""Et pourquoi si petites, dès qu'il vous en faut ?"")",,1.0,Insertion
504,"('#arlequin', ""C'est que j'y veux enfermer les gens raisonnables, de peur que le commerce des autres ne les gâte.  Vous voyez qu'il ne faut pas pour cela grand espace."")","('#pierrot', ""À la danse Je viens en masque Pour n'être pas reconnu, A c i o u. À ma taille délibérée, Me prendrait-on pour Pierrot O o o diu hurhaut. On danse un menuet."")",1.19,Substitution
505,"('#madame-de-l-architrave', ""À propos, que voulez-vous faire de ce grand Hôpital d'Incurables ?"")",,1.0,Insertion
506,"('#arlequin', ""Diable, faites-le grand.  Je le destine pour loger les Marchands qui vendent à crédit aux gens de Cour, les vieilles qui épousent de jeunes gens, s'il y avait place, j'y logerais aussi les amants contemplatifs et les filles qui s'embarquent sur la parole des épouseurs."")","('#pierrot', ""Entrons au bal, Et sans cérémonie Accostons-y Quelque jeune beauté. Faisons lui voir Que quoique l'on en dise, Pierrot est un vivant Qui fait, qui fait Chiffonner bien un falbala. Air : La Guinguette Pierrot va caresser Colombine."")",0.87,Substitution
507,"('#madame-de-l-architrave', ""On y travaille déjà, il sera au coin de la grande place vis-à-vis de l'horloge."")",,1.0,Insertion
508,"('#arlequin', ""Comment l'horloge ?  Je ne veux dans ma Ville ni horloge ni cadran."")",,1.0,Insertion
509,"('#madame-de-l-architrave', ""Point d'horloge ?"")",,1.0,Insertion
510,"('#arlequin', ""Non, sans doute, je veux qu'on fasse toutes choses selon l'occasion, et l'opportunité, et qu'on ne se règle pas sur un coup de marteau.  D'ailleurs, les femmes des gens de Robe n'entendant pas sonner les heures, ne se précautionneront pas contre l'arrivée de leur mari, qui trouvera au retour du Palais, les Galants à la toilette de sa femme."")","('#arlequin', ""Doucement, Monsieur l'animal, Voici votre rival, Vous chiffonnez son falbala Retirez-vous de là.bis Air : Tu n'as pas le pouvoir Il le frappe."")",1.32,Substitution
511,"('#madame-de-l-architrave', 'Quelle malice !')",,1.0,Insertion
512,"('#arlequin', ""Et les écornifleurs n'entendant jamais sonner midi, ne se précautionneront pas pour dîner en Ville."")",,1.0,Insertion
513,"('#madame-de-l-architrave', ""Oh ; pour cela, précaution inutile, je vous garantis les parasites suffisamment avertis par l'acide de leur estomac, et assez réveillés par l'odeur des viandes.  Mais qui est cet homme qui vient ?  Ne serait-ce point quelque futur habitant ?"")",,1.0,Insertion
514,"('#arlequin', 'Nous allons voir.')",,1.0,Insertion
515,"('#madame-de-l-architrave', ""Pour moi je vais donner ordre à tout, afin que les choses s'avancent."")",,1.0,Insertion
516,"('#le-libraire', ""Vous voyez, Monsieur, un homme qui, si la fortune lui en avait dit, se serait tenu en carrosse aussi bien qu'un autre.  Je n'ai jamais manqué de coeur, Dieu merci, et j'ai bien autant d'ambition qu'aucun Libraire de Paris."")","('#pierrot', ""Mais, Monsieur, pourquoi me frapper ? Vous n'avez qu'à parler.bis Je connais pourtant des époux Plus dociles que vous.bis Arlequin le frappe encore."")",0.95,Substitution
517,"('#arlequin', ""Ce n'est pas peu."")",,1.0,Insertion
518,"('#le-libraire', ""Quant à moi, je crus en m'établissant, qu'une belle femme était le premier ornement d'une bibliothèque, et qu'un joli minois faisait plus d'effet derrière un comptoir que cent in-folio sur des tablettes."")",,1.0,Insertion
519,"('#arlequin', ""Il y a du vrai à cela, au moins ; et je connais plus d'un marchand dont l'étalage vaut mieux que le fonds."")",,1.0,Insertion
520,"('#le-libraire', 'Je choisis pour épouse une jeune personne, belle, bien faite, de bon air, et par-dessus cela, bel esprit, et bel esprit juré.')",,1.0,Insertion
521,"('#arlequin', ""Ce dernier point n'est pas tout à fait décisif pour la paix du ménage, et pour la douceur du commerce.  Mais enfin, votre moitié vous attirait-elle bien des chalands ?"")",,1.0,Insertion
522,"('#le-libraire', ""Mon heureuse Boutique ne désemplissait point : à quelque heure qu'on y vint, on y trouvait gens d'Épée, de Robe, de Finance, Abbés et surtout grand nombre de Provinciaux."")",,1.0,Insertion
523,"('#arlequin', ""Tous ces gens-là attirés bien plus par les agréments du tendron que par l'envie d'acheter des Livres."")","('#les-chanteuses', ""Arlequin, c'est à tort que vous êtes jaloux, Pierrot ne vient ici que pour l'amour de nous."")",1.21,Substitution
524,"('#le-libraire', ""C'est ce que je n'ai jamais bien pu décider ; car quoi qu'ils parussent fort empressés auprès de ma femme, et qu'il n'y en eût pas un, qui par-ci par là, ne lui décochât quelque fleurette, ils ne laissaient pas d'acheter fort cher les bagatelles que me fournissaient trois grands diseurs de rien, et un Auteur femelle, dont la plume avait encore plus de rapidité que la langue."")","('#premiere-chanteuse', ""C'est pour moi que Pierrot ici porte ses pas, Il a senti le pouvoir de mes charmes. Arrêtez, Arlequin, ne le frappez donc pas ! Épargnez-moi de mortelles alarmes, Arlequin, c'est à tort, etc."")",0.74,Substitution
525,"('#arlequin', ""Je ne m'étonne pas si elle a fait tant de Volumes."")",,1.0,Insertion
526,"('#le-libraire', ""C'était une aimable femme.  Elle faisait un Livre en une nuit."")",,1.0,Insertion
527,"('#arlequin', ""Les jolies femmes de ce temps-ci, n'emploient pas si mal les leurs.  Mais comment en usait la vôtre ?"")",,1.0,Insertion
528,"('#le-libraire', ""Le mieux du monde, et je n'ai jamais vu personne se plaindre d'elle."")",,1.0,Insertion
529,"('#arlequin', ""Femme si accommodante accommode pour l'ordinaire un mari de toutes pièces."")",,1.0,Insertion
530,"('#le-libraire', ""Oh, pour moi j'ai cela de bon, je ne suis point sujet au mal de tête.  Il est vrai que quelques contrôleurs de profession remarquaient que de mes enfants aucun ne me ressemblait, et qu'ils avaient de l'air, l'un d'un Colonel, l'autre d'un jeune Magistrat, à qui j'ai dressé une Bibliothèque de Romans."")","('#pierrot', ""En vain donc je suis en masque, Puisqu'on sait me reconnaître. Mais malgré la connaissance, Arlequin m'a maltraité. N'importe, je lui pardonne, Pierrot n'a point de rancune, C'est par faute de courage Que je suis lâche et poltron. Air : Trembleurs"")",0.55,Substitution
531,"('#arlequin', ""C'est-à-dire qu'il en était de vos enfants comme de ces Livres dont l'Épître dédicatoire est sous votre nom ?  Vous faites les honneurs de l'ouvrage d'autrui."")",,1.0,Insertion
532,"('#le-libraire', ""Ma foi, si on regardait de près, on trouverait autant de plagiaires dans les familles que dans la République des Lettres.  Heureux qui sait s'accommoder de sa femme !  Je me trouvais fort bien de la mienne ; et tant qu'elle a été jeune et jolie, j'ai triomphé.  Mais à présent qu'elle n'est que jolie sans être jeune..."")",,1.0,Insertion
533,"('#arlequin', ""Vous n'avez plus cette affluence dans votre Boutique ?"")",,1.0,Insertion
534,"('#le-libraire', ""Pardonnez-moi, j'ai encore assez de gens chez moi.  Mais, Monsieur, ma femme a plus de quarante ans."")",,1.0,Insertion
535,"('#arlequin', ""Ainsi ils n'y viennent que pour la conversation ?"")",,1.0,Insertion
536,"('#le-libraire', 'Justement.  Ils ont fait de ma Boutique une Académie de beaux esprits, où ma femme régente parmi les Historiens, les Poètes, et les diseurs de bons mots.')",,1.0,Insertion
537,"('#arlequin', 'Il faut bien de ces gens-là pour échauffer une Cuisine.')",,1.0,Insertion
538,"('#le-libraire', ""Que voulez-vous, j'ai dupé le public, et le public m'a dupé ; chacun à son tour...  Je lui troquais d'abord des bagatelles pour de bon argent, il les prenait avidement ; je crus qu'il se laisserait tromper plus longtemps, et me donnerait celui de faire une fortune complète."")",,1.0,Insertion
539,"('#arlequin', ""Le public est un compère capricieux dont il faut brusquer le goût : pendant qu'il vous en disait que n'en profitiez-vous mieux ?"")",,1.0,Insertion
540,"('#le-libraire', ""Si je puis revenir sur l'eau, que je profiterai de vos avis !  Plus de romans, ni d'Historiettes, j'y renonce...  de bons livres de maximes, et de caractères.  Ce sont ceux-là dont on voit en quatre mois doubler le prix, et multiplier les éditions.  Voilà ce qui fait rouler un libraire en carrosse."")","('#la-chanteuse', ""Mais, que vois-je ? Ô cieux ! cruels, d'où provient votre rage ? Quoi ! vous venez au bal pour faire carillon ?"")",1.01,Substitution
541,"('#arlequin', ""Cela n'est pas tout à fait sûr, le goût change là-dessus ; et on plonge dans la bagatelle.  Ainsi, si vous voulez avoir de l'argent du public, il faut l'endormir par des contes ce Fées, le réveiller par des rapsodies, ou l'amuser par de petits jeux ; comme le Gage-touché, Cache-mitoulas, et Colin-Maillard.  Voilà des titres cela !"")","('#scaramouche', ""Oui, je viens pour faire tapage, Vous devinez notre dessein. Et puisque son amour m'outrage, Il faut qu'il meure de ma main. Air : Réveillez-vous, [belle endormie]"")",0.6,Substitution
542,"('#le-libraire', ""Ah, Monsieur, si vous me permettez de m'établir dans votre Ville, voilà les Livres par où je débuterai.  Le Gagetouché !  Quel effet dans une Affiche !"")",,1.0,Insertion
543,"('#arlequin', 'Fort bien, nous penserons à cela une autre fois ; laissez-moi un moment en repos.')",,1.0,Insertion
544,"('#le-libraire', ""Je vais en écrire à ma femme.  Qu'elle sera aise de venir débiter ses Romans en style coupé !  Pour peu que vous y donniez la main, notre fortune est faite."")",,1.0,Insertion
545,"('#arlequin', 'Adieu, bon soir, et bonne nuit.')",,1.0,Insertion
546,"('#le-libraire', ""L'heureuse rencontre !  L'heureuse rencontre !"")",,1.0,Insertion
547,"('#le-peintre', ""Comme tout ce qu'il y a d'illustres dans le monde, semble s'être donné rendez-vous pour venir peupler votre nouvelle Ville où vous ne voulez rien de commun, agréez que je vous présente un homme en la manière des plus extraordinaires qui se fassent."")",,1.0,Insertion
548,"('#arlequin', 'Où est-il ?')",,1.0,Insertion
549,"('#le-peintre', 'Le voilà.')",,1.0,Insertion
550,"('#arlequin', 'Je le crois.  Mais qui êtes-vous ?')",,1.0,Insertion
551,"('#le-peintre', 'Monsieur, je suis un original sans copie, un Poète muet, un imposteur de bonne foi, un beau morceau moderne qui ne deviendra que trop antique avec le temps.')",,1.0,Insertion
552,"('#arlequin', 'Et avec tout cela, vous êtes gueux, comme un Peintre ?')",,1.0,Insertion
553,"('#le-peintre', ""Il est vrai qu'un Peintre ne va pas si tôt en Carrosse qu'un Caissier ; mais enfin, on ne laisse pas de se tirer d'intrigue ; et depuis que les gens d'affaire se sont jetés dans le goût des tableaux, notre profession est un peu réconciliée avec la fortune.  D'ailleurs, j'ai un talent merveilleux pour le portrait."")",,1.0,Insertion
554,"('#arlequin', ""Et attrapez-vous bien l'air des gens ?  Faites-vous ressembler ?"")",,1.0,Insertion
555,"('#le-peintre', ""À merveille...  J'attrape cela... le tour du visage, le feu des yeux, le coloris du teint...  Il n'y a pas un de mes portraits qui ne ressemble parfaitement."")",,1.0,Insertion
556,"('#arlequin', 'Et avec ce beau talent, peignez-vous bien des femmes ?')",,1.0,Insertion
557,"('#le-peintre', 'Oui da.')",,1.0,Insertion
558,"('#arlequin', ""Vous peignez des femmes, et vous faites ressembler ?  Poursuivez, mon ami, poursuivez, vous êtes dans le grand chemin de l'Hôpital.  Un bon Peintre de femmes doit être un imposteur de profession."")","('#colombine', ""Vous voyez mon ardeur, Il n'est plus temps de feindre. Arlequin a mon coeur, Et vous êtes à plaindre, Lizon, etc."")",0.91,Substitution
