,corneillep-melite,corneillep-melite-33,Cost,Operation Type
419,"('#cloris', ""Adieu, railleur, adieu son intérêt me presse D'aller rendre d'un mot la vie à sa maîtresse : Autrement je saurais t'apprendre à discourir."")","('#cloris', ""Adieu, railleur, adieu, son intérêt me presse  D'aller vite d'un mot ranimer sa maîtresse,  Autrement je saurais te rendre ton paquet. "")",0.0,Match
420,"('#lisis', 'Et moi, de ces frayeurs de nouveau te guérir.')","('#lisis', 'Et moi pareillement rabattre ton caquet. ')",0.98,Substitution
421,"('#cliton', ""Je ne t'ai rien celé ; tu sais toute l'affaire."")","('#cliton', ""Je ne t'ai rien celé, tu sais toute l'affaire. "")",0.0,Match
422,"('#la-nourrice', ""Tu m'en as bien conté. Mais se pourrait-il faire Qu'Eraste eût des remords si vifs et si pressants, Que de violenter sa raison et ses sens ?"")","('#la-nourrice', ""Tu m'en as bien conté, mais se pourrait-il faire  Qu'Éraste eût des remords si vifs, et si pressants,  Que de violenter sa raison, et ses sens. "")",0.0,Match
423,"('#cliton', ""Eût-il pu, sans en perdre entièrement l'usage, Se figurer Charon des traits de mon visage, Et de plus, me prenant pour ce vieux nautonier, Me payer à bons coups des droits de son denier ?"")","('#cliton', ""Eût-il pu, sans en perdre entièrement l'usage,  Se figurer Charon des traits de mon visage,  Et de plus me prenant pour ce vieux Nautonier  Me payer à bons coups des droits de son denier ? "")",0.0,Match
424,"('#la-nourrice', 'Plaisante illusion !')","('#la-nourrice', 'Plaisante illusion ! ')",0.0,Match
425,"('#cliton', ""Mais funeste à ma tête, Sur qui se déchargeait une telle tempête, Que je tiens maintenant à miracle évident Qu'il me soit demeuré dans la bouche une dent."")","('#cliton', ""Mais funeste à ma tête,  Sur qui se déchargeait une telle tempête  Que je tiens maintenant à miracle évident  Qu'il me soit demeuré dans la bouche une dent. "")",0.0,Match
426,"('#la-nourrice', ""C'était mal reconnaître un si rare service."")","('#la-nourrice', ""C'était mal reconnaître un si rare service. "")",0.0,Match
427,"('#eraste', 'Arrêtez, arrêtez, poltrons.')","('#eraste', 'Arrêtez, arrêtez poltrons. ')",0.0,Match
428,"('#cliton', ""Adieu, nourrice. Voici ce fou qui vient, je l'entends à la voix, Crois que ce n'est pas moi qu'il attrape deux fois."")","('#cliton', ""Adieu, Nourrice,  Voici ce fou qui vient, je l'entends à la voix, Crois que ce n'est pas moi qu'il attrape deux fois."")",0.0,Match
429,"('#la-nourrice', 'Pour moi, quand je devrais passer pour Proserpine, Je veux voir à quel point sa fureur le domine.')","('#la-nourrice', 'Et moi, quand je devrais passer pour Proserpine,  Je veux voir à quel point sa fureur le domine. ')",0.0,Match
430,"('#cliton', 'Contente à tes périls ton curieux désir.')","('#cliton', 'Adieu, saoule à ton dam ton curieux désir. ')",0.05,Substitution
431,"('#la-nourrice', ""Quoi qu'il puisse arriver, j'en aurai le plaisir."")","('#la-nourrice', ""Quoi qu'il puisse arriver j'en aurai le plaisir. "")",0.0,Match
432,"('#eraste', ""En vain je les rappelle, en vain pour se défendre La honte et le devoir leur parlent de m'attendre, Ces lâches escadrons de fantômes affreux Cherchent leur assurance aux cachots les plus creux, Et se fiant à peine à la nuit qui les couvre Souhaitent sous l'Enfer qu'un autre Enfer s'entr'ouvre. Ma voix met tout en fuite, et dans ce vaste effroi La peur saisit si bien les ombres et leur roi, Que se précipitant à de promptes retraites, Tous leurs soucis ne vont qu'à les rendre secrètes. Le bouillant Phlégéthon parmi ses flots pierreux Pour les favoriser ne roule plus de feux : Tisiphone tremblante, Alecton et Mégère, Ont de leurs flambeaux noirs étouffé la lumière : Les Parques même en hâte emportent leurs fuseaux, Et dans ce grand désordre oubliant leurs ciseaux, Charon, les bras croisés, dans sa barque s'étonne De ce qu'après Eraste il n'a passé personne. Trop heureux accident, s'il avait prévenu Le déplorable coup du malheur avenu, Trop heureux accident, si la terre entr'ouverte Avant ce jour fatal eût consenti ma perte, Et si ce que le ciel me donne ici d'accès Eût de ma trahison devancé le succès. Dieux que vous savez mal gouverner votre foudre ! N'était-ce pas assez pour me réduire en poudre Que le simple dessein d'un si lâche forfait ? Injustes, deviez-vous en attendre l'effet ? Ah Mélite ! Ah Tircis ! Leur cruelle justice Aux dépens de vos jours me choisit un supplice, Ils doutaient que l'Enfer eût de quoi me punir Sans le triste secours de ce dur souvenir, Tout ce qu'ont les Enfers de feux, de fouets, de chaînes, Ne sont auprès de lui que de légères peines, On reçoit d'Alecton un plus doux traitement. Souvenir rigoureux, trêve, trêve un moment, Qu'au moins avant ma mort, dans ces demeures sombres Je puisse rencontrer ces bienheureuses Ombres ; Use après, si tu veux, de toute ta rigueur, Et si pour m'achever tu manques de vigueur, Voici qui t'aidera ; mais derechef, de grâce, Cesse de me gêner durant ce peu d'espace. Je vois déjà Mélite, ah ! belle ombre, voici L'ennemi de votre heur qui vous cherchait ici , C'est Eraste, c'est lui qui n'a plus d'autre envie Que d'épandre à vos pieds son sang avec sa vie, Ainsi le veut le sort, et tout exprès les Dieux L'ont abîmé vivant en ces funestes lieux. Il met la main sur son épée."")","('#eraste', ""En vain je les rappelle, en vain pour se défendre  La honte et le devoir leur parlent de m'attendre,  Ces lâches escadrons de fantômes affreux  Cherchent leur assurance aux cachots les plus creux,  Et se fiant à peine à la nuit qui les couvre  Souhaitent sous l'Enfer qu'un autre Enfer s'entrouvre,  La peur renverse tout, et dans ce désarroi  Elle saisit si bien les ombres et leur Roi,  Que se précipitant à de promptes retraites  Tous leurs soucis ne vont qu'à les rendre secrètes. Le bouillant Phlégéthon parmi ses flots pierreux  Pour les favoriser ne roule plus de feux :  Tisiphone tremblante, Alecton et Mégère  De leurs flambeaux puants ont éteint la lumière,  Et tiré de leur chef les serpents d'alentour  De crainte que leurs yeux fissent quelque faux jour  Dont la faible lueur éclairant ma poursuite  À travers ces horreurs me peut trahir leur fuite :  AEaque épouvanté se croit trop en danger,  Et fuit son criminel au lieu de le juger :  Cloton même et ses soeurs à l'aspect de ma lame  De peur de tarder trop n'osant couper ma trame  À peine ont eu loisir d'emporter leurs fuseaux,  Si bien qu'en ce désordre oubliant leurs ciseaux  Charon les bras croisés, dans sa barque s'étonne  D'où vient qu'après Éraste il n'a passé personne.  Trop heureux accident, s'il avait prévenu  Le déplorable coup du malheur avenu ;  Trop heureux accident si la terre entr'ouverte  Avant ce jour fatal eût consenti ma perte,  Et si ce que le ciel me donne ici d'accès  Eût de ma trahison devancé le succès.  Dieux, que vous savez mal gouverner votre foudre !  N'était-ce pas assez pour me réduire en poudre  Que le simple dessein d'un si lâche forfait ?  Injustes, deviez-vous en attendre l'effet ?  Ah Mélite, ah Tirsis ! Leur cruelle justice  Aux dépens de vos jours aggrave mon supplice,  Ils doutaient que l'Enfer eût de quoi me punir  Sans le triste secours de ce dur souvenir.  Souvenir rigoureux de qui l'âpre torture  Devient plus violente, et croît plus on l'endure,  Implacable bourreau, tu vas seul étouffer  Celui dont le courage a dompté tout l'Enfer.  Qu'il m'eût bien mieux valu céder à ses furies !  Qu'il m'eût bien mieux valu souffrir ses barbaries,  Et de gré me soumettre en acceptant sa loi  À tout ce que la rage eût ordonné de moi !  Tout ce qu'il a de fers, de feux, de fouets, de chaînes  Ne sont auprès de toi que de légères peines,  On reçoit d'Alecton un plus doux traitement,  De grâce, un peu de trêve, un moment, un moment,  Qu'au moins avant ma mort dans ces demeures sombres  Je puisse rencontrer ces bienheureuses ombres ;  Use après si tu veux de toute ta rigueur,  Et si pour m'achever tu manques de vigueur,  Voici qui t'aidera ; mais derechef, de grâce,  Cesse de me gêner durant ce peu d'espace.  Je vois déjà Mélite, ah ! Belle ombre, voici  L'ennemi de votre heur qui vous cherchait ici,  C'est Éraste, c'est lui, qui n'a plus d'autre envie  Que d'épandre à vos pieds son sang avec sa vie,  Ainsi le veut le sort, et tout exprès les Dieux  L'ont abîmé vivant en ces funestes lieux.  Il montre son épée."")",0.0,Match
433,"('#la-nourrice', ""Pourquoi permettez-vous que cette frénésie Règne si puissamment sur votre fantaisie ? L'enfer voit-il jamais une telle clarté ?"")","('#la-nourrice', ""Pourquoi permettez-vous que cette frénésie  Règne si puissamment sur votre fantaisie ? L'Enfer voit-il jamais une telle clarté ? "")",0.0,Match
434,"('#eraste', ""Aussi ne la tient-il que de votre beauté, Ce n'est que de vos yeux que part cette lumière."")","('#eraste', ""Aussi ne la tient-il que de votre beauté,  Ce n'est que de vos yeux que part cette lumière. "")",0.0,Match
435,"('#la-nourrice', ""Ce n'est que de mes yeux ! Dessillez la paupière, Et d'un sens plus rassis jugez de leur éclat."")","('#la-nourrice', ""Ce n'est que de mes yeux ! Dessillez la paupière,  Et d'un sens plus rassis jugez de leur éclat. "")",0.0,Match
436,"('#eraste', ""Ils ont de vérité je ne sais quoi de plat ; Et plus je vous contemple, et plus sur ce visage Je m'étonne de voir un autre air, un autre âge, Je ne reconnais plus aucun de vos attraits, Jadis votre nourrice avait ainsi les traits, Le front ainsi ridé, la couleur ainsi blême, Le poil ainsi grison. Ô dieux ! C'est elle-même. Nourrice, qui t'amène en ces lieux pleins d'effroi ? Y viens-tu rechercher Mélite comme moi ?"")","('#eraste', ""Ils ont de vérité je ne sais quoi de plat,  Et plus je vous contemple, et plus sur ce visage  Je m'étonne de voir un autre air, un autre âge,  Je ne reconnais plus aucun de vos attraits,  Jadis votre nourrice avait ainsi les traits,  Le front ainsi ridé, la couleur ainsi blême,  Le poil ainsi grison, ô Dieux ! C'est elle-même.  Nourrice, qui t'amène en ces lieux pleins d'effroi ?  Y viens-tu rechercher Mélite comme moi ? "")",0.0,Match
437,"('#la-nourrice', ""Cliton la vit pâmer, et se brouilla de sorte, Que la voyant si pâle, il la crut être morte, Cet étourdi trompé vous trompa comme lui Au reste, elle est vivante, et peut-être aujourd'hui Tircis, de qui la mort n'était qu'imaginaire, De sa fidélité recevra le salaire."")","('#la-nourrice', ""Cliton la vit pâmer, et se brouilla de sorte, Que la voyant si pâle il la crut être morte,  Cet étourdi trompé vous trompa comme lui,  Au reste elle est vivante, et peut-être aujourd'hui  Tirsis, de qui la mort n'était qu'imaginaire,  De sa fidélité recevra le salaire. "")",0.0,Match
438,"('#eraste', 'Désormais donc en vain je les cherche ici-bas, En vain pour les trouver je rends tant de combats.')","('#eraste', 'Désormais donc en vain je les cherche ici-bas,  En vain pour les trouver je rends tant de combats. ')",0.0,Match
439,"('#la-nourrice', ""Votre douleur vous trouble, et forme des nuages Qui séduisent vos sens par de fausses images, Cet enfer, ces combats ne sont qu'illusions."")","('#la-nourrice', ""Votre douleur vous trouble et forme des nuages  Qui séduisent vos sens par de fausses images,  Cet enfer, ces combats, ne sont qu'illusion. "")",0.0,Match
440,"('#eraste', ""Je ne m'abuse point de fausses visions, Mes propres yeux ont vu tous ces monstres en fuite, Et Pluton de frayeur en quitter la conduite."")","('#eraste', ""Je ne m'abuse point, j'ai vu sans fiction  Ces monstres terrassés se sauver à la fuite,  Et Pluton de frayeur en quitter la conduite. "")",0.0,Match
441,"('#la-nourrice', ""Peut-être que chacun s'enfuyait devant vous, Craignant votre fureur et le poids de vos coups. Mais voyez si l'enfer ressemble à cette place, Ces murs, ces bâtiments ont-ils la même face ? Le logis de Mélite et celui de Cliton Ont-ils quelque rapport à celui de Pluton ? Quoi, n'y remarquez-vous aucune différence ?"")","('#la-nourrice', ""Peut-être que chacun s'enfuyait devant vous,  Craignant votre fureur et le poids de vos coups,  Mais voyez si l'Enfer ressemble à cette place,  Ces murs, ces bâtiments ont-ils la même face ?  Le logis de Mélite et celui de Cliton  Ont-ils quelque rapport à celui de Pluton ?  Quoi ? N'y remarquez-vous aucune différence ? "")",0.0,Match
442,"('#eraste', ""De vrai ce que tu dis a beaucoup d'apparence, Nourrice, prends pitié d'un esprit égaré, Qu'ont mes vives douleurs d'avec moi séparé, Ma guérison dépend de parler à Mélite."")","('#eraste', ""De vrai ce que tu dis a beaucoup d'apparence,  Depuis ce que j'ai su de Mélite et Tirsis,  Je sens que tout_à_coup mes regrets adoucis  Laissent en liberté les ressorts de mon âme :  Ma raison par ta bouche a reçu son dictame,  Nourrice, prends le soin d'un esprit égaré,  Qui s'est d'avecques moi si longtemps séparé,  Ma guérison dépend de parler à Mélite. "")",0.0,Match
443,"('#la-nourrice', ""Différez, pour le mieux un peu cette visite, Tant que maître absolu de votre jugement Vous soyez en état de faire un compliment, Votre teint et vos yeux n'ont rien d'un homme sage ? Donnez-vous le loisir de changer de visage, Un moment de repos que vous prendrez chez vous..."")","('#la-nourrice', ""Différez pour le mieux un peu cette visite, Tant que maître absolu de votre jugement  Vous soyez en état de faire un compliment :  Votre teint et vos yeux n'ont rien d'un homme sage,  Donnez-vous le loisir de changer de visage,  Nous pourvoirons après au reste en sa saison. "")",0.0,Match
444,"('#eraste', ""Ne peut, si tu n'y viens, rendre mon sort plus doux, Et ma faible raison de guide dépourvue Va de nouveau se perdre en te perdant de vue."")","('#eraste', ""Viens donc m'accompagner jusques en ma maison,  Car si je te perdais, un seul moment de vue  Ma raison aussitôt de guide dépourvue  M'échapperait encor. "")",0.0,Match
445,"('#la-nourrice', 'Si je vous suis utile, allons, je ne veux pas Pour un si bon sujet vous épargner mes pas.')","('#eraste', 'Allons, je ne veux pas  Pour un si bon sujet vous épargner mes pas. ')",0.0,Match
446,"('#cloris', ""Ne m'importune plus, Philandre, je t'en prie, Me rapaiser jamais passe ton industrie, Ton meilleur, je t'assure, est de n'y plus penser, Tes protestations ne font que m'offenser, Savante, à mes dépens de leur peu de durée, Je ne veux point en gage une foi parjurée, Un coeur que d'autres yeux peuvent si tôt brûler, Qu'un billet supposé peut si tôt ébranler."")","('#cloris', ""Ne m'importune plus, Philandre, je t'en prie,  Me rapaiser jamais passe ton industrie,  Ton meilleur, je t'assure, est de n'y plus penser,  Tes protestations ne font que m'offenser,  Savante à mes dépens de leur peu de durée  Je ne veux point en gage une foi parjurée,  Je ne veux point d'un coeur, qu'un billet aposté  Peut résoudre aussitôt à la déloyauté. "")",0.0,Match
447,"('#philandre', ""Ah ! Ne remettez plus dedans votre mémoire L'indigne souvenir d'une action si noire, Et pour rendre à jamais nos premiers voeux contents, Étouffez l'ennemi du pardon que j'attends. Mon crime est sans égal, mais enfin, ma chère âme..."")","('#philandre', ""Ah, ne remettez plus dedans votre mémoire  L'indigne souvenir d'une action si noire, Et pour rendre à jamais nos premiers voeux contents  Étouffez ennemi du pardon que j'attends.  Ma Maîtresse, mon heur, mon souci, ma chère âme. "")",0.0,Match
448,"('#cloris', ""Laisse là désormais ces petits mots de flamme, Et par ces faux témoins d'un feu mal allumé Ne me reproche plus que je t'ai trop aimé."")","('#cloris', ""Laisse là désormais ces petits mots de flamme,  Et par ces faux témoins d'un feu mal allumé  Ne me reproche plus que je t'ai trop aimé. "")",0.0,Match
449,"('#philandre', ""De grâce, redonnez à l'amitié passée Le rang que je tenais dedans votre pensée : Derechef, ma Cloris, par ces doux entretiens, Par ces feux qui volaient de vos yeux dans les miens, Par ce que votre foi me permettait d'attendre..."")","('#philandre', ""De grâce redonnez à l'amitié passée  Le rang que je tenais dedans votre pensée :  Derechef ma Cloris, par ces doux entretiens,  Par ces feux qui volaient de vos yeux dans les miens,  Par mes flammes jadis si bien récompensées  Par ces mains si souvent dans les miennes pressées,  Par ces chastes baisers qu'un amour vertueux,  Accordait aux désirs d'un coeur respectueux,  Par ce que votre foi me permettait d'attendre. "")",0.0,Match
450,"('#cloris', ""C'est où dorénavant tu ne dois plus prétendre, Ta sottise m'instruit, et par là je vois bien Qu'un visage commun, et fait comme le mien, N'a point assez d'appas, ni de chaîne assez forte, Pour tenir en devoir un homme de ta sorte. Mélite a des attraits qui savent tout dompter, Mais elle ne pourrait qu'à peine t'arrêter, Il te faut un sujet qui la passe, ou l'égale ; C'est en vain que vers moi ton amour se ravale ; Fais-lui, si tu m'en crois, agréer tes ardeurs. Je ne veux point devoir mon bien à ses froideurs."")","('#cloris', ""C'est où dorénavant tu ne dois plus prétendre,  Ta sottise m'instruit, et par là je vois bien  Qu'un visage commun, et fait comme le mien  N'a point assez d'appas, ni de chaîne assez forte,  Pour tenir en devoir un homme de ta sorte,  Mélite a des attraits qui savent tout dompter,  Mais elle ne pourrait qu'à peine t'arrêter :  Il te faut un sujet qui la passe, ou l'égale,  C'est en vain que vers moi ton amour se ravale,  Fais-lui, si tu m'en crois, agréer tes ardeurs,  Je ne veux point devoir mon bien à ses froideurs. "")",0.0,Match
451,"('#philandre', 'Ne me déguisez rien, un autre a pris ma place, Une autre affection vous rend pour moi de glace.')","('#philandre', 'Ne me déguisez rien, un autre a pris ma place,  Une autre affection vous rend pour moi de glace. ')",0.0,Match
452,"('#cloris', ""Aucun jusqu'à ce point n'est encore arrivé. Mais je te changerai pour le premier trouvé."")","('#cloris', ""Aucun jusqu'à ce point n'est encore parvenu,  Mais je te changerai pour le premier venu. "")",0.0,Match
453,"('#philandre', ""C'en est trop, tes dédains épuisent ma souffrance. Adieu, je ne veux plus avoir d'autre espérance, Sinon qu'un jour le ciel te fera ressentir De tant de cruautés le juste repentir."")","('#philandre', ""Tes dédains outrageux épuisent ma souffrance,  Adieu, je ne veux plus avoir d'autre espérance  Sinon qu'un jour le ciel te fera ressentir  De tant de cruautés le juste repentir. "")",0.0,Match
454,"('#cloris', 'Adieu, Mélite et moi nous aurons de quoi rire De tous les beaux discours que tu me viens de dire. Que lui veux-tu mander ?')","('#cloris', 'Adieu, Mélite et moi nous aurons de quoi rire  De tous les beaux discours que tu me viens de dire :  Que lui veux-tu mander ? ')",0.0,Match
455,"('#philandre', ""Va, dis-lui de ma part Qu'elle, ton frère et toi, reconnaîtrez trop tard Ce que c'est que d'aigrir un homme de ma sorte[.]"")","('#philandre', ""Va, dis-lui de ma part  Qu'elle, ton frère, et toi reconnaîtrez trop tard  Ce que c'est que d'aigrir un homme de courage. "")",0.0,Match
456,"('#cloris', ""Ne crois pas la chaleur du courroux qui t'emporte Tu nous ferais trembler plus d'un quart d'heure, ou deux."")","('#cloris', 'Sois sûr de ton côté que ta fougue et ta rage  Et tout ce que jamais nous entendrons de toi  Fournira de risée, elle mon frère, et moi.')",0.62,Substitution
457,"('#philandre', ""Tu railles, mais bientôt nous verrons d'autres jeux, Je sais trop comme on venge une flamme outragée."")",,1.0,Insertion
458,"('#cloris', ""Le sais-tu mieux que moi, qui suis déjà vengée ? Par où t'y prendras-tu ? De quel air ?"")",,1.0,Insertion
459,"('#philandre', 'Il suffit, Je sais comme on se venge.')",,1.0,Insertion
460,"('#cloris', ""Et moi comme on s'en rit."")",,1.0,Insertion
461,"('#tircis', ""Maintenant que le sort attendri par nos plaintes, Comble notre espérance et dissipe nos craintes, Que nos contentements ne sont plus traversés Que par le souvenir de nos malheurs passés : Ouvrons toute notre âme à ces douces tendresses Qu'inspirent aux amants les pleines allégresses, Et d'un commun accord chérissons nos ennuis Dont nous voyons sortir de si précieux fruits. Adorables regards, fidèles interprètes Par qui nous expliquions nos passions secrètes, Doux truchements du coeur, qui déjà tant de fois M'avez si bien appris ce que n'osait la voix, Nous n'avons plus besoin de votre confidence, L'amour en liberté peut dire ce qu'il pense Et dédaigne un secours qu'en naissante ardeur. Lui faisaient mendier la crainte et la pudeur. Beaux yeux, à mon transport pardonnez ce blasphème La bouche est impuissante où l'amour est extrême, Quand l'espoir est permis, elle a droit de parler, Mais vous allez plus loin qu'elle ne peut aller. Ne vous lassez donc point d'en usurper l'usage, Et quoi qu'elle m'ait dit, dites-moi davantage. Mais tu ne me dis mot, ma vie, et quels soucis T'obligent à te taire auprès de ton Tircis ?"")","('#tirsis', ""Maintenant que le sort attendri par nos plaintes  Comble notre espérance, et dissipe nos craintes,  Que nos contentements ne sont plus traversés  Que par le souvenir de nos malheurs passés,  Chassons-le, ma chère âme, à force de caresses,  Ne parlons plus d'ennuis, de tourments, de tristesses,  Et changeons en baisers ces traits d'oeil langoureux  Qui ne font qu'irriter nos désirs amoureux.  Adorables regards, fidèles interprètes  Par qui nous expliquions nos passions secrètes,  Je ne puis plus chérir votre faible entretien  Plus heureux je soupire après un plus grand bien,  Vous étiez bon jadis quand nos flammes naissantes  Prisaient, faute de mieux, vos douceurs impuissantes,  Mais au point où je suis ce ne sont que rêveurs  Qui vous peuvent tenir pour exquises faveurs,  Il faut un aliment plus solide à nos flammes  Par où nous unissions nos bouches et nos âmes.  Mais tu ne me dis mot, ma vie, et quels soucis  T'obligent à te taire auprès de ton Tirsis ?"")",0.0,Match
462,"('#melite', 'Tu parles à mes yeux, et mes yeux te répondent.')","('#melite', 'Tu parles à mes yeux, et mes yeux te répondent. ')",0.0,Match
463,"('#tircis', ""Ah ! Mon heur, il est vrai, si tes désirs secondent Cet amour qui paraît et brille dans tes yeux, Je n'ai rien désormais à demander aux Dieux."")","('#tirsis', ""Ah ! Mon heur, il est vrai, si tes désirs secondent  Cet amour qui paraît et brille dans tes yeux,  Je n'ai rien désormais à demander aux Dieux. "")",0.0,Match
464,"('#melite', ""Tu t'en peux assurer ; mes yeux, si pleins de flamme Suivent l'instruction des mouvements de l'âme. On en a vu l'effet, lorsque ta fausse mort A fait sur tous mes sens un véritable effort ; On en a vu l'effet, quand te sachant en vie, De revivre avec toi j'ai pris aussi l'envie ? On en a vu l'effet, lorsqu'à force de pleurs Mon amour et mes soins aidés de mes douleurs, Ont fléchi la rigueur d'une mère obstinée, Et gagné cet aveu qui fait notre hyménée, Si bien qu'à ton retour ta chaste affection Ne trouve plus d'obstacle à sa prétention. Cependant l'aspect seul des lettres d'un faussaire Te sut persuader tellement le contraire, Que sans vouloir m'entendre, et sans me dire adieu, Jaloux et furieux tu partis de ce lieu."")","('#melite', ""Tu t'en peux assurer, mes yeux si pleins de flamme  Suivent l'instruction des mouvements de l'âme,  On en a vu l'effet, lorsque ta fausse mort  Fit dessus tous mes sens un véritable effort,  On en a vu l'effet quand te sachant en vie  De revivre avec toi je pris aussi l'envie,  On en a vu l'effet lorsqu'à force de pleurs  Mon amour, et mes soins aidés de mes douleurs  Ont fléchi la rigueur d'une mère obstinée,  Lui faisant consentir notre heureux Hyménée,  Si bien qu'à ton retour ta chaste affection  Nous trouve toutes deux à sa dévotion  Et cependant l'abord des lettres d'un faussaire  Te sût persuader tellement le contraire,  Que sans vouloir m'entendre et sans me dire adieu,  Furieux, enragé tu partis de ce lieu."")",0.0,Match
465,"('#tircis', ""J'en rougis ; mais apprends qu'il n'était pas possible D'aimer comme j'aimais, et d'être moins sensible, Qu'un juste déplaisir ne saurait écouter La raison qui s'efforce à le violenter, Et qu'après des transports de telle promptitude, Ma flamme ne te laisse aucune incertitude."")","('#tirsis', ""Mon coeur, j'en suis honteux, mais songe que possible  Si j'eusse moins aimé, j'eusse été moins sensible,  Qu'un juste déplaisir ne saurait écouter  La voix de la raison qui vient pour le dompter,  Et qu'après des transports de telle promptitude  Ma flamme ne te laisse aucune incertitude. "")",0.0,Match
466,"('#melite', ""Tout cela serait peu, n'était que ma bonté T'en accorde un oubli sans l'avoir mérité, Et que tout criminel, tu m'es encore aimable."")","('#melite', ""Faible excuse pourtant, n'était que ma bonté  T'en accorde un oubli sans l'avoir mérité,  Et que tout criminel, tu m'es encore aimable. "")",0.0,Match
467,"('#tircis', ""Je me tiens donc heureux d'avoir été coupable, Puisque l'on me rappelle au lieu de me bannir, Et qu'on me récompense au lieu de me punir. J'en aimerai l'auteur de cette perfidie, Et si jamais je sais quelle main si hardie..."")","('#tirsis', ""Je me tiens donc heureux d'avoir été coupable,  Puisque l'on me rappelle au lieu de me bannir,  Et qu'on me récompense au lieu de me punir. "")",0.0,Match
468,,"('#melite', ""Mais apprends-moi l'auteur de cette perfidie. "")",1.0,Deletion
469,,"('#tirsis', 'Je ne sais quelle main pût être assez hardie. ')",1.0,Deletion
470,"('#cloris', ""Il vous fait fort bon voir, mon frère, à cajoler, Cependant qu'une soeur ne se peut consoler, Et que le triste ennui d'une attente incertaine Touchant votre retour la tient encore en peine."")","('#cloris', ""Il vous fait fort bon voir mon frère à cajoler  Cependant qu'une soeur ne se peut consoler,  Et que le triste ennui d'une attente incertaine  Touchant votre retour la tient encore en peine. "")",0.0,Match
471,"('#tircis', ""L'amour a fait au sang un peu de trahison, Mais Philandre pour moi t'en aura fait raison. Dis-nous, auprès de lui retrouves-tu ton compte ? Et te peut-il revoir sans montrer quelque honte ?"")","('#tirsis', ""L'amour a fait au sang un peu de trahison,  Mais deux ou trois baisers t'en feront la raison.  Que ce soit toutefois, mon coeur, sans te déplaire. "")",0.0,Match
472,,"('#cloris', ""Les baisers d'une soeur satisfont mal un frère,  Adresse mieux les tiens vers l'objet que je vois. "")",1.0,Deletion
473,,"('#tirsis', 'De la part de ma soeur reçois donc ce renvoi.')",1.0,Deletion
474,,"('#melite', ""Recevoir le refus d'un autre ! À Dieu ne plaise. "")",1.0,Deletion
475,,"('#tirsis', ""Refus d'un autre, ou non, il faut que je te baise,  Et que dessus ta bouche un prompt redoublement  Me venge des longueurs de ce retardement. "")",1.0,Deletion
476,,"('#cloris', ""À force de baiser vous m'en feriez envie,  Trêve. "")",1.0,Deletion
477,,"('#tirsis', 'Si notre exemple à baiser te convie  Va trouver ton Philandre avec qui tu prendras  De ces chastes plaisirs autant que tu voudras. ')",1.0,Deletion
478,"('#cloris', ""L'infidèle m'a fait tant de nouveaux serments, Tant d'offres, tant de voeux, et tant de compliments Mêlés de repentirs..."")","('#cloris', ""À propos je venais pour vous en faire un compte.  Sachez donc que sitôt qu'il a vu son mécompte,  L'infidèle m'a fait tant de nouveaux serments  Tant d'offres, tant de voeux, et tant de compliments  Mêlés de repentirs [... ]"")",0.0,Match
479,"('#melite', ""Qu'à la fin exorable, Vous l'avez regardé d'un oeil plus favorable."")","('#melite', ""Qu'à la fin exorable  Vous l'avez regardé d'un oeil plus favorable ? "")",0.0,Match
480,"('#cloris', 'Vous devinez fort mal.')","('#cloris', 'Vous devinez fort mal. ')",0.0,Match
481,"('#tircis', ""Quoi ? Tu l'as dédaigné."")","('#tirsis', ""Quoi ? Tu l'as dédaigné ? "")",0.0,Match
482,"('#cloris', ""Du moins, tous ses discours n'ont encor rien gagné."")","('#cloris', ""Au moins, tous ses discours n'ont encor rien gagné. "")",0.0,Match
483,"('#melite', ""Si bien qu'à n'aimer plus votre dépit s'obstine ?"")","('#melite', ""Si bien qu'à n'aimer plus votre dépit s'obstine ? "")",0.0,Match
484,"('#cloris', ""Non pas cela du tout, mais je suis assez fine : Pour la première fois il me dupe qui veut ; Mais pour une seconde, il m'attrape qui peut."")","('#cloris', ""Non pas cela du tout, mais je suis assez fine,  Pour la première fois il me dupe qui veut,  Mais pour une seconde il m'attrape qui peut. "")",0.0,Match
485,"('#melite', ""C'est-à-dire, en un mot..."")","('#melite', ""Qu'inférez-vous par là ? "")",1.27,Substitution
486,"('#cloris', ""Que son humeur volage Ne me tient pas deux fois en un même passage. En vain dessous mes lois il revient se ranger, Il m'est avantageux de l'avoir vu changer, Avant que de l'hymen le joug impitoyable : M'attachant avec lui, me rendît misérable : Qu'il cherche femme ailleurs, tandis que de ma part J'attendrai du Destin quelque meilleur hasard."")","('#cloris', ""Que son humeur volage  Ne me tient pas deux fois en un même passage,  En vain dessous mes lois il revient se ranger,  Il m'est avantageux de l'avoir vu changer  Par avant que l'hymen d'un joug inséparable  Me soumettant à lui, me rendît misérable :  Qu'il cherche femme ailleurs, et pour moi de ma part  J'attendrai du Destin quelque meilleur hasard. "")",0.0,Match
487,"('#melite', ""Mais le peu qu'il voulut me rendre de service Ne lui doit pas porter un si grand préjudice."")","('#melite', ""Mais le peu qu'il voulut me rendre de service  Ne lui doit pas porter un si grand préjudice. "")",0.0,Match
