,quinault-isis,cahusac-l-algerien,Cost,Operation Type
370,"('#pan', ""Dissipez de vaines alarmes, Éprouvez l'amour et ses charmes Connaissez les plus doux appas. Non, ce ne peut être  que faute de la connaître Qu'il ne vous plaît pas."")","('#hassan', ""Me comprends-je moi-même ! J'ai vu Fatmé depuis que j'ai quitté ces lieux.... Il s'est fait dans mon âme un changement extrême. Non, je n'aimai jamais comme je l'aime. J'éprouve un sentiment plus vif que les désirs, Et je fais aujourd'hui l'essai d'un bien suprême, Que je n'ai point trouvé dans le sein des plaisirs, Mais aussi je m'apprête un excès de souffrance... Tout m'annonce, en un mot, que je suis amoureux, Mais de ce même amour que vous avez tous deux, Et que je regardais comme une extravagance."")",0.24,Substitution
371,,"('#d-oberval', ""Quel contretemps !  Peut-être un peu de résistance...; Vous n'êtes pas fait à languir. Et... Bas. À Hassan."")",1.0,Deletion
372,"('#syrinx', ""Les maux d'autrui me rendront sage. Ah ! Quel malheur  De laisser engager son coeur ! Pourquoi faut-il le plus beau de son âge Dans une mortelle langueur ? Ah, quel malheur !  Pourquoi n'avoir pas le courage De s'affranchir de la rigueur D'un funeste esclavage ? Ah ! Quel malheur De laisser engager son coeur !"")","('#hassan', ""Ce n'est point cela. J'en sens la différence. Sans qu'il en coûte à nos coeurs un soupir, On nous résiste ici peut-être plus qu'en France. Sur ces obstacles-là nous sommes aguerris, Ils ne sauraient porter le trouble dans nos âmes. Sûrs de notre victoire, elle perd tout son prix : Nos droits, les préjugés où nous sommes nourris, Tout nous fait vivre avec nos femmes, Comme en France font vos maris. C'est dans ce doux repos que j'ai coulé ma vie. Tout change en ce moment, mon âme est attendrie ; Par un charme inconnu mon coeur est animé..."")",0.64,Substitution
373,"('#pan', ""Ah ! Quel dommage Que vous ne sachiez pas aimer ! Que vous sert-il d'avoir tant d'attraits en partage, Si vous en négligez le plus grand avantage ? Que vous sert-il de savoir tout charmer ? Ah, quel dommage Que vous ne sachiez pas aimer !"")","('#d-oberval', ""C'est donc un accès de folie : Avant l'aveu que vous a fait Fatmé Votre tendresse eût été naturelle ; Mais au moment que vous apprenez d'elle, Que son coeur d'un autre est charmé..."")",0.86,Substitution
374,"('#choeurs', 'Aimons sans cesse.')",,1.0,Insertion
375,"('#choeur-des-nymphes', ""N'aimons jamais."")","('#hassan', ""Un Amant qu'on aimait peut n'être plus aimé : Est-ce une chose si nouvelle ?"")",0.77,Substitution
376,"('#choeur-de-silvains #satyres #bergers', ""Pour vivre en paix. N'aimons jamais."")","('#d-oberval', 'Non pas, et quelquefois.... Mais enfin la raison...')",1.61,Substitution
377,,"('#hassan', ""Sur moi tous ses conseils ont perdu leur empire, Et vous-même malgré la vive passion Qu'un objet chéri vous inspire, À ma place peut-être, en voyant tant d'appas, Vous vous seriez laissé séduire. Quelle est intéressante !... Ah ! Je ne puis vous dire..."")",1.0,Deletion
378,,"('#d-oberval', ""Avant ce jour ne l'était-elle pas ? Vous n'y pensez donc point ?"")",1.0,Deletion
379,"('#syrinx', ""Le chagrin suit toujours les coeurs que l'amour blesse."")","('#hassan', ""J'y pense, et j'en soupire. Vous m'avez vu tantôt inquiet, interdit, Et pénétré de ma disgrâce ; Mais ce mouvement de dépit Au sang froid a bientôt fait place. Je triomphais de moi : ma sincère amitié De mon aimable esclave allait briser les chaînes ; Je sentais que mon coeur ouvert à la pitié, En gênant son amour se chargeait de ses peines. J'ai couru chez Fatmé plein de ce sentiment. J'exprimerais trop faiblement L'état attendrissant dans lequel je l'ai vue : Mon âme en est encor émue... Avez-vous remarqué ce visage charmant, Cette bouche, ses yeux, ce sourire agréable ?"")",1.27,Substitution
380,,"('#d-oberval', 'Il faut en convenir, sa figure est aimable.')",1.0,Deletion
381,"('#pan', ""La tranquille sagesse N'a que des plaisirs imparfaits."")","('#hassan', 'Son regard est modeste, de cependant flatteur ; Une grâce naïve anime sa douceur ; Elle est jeune, charmante, de pourtant raisonnable.')",0.87,Substitution
382,,"('#d-oberval', 'Son caractère est sans doute estimable ?')",1.0,Deletion
383,,"('#hassan', 'Sa gaîté , son esprit....')",1.0,Deletion
384,"('#choeur-de-silvains #satyres #bergers', 'Aimons sans cesse.')","('#d-oberval', 'Ont un attrait vainqueur,')",1.11,Substitution
385,"('#choeur-des-nymphes', ""N'aimons jamais."")",,1.0,Insertion
386,"('#syrinx', 'On ne peut aimer sans faiblesse.')","('#hassan', ""Et ce son de voix adorable Qui semble n'être fait que pour parler au coeur ?"")",1.11,Substitution
387,,"('#d-oberval', ""Il est vrai rien n'est comparable À ce son de voix enchanteur."")",1.0,Deletion
388,"('#pan', ""Que cette faiblesse a d'attraits !"")","('#hassan', 'Eh bien ! Voilà pourtant les moindres de ses charmes.')",0.04,Substitution
389,"('#choeur-de-silvains #satyres #bergers', 'Aimons sans cesse.')","('#d-oberval', 'Comment donc ! Ciel ! Quelles alarmes Hassan, expliquez-vous.... Je suis au désespoir. Bas. Bas.')",1.36,Substitution
390,"('#choeur-des-nymphes', ""N'aimons jamais."")","('#hassan', ""Je ne connaissais pas l'invincible pouvoir De deux beaux yeux attendris par les larmes, Je l'ai trouvée en proie à ses douleurs Les divers mouvements de son âme trop tendre, L'amour, l'espoir, son trouble, ses frayeurs Se peignaient tour à tour, et semblaient se répandre Sur son visage embelli par les pleurs. Contre un pareil tableau pouvais-je me défendre ? Ses discours m'ont encor porté de nouveaux coups. Un mouvement involontaire M'a fait tomber à ses genoux !... Que n'ai-je pas dit pour lui plaire !"")",1.42,Substitution
391,"('#choeur-de-silvains #satyres #bergers', ""Cédons à l'Amour qui nous presse Pour vivre heureux aimons sans cesse"")","('#d-oberval', 'Ah ! Que répondait-elle à des transports si doux ?')",1.23,Substitution
392,"('#choeur-des-nymphes', ""Pour vivre en paix N'aimons jamais"")","('#hassan', ""Elle m'a laissé voir, entre nous, Plus de bonté que de colère."")",1.09,Substitution
393,"('#choeur-de-silvains #satyres #bergers', 'Aimons sans cesse.')","('#d-oberval', 'Volage !...  Ainsi bientôt vous serez son époux ? Haut.')",1.71,Substitution
394,,"('#hassan', ""Daignez m'aider, et je l'espère."")",1.0,Deletion
395,"('#choeur-des-nymphes', ""N'aimons jamais Pour vivre en paix"")","('#d-oberval', ""Moi vous aider !... Jamais je ne fus si jaloux. Je ne vous suis plus nécessaire : Adieu. Pour terminer heureusement l'affaire C'est assez et d'elle et de vous."")",1.12,Substitution
396,,"('#hassan', ""Ne m'abandonnez point, cher ami, je vous prie."")",1.0,Deletion
397,"('#syrinx', ""Faut-il qu'en vain discours un si beau jour se passe ? Mes compagnes courons dans le fond des forêts. Voyons qui d'entre nous se sert mieux de ses traits Courons à la chasse."")","('#d-oberval', 'Quoi ! Vous voulez...  Le singulier emploi ! Bas.')",1.42,Substitution
398,"('#double-choeurs', 'À la chasse ! Courons à la chasse, à la chasse.')",,1.0,Insertion
399,"('#syrinx', 'Pourquoi me suivre de si près.')","('#hassan', ""À me servir l'amitié vous convie."")",0.89,Substitution
400,"('#pan', 'Pourquoi fuir qui vous aime ?')",,1.0,Insertion
401,"('#syrinx', ""Un amant m'embarrasse."")","('#d-oberval', ""Je m'en ferais une suprême loi : Mais je suis en galanterie Très maladroit, même pour moi."")",1.17,Substitution
402,"('#syrinx #choeurs', 'Courons à la chasse, à la chasse.')",,1.0,Insertion
403,"('#pan', ""Je ne puis vous quitter, mon coeur s'attacher à vous Par des noeuds trop forts et trop deux."")","('#hassan', ""Songez-donc qu'il y va du bonheur de ma vie : Je vois entre mes soins de son premier amant, Chanceler son âme timide."")",0.99,Substitution
404,"('#syrinx', ""Mes compagnes, venez... C'est en vain que j'appelle."")",,1.0,Insertion
405,"('#pan', 'Écoutez, ingrate, écoutez  Un Dieu charmé de vos beautés; Qui vous jure un amour fidèle.')","('#d-oberval', ""Croyez-moi, de son changement Reposez-vous sur son sexe inconstant. Le caprice seul le décide, L'inconstance même le guide, Et semble être son élément. La femme à qui l'on croît le goût le plus solide, Pour devenir ou volage, ou perfide, N'a besoin que de son penchant."")",0.32,Substitution
406,"('#syrinx', ""Je déclare à l'Amour une guerre immortelle."")","('#hassan', ""Cher ami, vous pouvez hâter son inconstance. Hassan ( m'a-t-elle dit, mais d'un air si touchant, Qu'elle a rempli mon coeur d'amour de d'espérance. )"")",0.83,Substitution
407,"('#troupe-de-bergers', 'Cruelle, arrêtez !')",,1.0,Insertion
408,"('#troupe-de-sylvains-et-de-satyres', 'Arrêtez cruelle.')","('#d-oberval', 'Peut on souffrir de plus rude tourment !')",0.74,Substitution
409,"('#syrinx', 'On me retient de tous côtés')","('#hassan', ""« En votre ami j'ai confiance ; Dans l'embarras où je me vois, J'ai besoin de conseil. Chargez-vous de lui dire, Que par les siens je prétends me conduire : Qu'il trouve des moyens, de qu'il compte sur moi. »"")",1.87,Substitution
410,,"('#d-oberval', 'Ne vous trompez-vous point ? Est-ce bien sa réponse ?')",1.0,Deletion
411,,"('#hassan', 'Je vous rends mot à mot la conversation.')",1.0,Deletion
412,,"('#d-oberval', ""J'entends ce qu'elle nous annonce. Je me rends, j'avais tort, de vous aviez raison."")",1.0,Deletion
413,"('#troupe-de-sylvains-et-de-satyres', 'Cruelle, arrêtez !')","('#hassan', 'Je puis donc espérer que pour moi votre zèle...')",1.27,Substitution
414,,"('#d-oberval', ""Soyez-en sûr. Je m'en fais un devoir."")",1.0,Deletion
415,"('#syrinx', ""Dieux, protecteurs de l'innocence,  Naïades, Nymphes des eaux. J'implore ici votre assistance. Syrinx se jette dans les eaux."")","('#hassan', ""Dans mon coeur ce seul mot rappelle Le plaisir, l'amour, de l'espoir, J'ai quelqu'ordre à donner malgré moi je vous laisse ; Mais dans peu de moments je compte vous revoir."")",1.13,Substitution
416,,"('#d-oberval', ""Quelle épreuve pour ma tendresse ! Malgré moi je le vois, il faut user d'adresse, L'avantage entre nous est par trop inégal ; Ici je dois trembler sans cesse. Qu'un Turc dans son sérail qui garde une maîtresse Est un redoutable rival ! Il faut que je l'arrache à ce sérail horrible... C'est un pas difficile, et les dangers sont grands, Je le sais ; mais je suis dans un état terrible, Et tout doit être et permis et possible À la passion que je sens. J'entends quelqu'un... C'est Clarice sans doute. Son coeur approuvera le parti que je prends... Mais c'est Dorise,... Ô Ciel !... Quel nouveau contretemps !"")",1.0,Deletion
417,"('#pan', ""Où vous exposez-vous ? Quels prodiges nouveaux La nymphe est changée en roseaux ! Hélas ! hélas ! Quel bruit ! Qu'entends-je ! Ah ! Quelle voix nouvelle ! La Nymphe tâche encor d'exprimer ses regrets. Que son murmure est doux ! Que sa plainte a d'attraits. Ne cessons point de nous plaindre avec elle. Ranimons les restes charmants D'un nymphe qui fut si belle, Elle répond encore à nos gémissements, Ne cessons point de nous plaindre avec elle. Le vent pénètre dans les roseaux, et leur fait former un bruit plaintif. Pan donne des roseaux aux bergers, aux satyres et aux sylvains qui en forment un concert de flûtes."")","('#dorise', ""Je ne puis exprimer le plaisir que je goûte. Enfin je vous revois. J'ai pris si bien mon temps, Que j'ai trompé l'essaim de surveillants Qui sans_cesse en ces  lieux nous fuit et nous écoute. L'Esclave qui tantôt vous a vu de ma part..."")",0.55,Substitution
418,,"('#d-oberval', ""Quoi ! C'est de vous que venait ce message ?"")",1.0,Deletion
419,"('#pan', ""Les yeux qui m'ont charmé ne verront plus le jour Était-ce ainsi, cruelle amour, Qu'il fallait te venger d'une beauté rebelle, N'aurait-il pas suffi de t'en rendre vainqueur  Et de voir dans les fers son insensible coeur, Brûler avec le mien d'une ardeur éternelle ? Que tout ressente mes tourments."")","('#dorise', ""Assurément. Mais est-ce le hasard Qui vous a seul appris notre esclava[ge] Cher d_Oberval, mon coeur brûle d'être éclairci. Si je l'en crois, l'Amour vous a conduit ici, Et par vos mains il va briser ma chaîne."")",0.15,Substitution
420,,"('#d-oberval', ""N'en doutez point... c'est l'Amour qui m'amène."")",1.0,Deletion
421,,"('#dorise', ""Mon espoir n'est donc point trahi. Eh bien ! Quand quittons-nous ces lieux que je déteste ? Hassan apparemment ne s'est point démenti. Je ne crois pas qu'avec vous il conteste. A-t-il fixé le jour de notre liberté ?... Mais répondez-moi donc ?"")",1.0,Deletion
422,,"('#d-oberval', ""Non. Rien n'est arrêté."")",1.0,Deletion
423,"('#pan #deux-bergers', ""Ranimons les restes charmants D'un nymphe qui fut si belle, Elle répond encore à nos gémissements, Ne cessons point de nous plaindre avec elle. Argus commence à s'assoupir, Mercure déguisé en berger s'approche de lui, et achève de l'endormir en la touchant de son caducée."")","('#dorise', ""Tant pis, et ce retard peut nous être funeste. De Clarice il est entêté ; Mais il s'agit de ma félicité,  Et je consens qu'elle lui reste."")",0.59,Substitution
424,,"('#d-oberval', ""L'aimez-vous assez peu pour cette cruauté ?"")",1.0,Deletion
425,"('#pan', 'Que ces roseaux plaintifs soient à jamais aimés.')","('#dorise', ""Mais.... je l'aime beaucoup. L'amour d'Hassan m'afflige... Cependant l'honneur le dirige, Et pour elle il pourrait devenir un grand bien. Ne vous a-t-il parlé de rien ? Il prétend l'épouser. Il en est fou, vous dis-je. Vous êtes étonné... J'imagine un moyen Dont je conçois une grande espérance. Il est bon homme au fond, amoureux, opulent, C'est pour ma nièce un établissement Bien meilleur que celui qu'elle peut faire en France."")",1.5,Substitution
426,,"('#d-oberval', 'Vous vous moquez, je crois...')",1.0,Deletion
427,"('#mercure', ""Il suffit Argus dort, tous ses yeux sont fermés, Allons, que rien ne nous retarde Délivrons la nymphe qu'il garde."")","('#dorise', ""Non sérieusement, C'est à raisonner sensément Une affaire de conséquence. Voyez donc Hassan promptement. Je puis disposer de Clarice : Assurez-le de mon consentement, Pourvu que sans retardement Avec vous il me réunisse. Je ne balance plus... vous paraissez distrait ? Qu'avez-vous donc ?"")",1.18,Substitution
428,"('#mercure', ""Reconnaissez Mercure et fuyez avec nous; Éloignez-vous d'Argus, avant qu'il se réveille."")","('#d-oberval', ""Excusez ma faiblesse... De me voir avec vous je suis fort satisfait ; Mais c'est... dans un sérail, et ce séjour me blesse."")",1.2,Substitution
429,"('#hierax', 'Argus avec cent yeux sommeille; Mais croyez vous endormir un amant jaloux ? Demeurez !')","('#dorise', ""Qu'Hassan n'alarme point votre délicatesse. C'est le plus sage Turc que la Nature ait fait ; Il pousse le respect jusqu'à l'impolitesse. D'aucun soupçon jaloux ne soyez tourmenté."")",1.06,Substitution
430,"('#mercure', ""Malheureux ! d'où te vient cette audace ?"")","('#d-oberval', ""Oh ! Sur ce point mon coeur est dans un calme extrême ; Et franchement si je suis agité ; C'est que je tremble pour moi-même. Tous ces esclaves noirs, le poignard, le cordon.... Si l'on nous surprenait... seul contre cent peut-être."")",1.27,Substitution
431,,"('#dorise', 'Je ne suis plus tranquille... Oui, vous ayez raison.')",1.0,Deletion
432,,"('#d-oberval', ""Un homme en un moment ici peut cesser d'être."")",1.0,Deletion
433,"('#hierax', ""J'ai tout perdu j'attends le trépas sans effroi. Un coup de foudre est une grâce  Pour un malheureux comme moi. Éveillez vous, Argus, éveillez-vous, vous vous laissez surprendre."")","('#dorise', 'Il est vrai. Sortez. Je frémis Du danger où je vous ai mis.')",0.65,Substitution
434,"('#hierax #argus', 'Puissante reine des cieux  Junon venez nous défendre.')","('#d-oberval', ""Si vous voulez pourtant que je demeure... L'honneur de vous revoir est pour moi d'un tel prix..."")",1.65,Substitution
435,"('#mercure', ""Commencez d'éprouver la colère des Dieux. Argus tombe mort, et Hiérax changé en oiseau de proie s'envole."")","('#dorise', 'Non. Je meurs de frayeur que vous soyez surpris.')",1.82,Substitution
436,,"('#d-oberval', ""Vous l'ordonnez au moins."")",1.0,Deletion
437,,"('#dorise', ""Oui. Sortez tout à l'heure."")",1.0,Deletion
438,"('#choeurs', 'Fuyons.')","('#d-oberval', ""Il n'est plus temps, nous sommes pris."")",1.41,Substitution
439,"('#io', 'Vous me quittez ? Quel secours puis-je attendre !')","('#dorise', ""Les châtiments les plus sévères Ne sauraient m'effrayer. Je vais vous dégager."")",1.29,Substitution
440,,"('#hassan', ""Avertissez Fatmé. J'ai fini mes affaires, L'amour a Su les abréger. Agariste, est-ce vous ? À d'Oberval. "")",1.0,Deletion
441,,"('#dorise', 'Pardonnez une offense Que nous avons tous deux commise innocemment.')",1.0,Deletion
442,"('#choeurs', 'Fuyons, Junon vient dans ces lieux.')","('#hassan', ""Vous m'attendiez ici moins promptement ?"")",1.35,Substitution
443,"('#junon', ""Revois le jour, Argus que ta figure change. Et vous Nymphe apprenez comment Junon se venge. Sors, barbare Erinnis, sors du fond des Enfers ; Viens, prends de servir ma vengeance fatale Et d'en montrer l'horreur en cent climats divers Épouvante tout l'univers Par les tourments de ma rivale Viens la punir au gré de mon courroux; Redoutable ta rage infernale Et fais s'il se peut qu'elle égale La fureur de mon coeur jaloux. La Furie sort des Enfers, elle poursuit Io et l'enlève ; Junon remonte dans le Ciel."")","('#dorise', 'Vous êtes dans ces lieux choqué de sa présence ; Mais un invincible penchant....')",0.89,Substitution
444,"('#io', 'Ô Dieux ! Ô Dieux ! Où me réduisez vous ?')","('#d-oberval', 'Y pensez-vous ?')",1.07,Substitution
445,,"('#dorise', ""Laissez-moi faire : J'ai dans la tête un aveu si touchant, Qu'il désarmera sa colère. Il ignore vos lois, et j'ai fait pour le voir Cette démarche téméraire. À Hassan."")",1.0,Deletion
446,,"('#hassan', 'Eh bien !')",1.0,Deletion
447,"('#choeur-des-peuples', ""L'hiver qui nous tourmente S'obstine à nous geler Nous ne saurions parler Qu'avec une voix tremblante La neige et les glaçons Nous donnent de mortels frissons Les frimas se répandent  Sur nos corps languissants; Le froid transit nos sens Les plus durs rochers se fendent. La neige et les glaçons Nous donnent de mortels frissons"")","('#dorise', ""La liberté n'est pas mon seul espoir ; Et puisqu'il faut vous parler sans mystère, Vous voyez un Amant réduit au désespoir. Nous nous aimons... mais d'un amour si tendre ..,. Non, rien ne peut nous forcer à changer."")",0.84,Substitution
448,,"('#hassan', 'Eh de qui parlez-vous ?')",1.0,Deletion
449,,"('#dorise', 'De ce jeune étranger Que votre abord ici vient de surprendre.')",1.0,Deletion
450,,"('#hassan', 'De d_Oberval !')",1.0,Deletion
451,,"('#dorise', 'Sans doute.')",1.0,Deletion
452,,"('#hassan', 'Elle est folle, je crois...')",1.0,Deletion
453,"('#io', ""Laisse-moi, cruelle Furie,  Cruelle, laisse moi respirer un moment Ah ! Barbare, plus je te prie, Et plus tu prends plaisir d'augmenter mon tourment."")","('#dorise', ""Après l'aveu que vous venez d'entendre, Sur mon coeur voudriez-vous abuser de vos droits ?"")",1.03,Substitution
454,"('#la-furie', 'Soupire, gémis, pleure, Crie je me fais de tes peines un spectacle charmant.')","('#hassan', 'Quoi ! Réellement il vous aime ?')",1.78,Substitution
455,"('#io', ""Laisse moi, cruelle Furie Cruelle laisse moi respirer un moment Quel horrible séjour ! Quel froid insupportable ! Tes serpents animés par ta rage implacable. Ne sont-ils pas d'assez cruels bourreaux ?  Pour punir un coeur misérable, Viens-tu chercher si loin des supplices nouveaux ?"")","('#dorise', 'Nous nous aimons à la fureur.')",1.07,Substitution
456,"('#la-furie', ""Malheureux habitants d'une demeure affreuse,  Connaissez de Junon le funeste courroux: Par sa vengeance rigoureuse Vous voyez une malheureuse Qui souffre cent fois plus que vous."")","('#hassan', ""Serait-ce là l'objet de cette ardeur extrême, Dont la perte accablait votre âme de douleur ; Cette Maîtresse... sage... adorable ?..."")",0.06,Substitution
457,,"('#dorise', 'Oui. Moi-même.')",1.0,Deletion
458,,"('#hassan', ""Avez vous donc perdu l'usage de la voix ? Votre goût, à vrai dire, est bien un peu bizarre ; Mais enfin..."")",1.0,Deletion
459,,"('#d-oberval', ""Je n'ai point à rougir de mon choix... ;"")",1.0,Deletion
460,"('#io #la-furie', 'Vous voyez une malheureuse Qui souffre cent fois plus que vous.')","('#hassan', ""Vous l'aimez donc bien fort ?"")",1.03,Substitution
461,,"('#dorise', 'Mais il vous le déclare,.')",1.0,Deletion
462,,"('#d-oberval', ""J'en conviens : tout a dû le lui persuader. Il est vrai cependant...."")",1.0,Deletion
463,,"('#dorise', ""En doutez-vous encore ? D'Oberval m'aime, je l'adore. De son bonheur, du mien vous pouvez décider. Ma nièce vous a plu..."")",1.0,Deletion
464,,"('#d-oberval', ""Qu'allez-vous hasarder ?"")",1.0,Deletion
465,,"('#dorise', ""Votre main, je le sais, l'honore, À mon amant voulez-vous me céder ? Quittons ensemble Alger, je vais vous l'accorder."")",1.0,Deletion
466,"('#choeur-des-peuples', ""Ah ! Quelle peine  De trembler de languir dans l'horreur des frimas."")","('#hassan', ""Oh ! Vous êtes charmante de mon âme est ravie. Aujourd'hui tout succède au gré de mon envie..."")",1.56,Substitution
467,"('#io', ""Ah ! Quelle peine D'éprouver tant de maux, sans trouver le trépas Ah ! quelle vengeance inhumaine !"")","('#hassan', ""Fatmé... Fatmé... Enfin nous serons tous heureux. Sa Maîtresse est trouvée de ma joie est parfaite. Qu'avec plaisir je la rends à ses voeux ! En montrant d'Oberval."")",1.44,Substitution
468,,"('#clarice', ""D'Oberval est-il vrai ?"")",1.0,Deletion
469,"('#la-furie', ""Viens changer de tourments, passe en d'autres climats."")","('#dorise', ""Cessez d'être inquiète ; Nous quitterons bientôt ces lieux."")",1.6,Substitution
470,"('#io', 'Ah ! Quelle peine !')","('#clarice', 'Serait-il vrai !... Quoi !... Vos nouveaux bienfaits... Je suis au comble de la joie.')",0.81,Substitution
471,"('#choeur-des-peuples', ""Ah ! quelle peine  De trembler de languir dans l'horreur des frimas."")","('#d-oberval', 'Notre malheur est plus grand que jamais ; Tout est désespéré.')",1.52,Substitution
472,"('#choeur-des-chabyles', 'Tôt tôt tôt.')","('#clarice', 'Ciel !')",1.09,Substitution
473,,"('#dorise', ""Hassan nous renvoie. L'arrangement est fait, vous viendrez avec nous. L'Amour va nous filer des jours d'or de de soie J'épouse d_Oberval il fera votre époux. À Isabelle. À Clarice en montrant Hassan."")",1.0,Deletion
474,"('#premier-conducteur-des-chabyles', ""Que chacun avec soin s'empresse."")","('#isabelle', 'Que cet arrangement est bien digne de vous.')",1.17,Substitution
475,"('#second-conducteur-chabyles', ""Forgez, qu'on travaille sans cesse."")","('#hassan', ""Je suis comblé qu'il ait votre suffrage. L'Amour me parle pour Fatmé, Mais de votre amitié charmé, Entre elle et vous la mienne se partage[.]"")",1.57,Substitution
476,"('#les-deux-conducteurs', ""Qu'on prépare tout ce qu'il faut  Tôt tôt tôt. Le choeur des Chabyles répète ces deux derniers vers, dans le temps que plusieurs Chalybes travaillent dans les forges, quelques autres vont et viennent avec empressement pour apporter l'acier des mines et pour disposer ce qui est nécessaire au travail qui se fait."")",,1.0,Insertion
477,"('#les-deux-conducteurs #choeur-des-chalybes', ""Que le feu des forges s'allume : Travaillons d'un effort nouveau : Qu'on fasse retentir l'enclume Sous les coups pesants du marteau. Entrée des forgerons."")","('#dorise', ""Abrégeons ces vains compliments Achevons promptement cette heureuse entreprise. Que des demain et l'amour et les vents Conduisent sur les flots d_Oberval et Dorise."")",0.77,Substitution
478,,"('#hassan', 'Quelle est cette Dorise ?')",1.0,Deletion
479,"('#io', ""Quel déluge de feux vient sur moi se répandre. Ô ciel ! Les chalybes passent auprès d'Io avec des morceaux d'épées, de lances et de haches à demi forgées."")","('#dorise', ""Apparemment c'est moi."")",1.8,Substitution
480,"('#la-furie', ""Le ciel ne peut t'entendre, Tu ne te plains pas assez haut."")",,1.0,Insertion
481,"('#les-deux-conducteurs #le-choeur-des-chalybes', 'Tôt, tôt, tôt.')","('#hassan', 'Vous !')",1.41,Substitution
482,,"('#dorise', 'Eh ? Qui donc ?')",1.0,Deletion
483,,"('#d-oberval', 'Nouvelle crise.')",1.0,Deletion
484,,"('#dorise', 'Hâtons-nous de partir.')",1.0,Deletion
485,"('#io', 'Junon serait moins inhumaine.  Tu me fais trop souffrir, tu sers trop bien sa haine.')","('#hassan', ""Ferais-je une méprise ?... Je ne me trompe point... parlez de bonne foi. Vous nommiez autrement cette chère maîtresse ? À D'Oberval."")",1.51,Substitution
486,"('#la-furie', 'Au gré de son dépit jaloux Les maux les plus cruels seront encore trop doux.')","('#dorise', ""Il me donnait sans doute, en vous peignant mes traits De ces noms enchanteurs qu'invente la tendresse... Oh ! Dans ces noms charmants je trouve tant d'attraits... C'est un raffinement, une délicatesse..."")",0.75,Substitution
487,"('#io', ""Hélas ! Quelle rigueur extrême C'est en vain que Jupiter m'aime La haine de Junon jouit de mon tourment Que vous haïssez fortement, Grand Dieux ! Qu'il s'en faut bien que vous aimiez de même !"")","('#hassan', ""Je dois m'en souvenir, il en parlait sans cesse. Une Clarice était l'objet de ses regrets.."")",1.67,Substitution
488,,"('#dorise', 'Une Clarice ? Erreur.')",1.0,Deletion
489,,"('#hassan', ""J'en suis sûr."")",1.0,Deletion
490,"('#conducteurs #choeurs-chalybes', ""Qu'on prépare tout ce qu'il faut  Tôt, tôt, tôt, tôt, tôt. Les feux des forges redoublent et les Chabyles environnent Io avec des morceaux d'acier rouges et brûlants."")","('#dorise', ""Je connais Mieux que vous ce qui l'intéresse. Vous confondez les noms."")",1.64,Substitution
491,"('#io', 'Ne pourrai-je cesse de vivre ? Cherchons le trépas dans les flots.')","('#hassan', 'Parbleu je gagerais...')",1.52,Substitution
492,"('#la-furie', ""Partout ma rage doit te suivre N'attends ni secours ni repos. Io fuit et monte au haut d'un rocher d'où elle se précipite dans la mer. La Furie s'y jette après la Nymphe."")","('#dorise', 'Ne vous obstinez pas. Vous savez nos secrets ; Et cette Clarice est ma nièce.')",1.44,Substitution
493,"('#choeur-chalybes', ""Qu'on prépare tout ce qu'il faut  Tôt tôt tôt."")",,1.0,Insertion
494,"('#choeur-de-la-suite-des-parques', ""Exécutons l'arrêt du sort Suivons ses lois les plus cruelles. Présentons sans cesse à la Mort Des victimes nouvelles"")","('#hassan', 'Votre Nièce ! Fatmé ?')",1.66,Substitution
495,"('#la-guerre', 'Que le fer.')",,1.0,Insertion
496,"('#la-famine', 'Que la faim.')","('#dorise', 'Justement.')",1.26,Substitution
497,,"('#hassan', 'D_Oberval ?...')",1.0,Deletion
498,"('#l-incendie', 'Que les feux')","('#clarice', 'Quel coup de foudre !')",1.49,Substitution
499,"('#l-inondation', 'Que les eaux.')","('#isabelle', ""Allons faites tête à l'orage : Vous touchez à l'instant fatal"")",1.79,Substitution
500,,"('#hassan', ""C'est Clarice !... Ils s'aimaient... Ah ! Fatmé quel rival..."")",1.0,Deletion
501,"('#ensemble', 'Que tout serve à creuser mille et mille tombeaux')",,1.0,Insertion
502,"('#les-maladies-violentes', ""Qu'on s'empresse d'entrer dans les royaumes sombres par mille chemins différents"")","('#d-oberval', ""Je ne sais où j'en suis..."")",1.43,Substitution
503,"('#les-maladies-languissantes', ""Achevez d'expirer, infortunés mourants, Cherchez un long repos dans le séjour des ombres."")","('#isabelle', 'Armez-vous de courage.')",0.99,Substitution
504,,"('#dorise', ""Qu'avez-vous donc ? Vous semblez étonnés[.]"")",1.0,Deletion
505,,"('#isabelle', 'Nous admirons tous votre ouvrage.')",1.0,Deletion
506,"('#le-choeur', ""Exécutons l'arrêt du Sort, Suivons ses lois les plus cruelles ; Présentons sans cesse à la Mort Des victimes nouvelles."")","('#dorise', ""Mais on n'a jamais vu des fronts si consternés À la veille d'un mariage... ; Vous êtes interdits... personne ne répond ! Eh ! D'où vient donc Monsieur ce silence profond ? Mais d'une conduite pareille Je suis scandalisée à parler franchement, Si je suivais mon premier mouvement, Je romprais sur le champ. À d'Oberval."")",1.39,Substitution
507,"('#la-guerre', 'Que le fer.')","('#hassan', 'Et je vous le conseille.')",1.45,Substitution
508,,"('#dorise', 'Vous me le conseillez ?')",1.0,Deletion
509,"('#la-famine', 'Que la faim.')","('#hassan', 'Oui vraiment, et très fort.')",1.6,Substitution
