,regnard-arlequin-bonnes-fortunes,regnard-coquette,Cost,Operation Type
352,"('#le-vicomte', ""Qu'avez-vous donc autre chose ? "")","('#mezzetin', ""Ah, mademoiselle !  Vous ne deviez jamais lâcher le mot de bailli.  À l'heure qu'il est, cela me dévoie.  Un bailli !  Encore si c'était un procureur fiscal !  Ils se jettent sur leurs siéges en faisant beaucoup de contorsions."")",1.64,Substitution
353,"('#colombine', ""Je n'ai rien, c'est que... "")","('#colombine', ""Ah !  Que je suis malheureuse !  Voilà deux femmes qui vont me demeurer dans les mains.  Holà, quelqu'un !  Mes laquais, ma femme de chambre ! "")",1.47,Substitution
354,"('#le-vicomte', 'Quoi donc ? ')","('#mezzetin #pasquariel', 'Un bailli !  À la porte ils font beaucoup de cérémonies pour passer.')",1.7,Substitution
355,"('#colombine', ""C'est que...  Voilà-t-il pas ?  Ces vilains hommes, ils veulent tout savoir.  C'est que ma voix ne paraît rien quand je n'ai pas mes fontanges argent et jaune. "")","('#pasquariel', ""Non, madame, assurément je ne passerai pas, ou la peste m'étouffe ! "")",0.97,Substitution
356,"('#le-vicomte', 'Comme si les fontanges faisaient quelque chose à la voix !  Courage, mignonne ; je vous soufflerai, en tout cas. ')","('#mezzetin', 'Si je passe la première, je veux que cinq cent mille diables me tordent le cou ! À force de civilités, de contorsions, leurs coiffures tombent. ')",1.15,Substitution
357,,"('#colombine', ""Non, je ne crois pas que de mémoire d'homme on ait reçu une visite aussi impertinente.  Elles n'ont que faire de me tant dégoûter du bailli ; si je l'épouse, ce ne sera qu'à mon corps défendant. Il y a ici quelques scènes italiennes, dans lesquelles Mezzetin et Pasquariel rendent compte à Octave du succès de leurs fourberies ; celui-ci les engage à ne pas s'en tenir là, et l'on concerte de se déguiser en Bohémiens, d'aller trouver Arlequin, et de lui dire sa bonne aventure. Ces scènes préparent les scènes françaises suivantes. "")",1.0,Deletion
358,"('#colombine', ""Jeanneton, m'aimez-vous bien ?... Hélas ! Quel conte ! Pourquoi ne vous aimerais-je pas ? Mon_Dieu ! Quel conte ! Vous qui m'avez tant fait de bien, Quel fichu conte ! Je le veux bien ; mais vous allez voir comme je vais trembler.  La, la, la...  Mon_Dieu !  Je suis faite comme je ne sais quoi...  Elle chante. "")","('#arlequin', 'Quand vous serez las de chanter, vous me direz peut-être ce que vous me voulez. Monsieur le meneur de ballets, peut-on savoir qui sont ces sauterelles-là ?  Ils continuent de chanter et de danser.  À Mezzetin.  Il montre les deux Bohémiennes.')",0.47,Substitution
359,"('#le-vicomte', ""Je veux être un fripon, si cela n'est divin.  Voilà une voix à peindre.  Je n'en ai pas perdu une goutte.  Mais de quel opéra est cet air-là ? "")","('#mezzetin', ""Monsieur, ce sont des filles surnaturelles, qui connaissent les astres, les langues, et tout ce qu'il y a de plus extraordinaire au monde et hors du monde ; elles ne parlent qu'en vers : enfin, ce sont des filles d'un mérite sublime. "")",0.87,Substitution
360,"('#colombine', ""Je crois que c'est de Roland. "")","('#arlequin', 'Puisque ces créatures -là savent tant de belles choses, elles pourront donc bien me déterminer sur un mariage ? ')",1.99,Substitution
361,"('#le-vicomte', ""Oh !  Point, point.  Il faut que ce soit des derniers, car voilà le tour aisé de nos poètes et de nos musiciens d'aujourd'hui.  La jolie chanson !  On ne travaillait point comme cela autrefois.  Mais je veux chanter avec vous.  Tel que vous me voyez, je sais la musique comme un orchestre.  Vous allez voir comme je vais vous tortiller un air. "")","('#mezzetin', ""Vous ne pouvez pas mieux vous adresser. Il s'en va en chantant avec sa troupe. "")",0.47,Substitution
362,"('#colombine', 'Oh, monsieur !  Je ne suis pas encore assez forte pour tenir ma partie. ')",,1.0,Insertion
363,"('#le-vicomte', 'Nous chanterons donc une autre fois.  Adieu, mourette. ')",,1.0,Insertion
364,"('#pasquariel', 'Monsieur, ne sortez pas.  Il y a là-bas deux sergents et environ douze archers qui vous guettent pour vous mettre en prison. ')",,1.0,Insertion
365,"('#le-vicomte', 'En prison !  Hoime !  Voilà mes bonnes fortunes qui commencent à défiler. ')",,1.0,Insertion
366,"('#colombine', ""Qu'avez-vous donc, monsieur le Vicomte ?  Que ne partez-vous ?  Il y a là-bas tout plein de laquais qui vous attendent. "")","('#arlequin', ""Mesdames, pour venir à la conclusion,  Vous saurez que je sens une convulsion,  Un appétit, nommé vapeurs de mariage ;  Un... là... quelque Arlequin qui demande passage.  Me dois-je marier ?  Oh ! Vous avez raison.  Et vous, à votre avis, me marierai-je, ou non ?  C'est bien dit ; à ces mots il n'est point de réplique.  Dans leur langue, à mon tour, il faut que je m'explique.  Vous m'entendez donc bien : enfin, sans tant parler,  (Car cela vous fait mal) devrais-je convoler ? ) La première Bohémienne gesticule et ne dit mot.  La seconde Bohémienne gesticule et ne dit mot.  Il fait beaucoup de gestes sans rien dire, ensuite il continue. "")",0.87,Substitution
367,"('#le-vicomte', 'Ce sont bien des pousse-culs, de par tous les diables. ')",,1.0,Insertion
368,"('#colombine', 'Ne peut-on pas savoir la cause de votre chagrin ? ')",,1.0,Insertion
369,"('#le-vicomte', ""C'est une bagatelle. "")","('#premiere-bohemienne', 'Oui. ')",1.55,Substitution
370,"('#colombine', ""Je veux l'apprendre. "")","('#seconde-bohemienne', 'Non.')",1.48,Substitution
371,"('#le-vicomte', 'Infandum, Regina, jubes renovare dolorem. ')",,1.0,Insertion
372,"('#colombine', 'Ah, monsieur le Vicomte !  Vous jurez devant les filles.  Vous me le direz pourtant. ')",,1.0,Insertion
373,"('#le-vicomte', ""Vous saurez donc qu'étant obligé de partir pour l'Allemagne, et ne pouvant trouver d'argent sur mon billet (car les billets des vicomtes ne sont pas autrement réputés argent comptant), j'en fis un que je signai la Harpe (c'est le nom de ce fameux banquier).  Sur ce billet-là, on me donna deux cents pistoles.  Je partis : présentement, voyez, je vous prie, le peu de bonne foi qu'il y a dans le commerce !  Ce vilain monsieur de la Harpe ne veut pas payer ce billet-là."")",,1.0,Insertion
374,"('#colombine', 'Et que dit-il ? ')","('#arlequin', 'Comment ?')",0.8,Substitution
375,"('#le-vicomte', ""De mauvaises raisons : il dit qu'il n'a point fait ce billet-là ; mais son nom y est, une fois ; il faudra bien qu'il le paye ou qu'il crève ; car, palsambleu !  Je sais bien que je ne le payerai pas, moi. "")",,1.0,Insertion
376,"('#colombine', ""Monsieur le Vicomte, je n'ai point d'argent ; mais voilà deux brillants avec lesquels vous pourrez en faire.  Prenez encore mon collier. "")",,1.0,Insertion
377,"('#le-vicomte', 'Hé !  Fi, madame !  Ne vous ai-je pas dit que je faisais litière de diamants. ')","('#premiere-bohemienne', 'Oui.')",1.74,Substitution
378,"('#colombine', 'Voilà encore une montre qui est assez jolie. ')","('#seconde-bohemienne', 'Non.')",1.76,Substitution
379,,"('#arlequin', 'Quelle peste de gamme !')",1.0,Deletion
380,,"('#premiere-bohemienne', ""C'est manquer de bon sens que de vivre sans femme. "")",1.0,Deletion
381,"('#le-vicomte', ""Hé !  Vous moquez-vous ?  Cela est-il d'or ? "")","('#seconde-bohemienne', 'Et pour se marier, il faut être archi-fou.')",1.61,Substitution
382,"('#colombine', ""Attendez ; j'ai encore ici une petite boîte à mouches et un cachet. "")",,1.0,Insertion
383,"('#le-vicomte', 'Eh !  Mais, mais, mademoiselle, vous poussez ma complaisance à bout. ')","('#arlequin', 'Celle-ci, par ma foi, lui rive bien son clou.')",1.18,Substitution
384,"('#colombine', 'Quand on a donné son coeur, cela ne coûte guère à donner. ')",,1.0,Insertion
385,"('#le-vicomte', ""Et encore moins à prendre.  Ah, charmante princesse !  Que vous savez me prendre par mon faible, et qu'on fait de folies quand on est bien amoureux !  Haut.  Il s'en va. "")","('#premiere-bohemienne', ""Oui, l'hymen est des dieux le plus parfait ouvrage ;  C'est le port assuré: dans le libertinage,  Le noeud qui nous unit avec de doux accords,  La porte des plaisirs qu'on goûte sans remords,  Le bridon qui retient la jeunesse fougueuse,  L'onguent qui guérit seul la brûlure amoureuse,  Des blessures du coeur l'appareil souverain,  Et la forge, en un mot, de tout le genre humain."")",0.7,Substitution
386,,"('#arlequin', ""J'en connais bien pourtant de plus d'une fabrique,  Qui ne furent jamais faits dans cette boutique ;  Enfants du pur hasard ; et, sans aller plus loin,  J'en trouverais peut-être ici plus d'un témoin. "")",1.0,Deletion
387,"('#colombine', ""Tenez, tenez, monsieur le Vicomte ; voilà encore un petit jonc d'or que j'avais oublié. "")","('#seconde-bohemienne', ""Non, l'hymen, quel qu'il soit, est un dur esclavage,  Une mer où l'honneur bien souvent fait naufrage,  Un grand chemin rempli de voleurs dangereux,  Une terre fertile en bois malencontreux,  Un magasin de fraude, où l'on fait de commande  Marchandise mêlée et bien de contrebande ;  C'est l'écueil du plaisir : pour tout dire en un mot,  C'est une souricière où l'on attrape un sot. "")",1.17,Substitution
388,"('#le-vicomte', ""Mais, mademoiselle, ces breloques-là valent-elles bien deux cents pistoles ?  Voilà un diamant qui me paraît bien jaune.  Écoutez ; je vais porter tout cela chez l'orfèvre, et s'il ne m'en donne pas les deux cents pistoles, vous me tiendrez, s'il vous plaît, compte du reste. "")","('#arlequin', ""Cet avis, à mon goût, vaut bien l'autre, madame. "")",1.0,Substitution
389,"('#colombine', ""Monsieur le Vicomte, vous m'épouserez, au moins. "")","('#premiere-bohemienne', ""Un homme ne saurait vivre content sans femme ;  Sans elle une maison irait tout de travers :  Elle sait du destin partager les revers ;  Elle sert un mari, soulage sa vieillesse :  La femme est dans le monde un miroir de sagesse,  Le temple de l'honneur, le chef-d'oeuvre des cieux ;  La beauté fut son lot, l'esprit son apanage,  La vertu son domaine, et l'honneur son partage."")",1.59,Substitution
390,,"('#arlequin', 'Oui, cela se disait du temps de Jean-de-Vert. ')",1.0,Deletion
391,"('#le-vicomte', 'Allez, allez, parmi nous autres vicomtes, la parole fait le jeu. Adieu, charmante. Ah, morbleu !  Que voilà des yeux chargés à cartouches !  Que voilà de bonnes fortunes !  Il la prend sous le menton.  Et regardant les bijoux. ')","('#seconde-bohemienne', ""Plutôt que prendre femme, épousez un désert :  Par elle une maison va tout en décadence ;  Elle ne met jamais de frein à sa dépense ;  Elle accroît les chagrins, loin de les partager :  La femme est en tout temps un éminent danger,  Un vaisseau sur lequel le nocher le plus sage  Appréhende le calme autant qu'il fait l'orage ;  C'est l'arsenic du coeur : la fureur la conduit ;  L'inconstance en tout temps ou l'escorte ou la suit,  Et la vengeance, enfin, est toujours devant elle."")",0.58,Substitution
392,,"('#arlequin', ""Oh ! Vous avez raison ; je sais qu'une femelle  Qui prétend se venger d'un époux offensif,  Devient des animaux le plus vindicatif. "")",1.0,Deletion
393,"('#colombine', ""Ah !  Que je suis aise de lui avoir fait ce petit plaisir !  De la manière que je l'aime, je ne sais ce que je ne lui donnerais pas.  Il y a ici plusieurs scènes italiennes. "")","('#premiere-bohemienne', ""Quand on la nomme un mal et doux et nécessaire,  C'est qu'on lui voit toujours quelque vertu pour plaire ;  Si le ciel ne l'a pas faite avec un beau corps,  Il aura sur l'esprit répandu ses trésors ;  Si des biens de fortune elle n'est point fournie,  Elle se fait un fonds de son économie :  La sotte d'ordinaire a l'esprit complaisant,  La folle quelquefois plaît par son enjouement ;  Dans une femme, enfin, toujours quelque mérite  De ses petits défauts aisément nous racquitte."")",1.16,Substitution
394,"('#arlequin', ""Ayant appris, monsieur, que vous êtes un homme savant et de bon conseil, je voudrais bien vous parler d'une affaire que je suis sur le point de terminer. "")","('#arlequin', ""Qui nous racquittera, dites-nous, s'il vous plaît,  Lorsque de notre honneur elle tire intérêt ? "")",1.36,Substitution
395,"('#le-docteur', ""Parlez ; mais parlez peu : la discrétion dans le parler a toujours été louée.  Au contraire, on a blâmé de tout temps les grands parleurs : c'est pourquoi j'aime la brièveté, et je m'applique uniquement à être concis dans mes discours. "")","('#seconde-bohemienne', ""Si de quelques vertus les femmes sont pourvues,  Ces vertus de défauts sont souvent corrompues ;  La belle est toujours bête, ou croit qu'un teint fleuri  Est un trop beau morceau pour un sot de mari ;  La savante ne dit que vers, métamorphose,  Et méprise un époux qui ne parle qu'en prose :  Celle qui d'un beau sang voit ses pères issus,  Vous compte ses aïeux pour toutes ses vertus.  Non, quelque qualité qui règne dans son âme,  Quelque vertu qu'elle ait, c'est toujours une femme ;  C'est-à-dire attentive à l'amant qui languit,  Et vous savez, casta quam nemo rogavit."")",0.87,Substitution
396,"('#arlequin', ""J'aurai bientôt fait. "")",,1.0,Insertion
397,"('#le-docteur', 'Qui ne sait que le trop parler vient du défaut de jugement ?  Que le défaut de jugement vient du manque de raison et que le manque de raison est le caractère de la bête ? ')","('#arlequin', ""Voilà, je vous l'avoue, un extrait de sorcière,  Que les femmes devraient jeter dans la rivière :  Elle en dit peu de bien. "")",1.65,Substitution
398,"('#arlequin', ""Je n'ai qu'un mot. "")","('#seconde-bohemienne', ""Touchez là, j'en dirai,  Foi de fille d'honneur, sitôt que j'en saurai. "")",1.24,Substitution
399,"('#le-docteur', ""Qui ne sait que volat irrevocabile verbum ?  Qu'on ne se repent jamais de se taire, et qu'on s'est repenti souvent d'avoir parlé ?  Ignorez-vous que la nature a donné à l'homme deux pieds pour marcher, deux bras pour agir, deux narines pour sentir, et qu'elle ne lui a donné qu'une langue pour parler ? "")","('#arlequin', 'Mais parlez-moi français ;... là, si je me marie,  Ne serai-je point,... là... ')",1.24,Substitution
400,"('#arlequin', 'Je dis donc... ')","('#premiere-bohemienne', 'Quoi, là ?')",0.28,Substitution
401,,"('#arlequin', 'Je vous en prie,  Ne me déguisez rien. ')",1.0,Deletion
402,"('#le-docteur', 'Pythagore faisait observer le silence à ses disciples pendant sept années. ')",,1.0,Insertion
403,"('#arlequin', 'Je le crois. ')","('#premiere-bohemienne', 'Quoi donc ? ')",0.97,Substitution
404,,"('#arlequin', ""Là, ce qu'était  Peut-être votre époux dans le temps qu'il vivait. "")",1.0,Deletion
405,"('#le-docteur', ""Solon avait coutume de dire qu'un homme qui parle beaucoup est semblable à un tonneau vide, qui fait plus de bruit qu'un plein. "")","('#premiere-bohemienne', ""Voilà donc l'enclouure et le mot péremptoire :  Sur ce point douloureux on en fait bien accroire,  Et l'on en dit bien plus qu'on n'en fait à Paris ;  Ce sont là des terreurs pour les petits esprits... "")",1.41,Substitution
406,,"('#arlequin', 'Et pour les grands parfois. ')",1.0,Deletion
407,,"('#premiere-bohemienne', 'Des visions cornues  Que les hommes vont mettre en leurs têtes fourchues. ')",1.0,Deletion
408,,"('#arlequin', 'Ce sont elles, morbleu, qui nous les plantent là,  De par Belzébuth. ')",1.0,Deletion
409,,"('#premiere-bohemienne', ""Bon ! Approchez, venez çà ;  Regardez-moi bien. Non, vous n'avez point la mine  De recevoir échec de la gent féminine.  Vous êtes beau, joli, bien fait..."")",1.0,Deletion
410,,"('#arlequin', 'Assurément. ')",1.0,Deletion
411,,"('#premiere-bohemienne', ""Vous avez de l'esprit, le port fier, l'air charmant ;  Allez, ne craignez rien. "")",1.0,Deletion
412,,"('#arlequin', ""Mauvaise sauvegarde  Contre les accidents qu'une femme vous garde. "")",1.0,Deletion
413,,"('#seconde-bohemienne', 'Moi je dis, à vous voir seulement par le dos... ')",1.0,Deletion
414,"('#arlequin', 'Cela est beau. ')","('#arlequin', 'Ah, ciel ! Nous y voilà. ')",1.27,Substitution
415,"('#le-docteur', ""Bias, qu'un grand parleur n'était autre chose qu'une forteresse sans murailles, une ville sans porte, et un vaisseau sans gouvernail. "")","('#seconde-bohemienne', ""Je vous dis en deux mots  Que vous avez tout l'air, la physionomie,  L'oeil, le nez, la façon, la métoposcopie  D'un homme à qui l'on doit faire un mauvais parti.  Je vois sur votre teint bien du brouillamini.  Vos aspects sont malins, vous avez le front large ;  Vous me portez tout l'air d'en avoir une charge."")",1.46,Substitution
416,,"('#arlequin', 'Ah ! Je sens déjà là...  Il se touche la tête. ')",1.0,Deletion
417,"('#arlequin', 'Vous saurez donc... ')","('#premiere-bohemienne', 'Animal défiant,  Vous croyez donc... ')",1.15,Substitution
418,"('#le-docteur', ""Anaxagore, qu'une bête féroce échappée était moins à craindre qu'une langue effrénée et pétulante. "")","('#arlequin', ""Ma foi ! Je crois à l'ascendant.  Ce grand front, cet aspect... Dans cette conjoncture,  Je crains bien de payer un jour avec usure  Tous les frais de la guerre. Allons, tant que quelqu'un  Plus courageux que moi prendra femme en commun,  Je prétends me servir des droits du voisinage,  Et laisser qui voudra goûter du mariage.  En ces occasions, on court plus de danger  À bâtir sur son fonds que sur un étranger.  Je ne tâterai point de la cérémonie. "")",1.56,Substitution
419,,"('#premiere-bohemienne', ""Vous n'en tâterez point ! Halte-là, je vous prie. "")",1.0,Deletion
420,,"('#seconde-bohemienne', 'Point de femme, morbleu ! ')",1.0,Deletion
421,,"('#premiere-bohemienne', ""Si vous n'en prenez pas,  Vous n'avez pas encor trois jours à vivre."")",1.0,Deletion
422,"('#arlequin', 'Monsieur... ')","('#arlequin', 'Hélas ! ')",0.32,Substitution
423,,"('#seconde-bohemienne', ""Et si vous en prenez, moi, je vous signifie  Que demain, au plus tard, vous n'êtes pas en vie.  Elles le prennent chacune par une manche de son habit. "")",1.0,Deletion
424,,"('#arlequin', ""C'en est fait, je suis mort ! Je n'en puis revenir.  Prédiseuses du diable, ah ! Laissez-moi partir. "")",1.0,Deletion
425,,"('#premiere-bohemienne', ""Avant de vous quitter, il faut que je vous voie  À côté d'une femme."")",1.0,Deletion
426,,"('#arlequin', ""Ah ! Plutôt qu'on me noie !"")",1.0,Deletion
427,,"('#seconde-bohemienne', ""Pour vous laisser, je veux vous mettre hors d'état  De pouvoir à jamais sortir du célibat."")",1.0,Deletion
428,,"('#arlequin', ""N'en faites rien ; je suis le dernier de ma race. "")",1.0,Deletion
429,"('#le-docteur', ""Isocrate, qu'il n'y avait ici-bas que deux choses à faire, écouter et se taire. "")","('#premiere-bohemienne', 'Que de bruit !')",1.24,Substitution
430,,"('#seconde-bohemienne', ""Qu'on me suive."")",1.0,Deletion
431,,"('#arlequin', ""Hé ! Mesdames, de grâce !  Un accord : je serai six mois de l'an garçon,  Et six mois marié. "")",1.0,Deletion
432,"('#arlequin', 'Taisez-vous donc. ')","('#premiere-bohemienne', 'Marchez. ')",0.25,Substitution
433,"('#le-docteur', 'Tous vos grands discours sont inutiles.  Frustra per plura quod potest fieri per pauciora. ')","('#seconde-bohemienne', ""Que de façon !  Elles le tiraillent de façon qu'elles emportent chacune une manche de son habit. Il crie au voleur. D'autres Bohémiens l'entourent, dansent autour de lui et le volent. "")",1.73,Substitution
434,"('#arlequin', ""Hé, monsieur !  Je n'ai encore rien dit. "")","('#colombine', ""Je n'entends point parler de notre bailli ; il faut que le traité de cette charge de marquis l'arrête chez quelque notaire.  Il n'en est pas encore où il pense ; je lui garde le meilleur pour le dernier. "")",1.08,Substitution
435,"('#le-docteur', ""Je sais bien que l'usage de la parole a été donné à l'homme pour expliquer ses pensées. "")",,1.0,Insertion
436,"('#arlequin', 'De grâce... ')","('#le-laquais', 'Mademoiselle, voilà un bel esprit qui monte, madame Pindaret.')",1.5,Substitution
437,,"('#madame-pindaret', 'Ah, ma chère belle !  Que je suis heureuse de vous rencontrer !  Car vous êtes la fille de France la plus introuvable. ')",1.0,Deletion
438,"('#le-docteur', ""Je ne vous dis pas qu'il ne faille parler en termes propres, suivant les règles de la grammaire, faire accorder l'adjectif avec le substantif, le nom avec le verbe, le masculin avec le féminin. "")","('#colombine', ""On ne m'a point dit, madame, que vous m'ayez fait cet honneur-là.  Il est vrai que j'ai le domestique du monde le plus brutal : qu'une femme de qualité me vienne voir, on ne m'en dit rien ; qu'une procureuse frappe à ma porte, on vient m'en faire la honte en pleine compagnie. "")",1.61,Substitution
439,,"('#madame-pindaret', ""En vérité, mademoiselle, il faut que votre train soit travaillé d'un prodigieux dévoiement de mémoire ; oui, je crois que je suis venue ici plus de dix fois depuis les calendes du mois dernier. "")",1.0,Deletion
440,"('#arlequin', ""C'est ce dont il s'agit, monsieur, du masculin avec le féminin. "")","('#colombine', ""Comment dites-vous cela, s'il vous plaît ?  Les cal... "")",1.44,Substitution
441,,"('#madame-pindaret', ""Les calendes, mademoiselle ; c'est la manière de compter des Romains, et la mienne.  Si ma servante datait sa dépense autrement, elle ne coucherait pas chez moi deux jours de suite.  Je veux de l'érudition jusque dans ma cuisine. "")",1.0,Deletion
442,"('#le-docteur', ""Je ne vous défends pas de mettre en usage les figures de rhétorique : nam quid est rhetorica ?  Selon Socrate, c'est I'art de persuader ; selon Agathon, c'est l'art de tromper ; selon Gorgias, l'usage du discours ; selon Chrysippe, la clef des coeurs ; selon Cléanthe, la science des sciences ; selon Vatadérius, le boulevard de la vérité ; selon Aristote, le bouclier de l'orateur ; selon Cicéron, l'art de bien dire ; et selon moi, l'art de ne guère parler. "")","('#colombine', ""Que vous êtes heureuse, madame, de savoir tant de belles choses !  Si j'avais l'avantage de vous voir souvent, je crois que je deviendrais une habile fille. "")",1.19,Substitution
443,"('#arlequin', 'Va, si je puis attraper la parole !... ')","('#madame-pindaret', ""Il faut dire la vérité ; on se décrasse en ma compagnie, et tout le monde avoue que je n'ai point la conversation roturière. "")",0.97,Substitution
444,"('#le-docteur', ""Si vous voulez donc que je vous donne mes avis, expliquez-moi le sujet dont il s'agit ; mais surtout d'un style vif, serré, pressé, concis, laconique, car vous savez que la vie de l'homme est courte : ars longa, vita brevis.  Le temps est cher ; on en perd tant à boire, à manger, à dormir, à s'habiller, à danser, à rire, à chanter ; et l'on ne songe pas que la santé revient après la maladie, le printemps après l'hiver, la paix après la guerre, le beau temps après la pluie ; mais que le temps passé ne revient jamais. "")","('#colombine', ""Ah ! Que cela est bien dit !  La conversation roturière !  Comment pouvez-vous fournir à la dépense d'esprit que vous faites ?  Si vous ne vous ménagez, vous n'en aurez jamais assez pour le reste de vos jours. "")",0.72,Substitution
445,,"('#madame-pindaret', ""Bon !  Cela ne coûte rien à une femme comme moi, qui se joue des auteurs ; j'entretiens commerce avec les anciens, et je fraye aussi avec les modernes. "")",1.0,Deletion
446,,"('#colombine', 'Avec les anciens, madame ! ')",1.0,Deletion
447,"('#arlequin', 'Je voudrais donc savoir... ')","('#madame-pindaret', ""Assurément, mademoiselle ; j'en attrape assez le vrai, et je veux vous faire voir quelle est ma lecture quotidienne.  Laquais !  Petit garçon ! "")",1.2,Substitution
448,"('#le-docteur', ""Je le crois, que vous voudriez savoir.  Omnibus hominibus scire a natura insitum est, dit le prince de l'éloquence.  Mais vouloir savoir est une chose, et savoir en est une autre.  C'est ce qui fait que du savoir au non-savoir il y a autant de différence qu'entre l'homme et la bête, le ciel et la terre, le gentilhomme et le roturier, le marchand et le voleur, le procureur et l'assassin, le bourreau et le médecin. "")",,1.0,Insertion
449,"('#arlequin', ""J'en suis persuadé ; mais... "")","('#madame-pindaret', 'Donnez-moi mon Juvénal. ')",1.57,Substitution
450,"('#le-docteur', ""Or, voulez-vous savoir quelle différence il y a entre l'homme et la bête ?  C'est que l'un se conduit par la raison et l'autre par l'instinct.  Entre le ciel et la terre ?  C'est que l'un est sur notre tête, l'autre sous nos pieds.  Entre le roturier et le gentilhomme ?  C'est que l'un paye ses dettes, l'autre se moque de ses créanciers.  Entre le marchand et le voleur ?  C'est que l'un vole dans les villes, l'autre dans les bois.  Entre le procureur et l'assassin ? C'est que l'un enlève les biens, l'autre la vie.  Entre le médecin et le bourreau ?  C'est que l'un assassine peu à peu ses malades, et que l'autre tue tout d'un coup ceux qui se portent bien. "")","('#le-laquais', ""Qu'est-ce que c'est, madame, que votre Juvénal ? "")",1.78,Substitution
451,"('#arlequin', 'Cela est le mieux du inonde.  Je voudrais donc savoir... ')","('#madame-pindaret', 'Ce livre in-quarto que je vous ai donné tantôt. ')",1.59,Substitution
452,"('#le-docteur', ""Quoi ?  La philosophie ou la rhétorique ?  La théorie ou la pratique ?  La géométrie ou l'astrologie ?  La pharmacie ou la médecine ?  La sphère ou la géographie ?  La cosmographie ou la topographie ? "")",,1.0,Insertion
453,"('#arlequin', 'Non ; je ne veux rien de tout cela... ')","('#le-laquais', ""À moi, madame, un quartaut !  Vous ne m'avez donné ni quartaut ni bouteille. "")",1.59,Substitution
454,,"('#madame-pindaret', ""Eh !  Le petit ignorant !  Qu'il vous arrive une autre fois de l'oublier !"")",1.0,Deletion
455,,"('#madame-pindaret', 'Je prends toujours la précaution de me faire escorter de ce livre-là, quand je vais en visite de femmes, pour me dédommager des minuties de leur conversation. ')",1.0,Deletion
456,,"('#colombine', ""Voilà ce qui s'appelle mettre à profit jusqu'à son ennui. "")",1.0,Deletion
457,"('#le-docteur', ""Voulez-vous que je vous parle des arts ou des sciences ?  Des huit parties de l'oraison ?  Des trois puissances de l'âme, la mémoire, l'entendement et la volonté ?  De l'influence des planètes, Jupiter, Mars, Mercure, etc ?  De la qualité des étoiles majeures, fixes ou errantes ?  Des comètes crinées, tombantes et volantes ?  De la disparité des tempéraments flegmatiques, sanguins et mélancoliques ?  Des mouvements du coeur, systoliques et diastoliques ? "")","('#madame-pindaret', 'Êtes-vous comme moi, ma chère ?  Toutes les visites de femmes me donnent la colique. ')",1.3,Substitution
458,"('#arlequin', ""Hé, monsieur !  Je n'ai que faire de ce galimatias-là. "")","('#colombine', ""Non, madame, je ne suis point d'une complexion si délicate.  À vous dire le vrai, j'aime beaucoup mieux la conversation des hommes, et je voudrais parfois qu'il n'y eût que moi de femme au monde. "")",1.18,Substitution
459,"('#le-docteur', ""Est-ce de l'histoire ou de la fable que vous voulez que je vous parle ?  Commencerai-je par le déluge ?  Le jugement de Pâris ?  Les malheurs de Pyrame et de Thishé ?  L'incendie de Troie ?  Les erreurs d'Ulysse ?  Le passage d'Énée ?  Le sac de Carthage ?  La mort de Tarquin ?  Les triomphes de Scipion ?  La conjuration de Catilina ?  Le pas des Thermopyles ?  La bataille de Marathon ?  Eh !  Non, non, cent fois non, de par tous les diables, non.  Je voudrais savoir seulement si je dois épouser une brune ou une blonde.  Arlequin dit non à chaque demande. "")","('#madame-pindaret', ""Vous auriez de la chalandise.  J'allai voir, il y a quelque temps, une marquise ; je ne fus qu'un quart d'heure avec elle, c'était pendant la canicule : sa conversation ne laissa pas de m'enrhumer si fort, que je me suis mise au gruau pendant trois semaines pour en revenir. "")",1.04,Substitution
460,,"('#colombine', 'Cela étant, madame, quand vous allez en visite de marquise, de crainte de vous enrhumer une seconde fois, il faudrait faire porter un manteau fourré avec votre Juvénal. ')",1.0,Deletion
461,,"('#madame-pindaret', ""Vous ne sauriez vous imaginer jusqu'où va l'ignorance de cette femme-là. "")",1.0,Deletion
462,"('#le-docteur', 'Eh !  Que ne parlez-vous donc !  Il y a deux heures que vous me faites chanter inutilement. ')","('#colombine', 'Une femme de qualité ignorante !  Vous me surprenez. ')",1.5,Substitution
463,"('#arlequin', 'Comment diable voulez-vous que je parle ?  Vous ne toussez ni ne crachez : je ne puis prendre mon temps.  Ouf ! ')","('#madame-pindaret', ""Ignorantissime !  Croiriez-vous ?...  Mais non ; cela n'entre point dans l'esprit. "")",0.95,Substitution
464,"('#le-docteur', 'Vous voulez donc savoir si vous devez épouser une brune ou une blonde ? ')",,1.0,Insertion
465,"('#arlequin', 'Oui, monsieur.  Ah !  Nous y voilà, à la fin. ')","('#colombine', 'Mais encore ? ')",1.33,Substitution
466,"('#le-docteur', ""Voulez-vous que je vous dise cela par les règles d'astronomie, prophétie, chronologie, analogie, physionomie, chimie, astrologie, hydromancie, éromancie, pyromancie, koscinomancie, chyromancie, nigromancie ? "")","('#madame-pindaret', ""Croiriez-vous qu'elle ne put jamais me dire dans quelle olympiade mourut Épaminondas ? "")",1.44,Substitution
467,"('#arlequin', ""Je ne m'en soucie pas, pourvu... "")",,1.0,Insertion
